,0,1,2,__mappify_error,Latitude,Longitude,State,mean_median_dist,median_median_dist,n_results,winnerPct,searchType
3205,Gulf of Mexico,LOCATION,18980121-714-148070734 (1 of 1).txt,No match found.,,,None,,,0,,None
3206,CARNARVON,LOCATION,18940111-30-3056840 (1 of 2).txt,No match found.,126.63,-24.8904,Ambiguous,16.142947212717385,14.049906347073966,6,,exact
3207,Mount Tarbeck,LOCATION,18840105-621-221152179 (2 of 3).txt,No match found.,,,None,,,0,,None
3208,Cardawarrah,LOCATION,18940111-30-3056840 (1 of 2).txt,No match found.,,,None,,,0,,None
3209,Gascoyne River,LOCATION,18940111-30-3056840 (1 of 2).txt,No match found.,114.95125,-25.104644999999998,WA,1.3285630277578098,1.3285630277578098,2,100.0,exact
3210,Bald Hill,LOCATION,18630106-13-6482437 (2 of 17).txt,No match found.,148.28444444444443,-34.25655272,Ambiguous,4.4820064145009,3.6940620417171384,193,,exact
3211,Muswellbrook,LOCATION,18750119-8-18791257 (4 of 4).txt,No match found.,150.89097222222222,-32.266666666666666,NSW,0.00673718490868452,0.00673718490868452,2,100.0,exact
3212,Maitland,LOCATION,18750119-8-18791257 (4 of 4).txt,No match found.,151.5511111111111,-32.748333333333335,Ambiguous,5.609266809914711,0.050307695211857295,6,,exact
3213,Peninsula,LOCATION,18700101-821-158940423 (4 of 5).txt,No match found.,116.0693,-31.96788,WA,2.6280637238162328,1.9589799999999968,4,75.0,exact
3214,Queensland,LOCATION,18800117-386-110469474 (1 of 1).txt,No match found.,121.2023,-31.02926,WA,0.0,0.0,1,100.0,exact
3215,Assam,LOCATION,18800117-386-110469474 (1 of 1).txt,No match found.,,,None,,,0,,None
3216,Galle,LOCATION,18800117-386-110469474 (1 of 1).txt,No match found.,,,None,,,0,,None
3217,Sydney,LOCATION,18800117-386-110469474 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
3218,Ireland,LOCATION,18800117-386-110469474 (1 of 1).txt,No match found.,,,None,,,0,,None
3219,Belgium,LOCATION,18751113-731-148447430 (1 of 4).txt,No match found.,,,None,,,0,,None
3220,Noeth Shore,LOCATION,18751113-731-148447430 (1 of 4).txt,No match found.,,,None,,,0,,None
3221,North Shore,LOCATION,18751113-731-148447430 (1 of 4).txt,No match found.,144.71631824444398,-39.43423653,Ambiguous,1.866847005626331,1.380142063202348,6,,exact
3222,Neutral Bay,LOCATION,18751113-731-148447430 (1 of 4).txt,No match found.,151.21777777777777,-33.83166666666667,NSW,0.0,0.0,2,100.0,exact
3223,North Shore,LOCATION,18751113-731-148447430 (1 of 4).txt,No match found.,144.71631824444398,-39.43423653,Ambiguous,1.866847005626331,1.380142063202348,6,,exact
3224,Providence,LOCATION,18921229-346-88607689 (3 of 10).txt,No match found.,146.85929325,-34.25092625,NSW,0.6869012873183626,0.6869012873183626,2,100.0,exact
3225,Neutral Bay,LOCATION,18751113-731-148447430 (1 of 4).txt,No match found.,151.21777777777777,-33.83166666666667,NSW,0.0,0.0,2,100.0,exact
3226,Suva,LOCATION,18780112-891-181816932 (1 of 2).txt,No match found.,,,None,,,0,,None
3227,JERILDERIE,LOCATION,18931223-52-71193207 (3 of 19).txt,No match found.,145.74555555555554,-35.35944444444445,NSW,0.005237828008791735,0.0,5,60.0,exact
3228,Billabong,LOCATION,18931223-52-71193207 (3 of 19).txt,No match found.,148.68128875,-34.107232749999994,NSW,2.9030325912846537,3.2134867057227012,22,72.72727272727273,exact
3229,Wunnamurra Station,LOCATION,18931223-52-71193207 (3 of 19).txt,No match found.,,,None,,,0,,None
3230,CASTLEMAINE,LOCATION,18920209-13-8399431 (3 of 4).txt,No match found.,144.218057094444,-37.064165115,VIC,0.0021892675707343903,0.001456216280219173,4,100.0,exact
3231,Sutton Grange,LOCATION,18920209-13-8399431 (3 of 4).txt,No match found.,144.360694444444,-36.98902893,VIC,0.0028964901335619716,0.003333644443983985,4,75.0,exact
3232,Mount Alexander,LOCATION,18920209-13-8399431 (3 of 4).txt,No match found.,148.01666666666668,-28.183333333333334,Ambiguous,14.300648920968841,8.674076123999507,13,,exact
3233,Cheviot Hills,LOCATION,18920209-13-8399431 (3 of 4).txt,No match found.,134.5502645,-31.8994925,Ambiguous,17.392181217742365,17.085753322751643,8,,exact
3234,Stockport,LOCATION,18671220-399-108263768 (4 of 4).txt,No match found.,139.21598999999998,-28.51701,Ambiguous,5.837111530560301,5.837111530560301,2,,exact
3235,New Eng,LOCATION,18650204-985-188134825 (1 of 2).txt,No match found.,,,None,,,0,,None
3236,Port Phillip,LOCATION,18510408-41-38439322 (5 of 6).txt,No match found.,144.8913889,-38.1072222,VIC,0.0,0.0,1,100.0,exact
3237,South Australia,LOCATION,18510408-41-38439322 (5 of 6).txt,No match found.,137.305178,-32.4907365,SA,3.424218638749024,3.424218638749024,2,100.0,exact
3238,Port * Phillip,LOCATION,18510408-41-38439322 (5 of 6).txt,No match found.,144.8913889,-38.1072222,VIC,0.0,0.0,1,100.0,fuzzy
3239,South Australia,LOCATION,18510408-41-38439322 (5 of 6).txt,No match found.,137.305178,-32.4907365,SA,3.424218638749024,3.424218638749024,2,100.0,exact
3240,Woolgoolga,LOCATION,18990120-490-120213402 (1 of 2).txt,No match found.,153.1511111111111,-30.115000000000002,NSW,0.022222222222217407,0.016666666666669272,3,100.0,exact
3241,Ulmarra,LOCATION,18990120-490-120213402 (1 of 2).txt,No match found.,153.03444444444443,-29.665,NSW,1.7859828757561305,0.034359213546817056,5,100.0,exact
3242,Murrurundi,LOCATION,18711230-1605-258898136 (1 of 1).txt,No match found.,150.8011111111111,-31.765,NSW,0.03888888888889497,0.03333333333333144,3,100.0,exact
3243,Ergland,LOCATION,18980129-502-124069331 (1 of 1).txt,No match found.,,,None,,,0,,None
3244,New South Wales,LOCATION,18980129-502-124069331 (1 of 1).txt,No match found.,147.01777777777778,-32.16166666666666,NSW,0.0,0.0,1,100.0,exact
3245,Tasmania,LOCATION,18980129-502-124069331 (1 of 1).txt,No match found.,146.75,-42.0,TAS,0.0,0.0,2,100.0,exact
3246,New Norfolk,LOCATION,18980129-502-124069331 (1 of 1).txt,No match found.,147.0500031,-42.77999878,TAS,0.0,0.0,1,100.0,exact
3247,Moama,LOCATION,18860112-8-18881661 (6 of 12).txt,No match found.,144.7511111111111,-36.098333333333336,NSW,0.016005223066086396,0.0019641855033000408,8,75.0,exact
3248,Warrnambool,LOCATION,18860112-8-18881661 (6 of 12).txt,No match found.,142.4851379,-38.3834722222222,VIC,0.019431066313441978,0.0016656777780212906,4,75.0,exact
3249,Lake Carteronge,LOCATION,18860112-8-18881661 (6 of 12).txt,No match found.,,,None,,,0,,None
3250,East Woodford,LOCATION,18860112-8-18881661 (6 of 12).txt,No match found.,,,None,,,0,,None
3251,Brookong Station,LOCATION,18800205-8-18944958 (1 of 1).txt,No match found.,,,None,,,0,,None
3252,China,LOCATION,18910320-1206-227358086 (1 of 1).txt,No match found.,,,None,,,0,,None
3253,Sydney,LOCATION,18910320-1206-227358086 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
3254,Queensland,LOCATION,18910320-1206-227358086 (1 of 1).txt,No match found.,121.2023,-31.02926,WA,0.0,0.0,1,100.0,exact
3255,New Zealand,LOCATION,18910320-1206-227358086 (1 of 1).txt,No match found.,,,None,,,0,,None
3256,Jerilderio,LOCATION,18870120-56-62216698 (3 of 3).txt,No match found.,145.74555555555554,-35.35944444444445,NSW,0.005237828008791735,0.0,5,60.0,fuzzy
3257,Zealand,LOCATION,18940328-840-172553369 (1 of 1).txt,No match found.,,,None,,,0,,None
3258,Wuirapru,LOCATION,18940328-840-172553369 (1 of 1).txt,No match found.,,,None,,,0,,None
3259,Mount Alexander Mail states,LOCATION,18740206-13-5881044 (2 of 2).txt,No match found.,,,None,,,0,,None
3260,West Oxford,LOCATION,18940328-840-172553369 (1 of 1).txt,No match found.,,,None,,,0,,None
3261,Sydney,LOCATION,18780110-558-149820806 (3 of 3).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
3262,Sydney,LOCATION,18711111-698-164372350 (1 of 3).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
3263,Edinburgh Castle Hotel Ballarat,LOCATION,18780110-558-149820806 (3 of 3).txt,No match found.,,,None,,,0,,None
3264,Talbragar,LOCATION,18711111-698-164372350 (1 of 3).txt,No match found.,148.81777777777776,-32.156666666666666,NSW,0.3179128118053197,0.20982797186688387,3,100.0,exact
3265,Botany Point,LOCATION,18990107-460-138670605 (1 of 1).txt,No match found.,150.76666666666668,-23.5,QLD,0.0,0.0,1,100.0,exact
3266,New Norfolk,LOCATION,18990107-460-138670605 (1 of 1).txt,No match found.,147.0500031,-42.77999878,TAS,0.0,0.0,1,100.0,exact
3267,Launceston,LOCATION,18990107-460-138670605 (1 of 1).txt,No match found.,147.2219997,-41.400499315,TAS,0.0910178283940018,0.0910178283940018,2,100.0,exact
3268,Mount Macedon,LOCATION,18651215-67-63240848 (2 of 2).txt,No match found.,144.5843048,-37.3976388888888,VIC,0.012631696594807963,0.016110801111203443,3,100.0,exact
3269,Riverina,LOCATION,18891219-367-100119785 (1 of 1).txt,No match found.,115.8173,-33.25685,WA,2.0984653168303855,0.3933544621585014,4,75.0,exact
3270,Warrnambool,LOCATION,18651215-67-63240848 (2 of 2).txt,No match found.,142.4851379,-38.3834722222222,VIC,0.019431066313441978,0.0016656777780212906,4,75.0,exact
3271,Westminslter Abbey,LOCATION,18891219-367-100119785 (1 of 1).txt,No match found.,,,None,,,0,,None
3272,Balranald,LOCATION,18891219-367-100119785 (1 of 1).txt,No match found.,143.56777777777776,-34.63166666666667,NSW,0.01582666258686132,0.015408531387071578,6,83.33333333333334,exact
3273,Long Bay,LOCATION,18970208-367-100239624 (2 of 2).txt,No match found.,148.95555585555556,-39.26527770277778,Ambiguous,4.585303291182189,4.366094363799155,7,,exact
3274,Alps,LOCATION,18680111-366-101480626 (1 of 3).txt,No match found.,,,None,,,0,,None
3275,Winkleigh,LOCATION,18840328-74-90549238 (2 of 2).txt,No match found.,146.8399963,-41.29000092,TAS,0.0,0.0,1,100.0,exact
3276,West Tamar,LOCATION,18840328-74-90549238 (2 of 2).txt,No match found.,146.865,-41.28,TAS,0.0,0.0,1,100.0,exact
3277,Sydney,LOCATION,18800124-436-257960613 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
3278,Mount Greenock,LOCATION,18620315-8-18687174 (3 of 4).txt,No match found.,143.7268066,-37.20152664,VIC,0.0,0.0,1,100.0,exact
3279,Darlington Point,LOCATION,18800124-436-257960613 (1 of 1).txt,No match found.,146.0011111111111,-34.565,NSW,0.0,0.0,1,100.0,exact
3280,Creek,LOCATION,18980830-43-65002092 (2 of 2).txt,No match found.,,,None,,,0,,None
3281,Wandiligong,LOCATION,18860227-326-200578991 (1 of 1).txt,No match found.,146.90763572222198,-36.74611059555555,VIC,0.07998881215991074,0.07998881215991074,3,66.66666666666666,exact
3282,South Australia,LOCATION,18710612-13-5849484 (1 of 1).txt,No match found.,137.305178,-32.4907365,SA,3.424218638749024,3.424218638749024,2,100.0,exact
3283,Sydney,LOCATION,18800119-108-62029538 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
3284,Sydney,LOCATION,18800119-108-62029538 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
3285,Mount Wflfcam,LOCATION,18790208-232-232166383 (2 of 2).txt,No match found.,,,None,,,0,,None
3286,Bsnambool,LOCATION,18790208-232-232166383 (2 of 2).txt,No match found.,,,None,,,0,,None
3287,Franklin Harbour,LOCATION,18940303-41-53636395 (1 of 1).txt,No match found.,136.9380402,-33.71720039,SA,0.0,0.0,1,100.0,fuzzy
3288,Goulburn,LOCATION,18720203-1605-258898528 (2 of 2).txt,No match found.,149.73444444444442,-34.748333333333335,NSW,1.4418764394998296,0.03726779962499437,10,70.0,exact
3289,Gumly Gumly,LOCATION,18720203-1605-258898528 (2 of 2).txt,No match found.,147.45111111111112,-35.14,NSW,0.03004626062886487,0.03004626062886487,2,100.0,exact
3290,Goulburn,LOCATION,18720203-1605-258898528 (2 of 2).txt,No match found.,149.73444444444442,-34.748333333333335,NSW,1.4418764394998296,0.03726779962499437,10,70.0,exact
3291,Ardgarton,LOCATION,18710401-567-196302355 (1 of 2).txt,No match found.,,,None,,,0,,None
3292,Pall Mall,LOCATION,18790201-346-88222942 (1 of 2).txt,No match found.,146.25,-19.566666666666666,QLD,0.0,0.0,1,100.0,exact
3293,China,LOCATION,18690303-180-66034042 (2 of 2).txt,No match found.,,,None,,,0,,None
3294,North-east ot York,LOCATION,18690303-180-66034042 (2 of 2).txt,No match found.,,,None,,,0,,None
3295,Allansford,LOCATION,18681202-366-101480801 (1 of 1).txt,No match found.,142.595835783333,-38.3879174872222,VIC,0.010290887827885738,0.004760435913021812,4,100.0,exact
3296,South Australiar,LOCATION,18681202-366-101480801 (1 of 1).txt,No match found.,,,None,,,0,,None
3297,Queensland,LOCATION,18681202-366-101480801 (1 of 1).txt,No match found.,121.2023,-31.02926,WA,0.0,0.0,1,100.0,exact
3298,Guods,LOCATION,18681202-366-101480801 (1 of 1).txt,No match found.,,,None,,,0,,None
3299,J.P.,LOCATION,18951130-377-130384758 (1 of 1).txt,No match found.,,,None,,,0,,None
3300,Upper Bundanba,LOCATION,18951130-377-130384758 (1 of 1).txt,No match found.,,,None,,,0,,None
3301,Upper Bundanba,LOCATION,18951130-377-130384758 (1 of 1).txt,No match found.,,,None,,,0,,None
3302,Bathurat,LOCATION,18991209-698-163703354 (1 of 1).txt,No match found.,,,None,,,0,,None
3303,New South Wales,LOCATION,18991209-698-163703354 (1 of 1).txt,No match found.,147.01777777777778,-32.16166666666666,NSW,0.0,0.0,1,100.0,exact
3304,Sydney,LOCATION,18991209-698-163703354 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
3305,Cumberland,LOCATION,18481021-35-12910362 (1 of 2).txt,No match found.,143.61666666666667,-20.416666666666664,QLD,2.197473296513266,2.197473296513266,5,40.0,exact
3306,SOUTH WALES,LOCATION,18881006-1093-207754564 (2 of 3).txt,No match found.,,,None,,,0,,None
3307,Sydney,LOCATION,18881006-1093-207754564 (2 of 3).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
3308,Potts Hill,LOCATION,18881006-1093-207754564 (2 of 3).txt,No match found.,148.98444444444442,-35.031666666666666,NSW,0.7830511950216732,0.006326915087974267,3,100.0,exact
3309,Lake Macquarie,LOCATION,18881006-1093-207754564 (2 of 3).txt,No match found.,151.6011111111111,-33.065,NSW,0.0,0.0,2,100.0,exact
3310,Sydney,LOCATION,18881006-1093-207754564 (2 of 3).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
3311,Queens,LOCATION,18820201-180-65934863 (1 of 1).txt,No match found.,,,None,,,0,,None
3312,Victoria,LOCATION,18820201-180-65934863 (1 of 1).txt,No match found.,148.13444444444443,-33.930277777777775,NSW,4.494904880681709,3.9293591131536396,11,63.63636363636363,exact
3313,Victoria,LOCATION,18630103-319-197289044 (1 of 5).txt,No match found.,148.13444444444443,-33.930277777777775,NSW,4.494904880681709,3.9293591131536396,11,63.63636363636363,exact
3314,Goulburn,LOCATION,18760313-35-13369161 (1 of 2).txt,No match found.,149.73444444444442,-34.748333333333335,NSW,1.4418764394998296,0.03726779962499437,10,70.0,exact
3315,Muckerawa Creek,LOCATION,18760313-35-13369161 (1 of 2).txt,No match found.,149.1011111111111,-32.815,NSW,0.0,0.0,1,100.0,fuzzy
3316,Jerilderie,LOCATION,18760313-35-13369161 (1 of 2).txt,No match found.,145.74555555555554,-35.35944444444445,NSW,0.005237828008791735,0.0,5,60.0,exact
3317,BALHANNAH,LOCATION,18920324-41-48215810 (1 of 1).txt,No match found.,138.82824,-34.99063,SA,0.0,0.0,1,100.0,exact
3318,Balhannah,LOCATION,18920324-41-48215810 (1 of 1).txt,No match found.,138.82824,-34.99063,SA,0.0,0.0,1,100.0,exact
3319,Balhannah,LOCATION,18920324-41-48215810 (1 of 1).txt,No match found.,138.82824,-34.99063,SA,0.0,0.0,1,100.0,exact
3320,Queenscliffe,LOCATION,18770210-558-148703941 (1 of 2).txt,No match found.,137.63925,-35.65649,SA,0.0,0.0,1,100.0,exact
3321,Portarlington,LOCATION,18770210-558-148703941 (1 of 2).txt,No match found.,144.6512451,-38.1162499999999,VIC,0.0031489777776603964,0.0027761800000973835,3,100.0,exact
3322,Bellarine,LOCATION,18770210-558-148703941 (1 of 2).txt,No match found.,144.5812531,-38.16152954,VIC,0.05483811718465287,0.04507234155395129,3,100.0,exact
3323,Creek,LOCATION,18840115-902-217878683 (2 of 2).txt,No match found.,,,None,,,0,,None
3324,Theatre Royal,LOCATION,18820406-185-200669511 (1 of 1).txt,No match found.,,,None,,,0,,None
3325,Nuncawading,LOCATION,18790426-366-100879933 (1 of 1).txt,No match found.,,,None,,,0,,None
3326,Geraldtjn,LOCATION,18920113-180-69704154 (1 of 1).txt,No match found.,,,None,,,0,,None
3327,Boeboarne,LOCATION,18920113-180-69704154 (1 of 1).txt,No match found.,,,None,,,0,,None
3328,Kersbrook,LOCATION,18691126-966-197652497 (1 of 1).txt,No match found.,138.85146,-34.78316,SA,0.0,0.0,1,100.0,exact
3329,Kamarooka,LOCATION,18860106-346-88538002 (3 of 4).txt,No match found.,144.36430220555548,-36.46597222222215,VIC,0.04439892788374083,0.048283646229284716,5,80.0,exact
3330,Sydney,LOCATION,18660113-697-166663015 (10 of 12).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
3331,Victoria,LOCATION,18750123-821-159451862 (2 of 3).txt,No match found.,148.13444444444443,-33.930277777777775,NSW,4.494904880681709,3.9293591131536396,11,63.63636363636363,exact
3332,Australia,LOCATION,18750123-821-159451862 (2 of 3).txt,No match found.,137.13828,-28.61389,Ambiguous,0.0,0.0,2,,exact
3333,Wimmera District,LOCATION,18750123-821-159451862 (2 of 3).txt,No match found.,,,None,,,0,,None
3334,Creek,LOCATION,18750123-821-159451862 (2 of 3).txt,No match found.,,,None,,,0,,None
3335,North Sandridge,LOCATION,18750123-821-159451862 (2 of 3).txt,No match found.,,,None,,,0,,None
3336,Emu Plains,LOCATION,18941229-464-115547360 (2 of 6).txt,No match found.,144.742151,-32.84013,Ambiguous,13.785987277670424,12.677225296277964,11,,exact
3337,Georgetown,LOCATION,18960204-275-84722236 (1 of 1).txt,No match found.,143.345,-18.3,Ambiguous,6.4084835325251674,0.20320445976684143,6,,exact
3338,Paris,LOCATION,18960204-275-84722236 (1 of 1).txt,No match found.,,,None,,,0,,None
3339,Spain,LOCATION,18960204-275-84722236 (1 of 1).txt,No match found.,,,None,,,0,,None
3340,Viotoria,LOCATION,18960204-275-84722236 (1 of 1).txt,No match found.,,,None,,,0,,None
3341,United States,LOCATION,18960204-275-84722236 (1 of 1).txt,No match found.,,,None,,,0,,None
3342,GILGANDRA,LOCATION,18881027-698-161888885 (2 of 8).txt,No match found.,148.65949999999998,-31.7065,No best estimate,0.010111874208079193,0.010111874208079193,3,66.66666666666666,exact
3343,Warrumbungle Mountains,LOCATION,18881027-698-161888885 (2 of 8).txt,No match found.,149.0011111111111,-31.331666666666667,NSW,0.0,0.0,1,100.0,exact
3344,Castlereagh,LOCATION,18881027-698-161888885 (2 of 8).txt,No match found.,150.69277777777776,-33.67333333333333,NSW,1.1038282119329836,0.011785113019770097,4,100.0,exact
3345,Breelong,LOCATION,18881027-698-161888885 (2 of 8).txt,No match found.,148.8011111111111,-31.789166666666667,NSW,1.1002073596621946,0.10555555555555429,5,100.0,exact
3346,Excelsior Lodge,LOCATION,18881027-698-161888885 (2 of 8).txt,No match found.,,,None,,,0,,None
3347,Warrenheip,LOCATION,18630102-13-6482312 (5 of 5).txt,No match found.,143.932083333333,-37.57569504,VIC,0.016189542781029184,0.008631072175160587,5,100.0,exact
3348,Happy Valley,LOCATION,18630102-13-6482312 (5 of 5).txt,No match found.,151.53444444444443,-30.388083,NSW,3.0934688941568083,2.692600164731331,48,52.083333333333336,exact
3349,Mount Beckwith,LOCATION,18630102-13-6482312 (5 of 5).txt,No match found.,134.48194444444445,-14.733055555555556,NT,0.0,0.0,1,100.0,exact
3350,Creek,LOCATION,18630102-13-6482312 (5 of 5).txt,No match found.,,,None,,,0,,None
3351,Conuaroino River,LOCATION,18710916-1062-215605228 (1 of 1).txt,No match found.,,,None,,,0,,None
3352,Range 's Bridge Inn,LOCATION,18710916-1062-215605228 (1 of 1).txt,No match found.,,,None,,,0,,None
3353,Florence,LOCATION,18931213-639-138437165 (1 of 2).txt,No match found.,140.38333333333333,-21.1,QLD,0.08975274678557492,0.08975274678557492,3,66.66666666666666,exact
3354,White Heart,LOCATION,18931213-639-138437165 (1 of 2).txt,No match found.,,,None,,,0,,None
3355,C.P.S.,LOCATION,18810122-558-149038774 (1 of 1).txt,No match found.,,,None,,,0,,None
3356,Burnt Bridge,LOCATION,18810122-558-149038774 (1 of 1).txt,No match found.,146.0562439,-37.34624863,VIC,1.4533089455652162,2.0558619980663897,5,60.0,exact
3357,Buckrabanyule,LOCATION,18810122-558-149038774 (1 of 1).txt,No match found.,143.5126343,-36.26374817,VIC,0.024563238455743666,0.014537892123464078,5,100.0,exact
3358,St. Blaize,LOCATION,18770213-41-40776888 (1 of 3).txt,No match found.,,,None,,,0,,None
3359,St. Blaize,LOCATION,18770213-41-40776888 (1 of 3).txt,No match found.,,,None,,,0,,None
3360,Creek,LOCATION,18850206-134-71546229 (1 of 2).txt,No match found.,,,None,,,0,,None
3361,Creek'they,LOCATION,18850206-134-71546229 (1 of 2).txt,No match found.,,,None,,,0,,None
3362,Harrietville,LOCATION,18840823-13-6055923 (1 of 1).txt,No match found.,147.068472222222,-36.8956944444444,VIC,0.013421492489146135,0.007667241919141051,3,100.0,exact
3363,Wandiligong,LOCATION,18840823-13-6055923 (1 of 1).txt,No match found.,146.90763572222198,-36.74611059555555,VIC,0.07998881215991074,0.07998881215991074,3,66.66666666666666,exact
3364,Siam,LOCATION,18800220-232-232151619 (1 of 1).txt,No match found.,136.70716435,-32.46612539,SA,0.08688339164227378,0.08688339164227378,2,100.0,exact
3365,Snowy River,LOCATION,18510423-8-684308 (1 of 1).txt,No match found.,148.4148636,-37.608472825,VIC,0.21334433578710815,0.21334433578710815,4,50.0,exact
3366,Hobart Town,LOCATION,18740509-809-199381017 (1 of 1).txt,No match found.,,,None,,,0,,None
3367,Gippsland,LOCATION,18980407-30-3199269 (2 of 3).txt,No match found.,146.966,-37.4032,Ambiguous,0.0,0.0,2,,exact
3368,Graveyard Hill,LOCATION,18980114-185-215788130 (1 of 2).txt,No match found.,147.31888948888889,-38.480832723333336,Ambiguous,3.0507691710136844,3.0507691710136844,2,,exact
3369,Epsom,LOCATION,18620129-809-154844999 (1 of 1).txt,No match found.,144.312912,-36.71763992,VIC,0.005861559823502226,0.005887591803947492,5,60.0,exact
3370,Pegleg,LOCATION,18620129-809-154844999 (1 of 1).txt,No match found.,,,None,,,0,,None
3371,Geelong,LOCATION,18670103-13-5782661 (1 of 1).txt,No match found.,144.35597230000002,-38.14819527,VIC,0.005005074585987808,0.00224929642066765,5,80.0,exact
3372,Maccallum 's Creek,LOCATION,18670103-13-5782661 (1 of 1).txt,No match found.,143.748749999999,-37.1523611111111,VIC,0.0,0.0,1,100.0,fuzzy
3373,Sulky Flat,LOCATION,18670103-13-5782661 (1 of 1).txt,No match found.,140.95161,-37.13576,SA,0.0,0.0,1,100.0,fuzzy
3374,M'Callum 's Creek,LOCATION,18630105-189-72553918 (5 of 6).txt,No match found.,,,None,,,0,,None
3375,Mount Beckworth,LOCATION,18630105-189-72553918 (5 of 6).txt,No match found.,143.69874947777748,-37.314027182222205,VIC,0.012400178190360767,0.012400178190360767,2,100.0,exact
3376,Swellendam,LOCATION,18710615-41-39252141 (3 of 3).txt,No match found.,,,None,,,0,,None
3377,Struys Bay Beach,LOCATION,18710615-41-39252141 (3 of 3).txt,No match found.,,,None,,,0,,None
3378,Darlinghuret,LOCATION,18660113-697-166663015 (1 of 12).txt,No match found.,,,None,,,0,,None
3379,Victoria,LOCATION,18660113-697-166663015 (1 of 12).txt,No match found.,148.13444444444443,-33.930277777777775,NSW,4.494904880681709,3.9293591131536396,11,63.63636363636363,exact
3380,New South Wales,LOCATION,18660113-697-166663015 (1 of 12).txt,No match found.,147.01777777777778,-32.16166666666666,NSW,0.0,0.0,1,100.0,exact
3381,South Australia,LOCATION,18660113-697-166663015 (1 of 12).txt,No match found.,137.305178,-32.4907365,SA,3.424218638749024,3.424218638749024,2,100.0,exact
3382,US,LOCATION,18810131-232-249277953 (1 of 1).txt,No match found.,,,None,,,0,,None
3383,Watts,LOCATION,18720601-382-145063890 (1 of 1).txt,No match found.,151.77499999999998,-27.558333333333334,QLD,0.2201640802270487,0.2201640802270487,4,50.0,exact
3384,Wolverhampton,LOCATION,18620215-697-166690815 (3 of 5).txt,No match found.,,,None,,,0,,None
3385,Victoria,LOCATION,18620215-697-166690815 (3 of 5).txt,No match found.,148.13444444444443,-33.930277777777775,NSW,4.494904880681709,3.9293591131536396,11,63.63636363636363,exact
3386,Burnt Creek,LOCATION,18750122-582-197553019 (5 of 8).txt,No match found.,146.0445862,-36.76930618,Ambiguous,3.2124189405875567,3.7414953844453276,14,,exact
3387,Creek,LOCATION,18750122-582-197553019 (5 of 8).txt,No match found.,,,None,,,0,,None
3388,Italy,LOCATION,18951217-1178-227276943 (1 of 1).txt,No match found.,,,None,,,0,,None
3389,East Talgai,LOCATION,18870625-460-142441483 (1 of 1).txt,No match found.,,,None,,,0,,None
3390,Sydney,LOCATION,18951217-1178-227276943 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
3391,Mnlgunnia,LOCATION,18951217-1178-227276943 (1 of 1).txt,No match found.,,,None,,,0,,None
3392,Adowa,LOCATION,18951217-1178-227276943 (1 of 1).txt,No match found.,151.2011111111111,-29.18166666666667,NSW,0.0,0.0,1,100.0,exact
3393,Tigre,LOCATION,18951217-1178-227276943 (1 of 1).txt,No match found.,,,None,,,0,,None
3394,Tenterfield,LOCATION,18951217-1178-227276943 (1 of 1).txt,No match found.,152.01777777777778,-29.05291666666667,NSW,0.011795627929348048,0.00833333333333286,6,66.66666666666666,exact
3395,Italy,LOCATION,18951217-1178-227276943 (1 of 1).txt,No match found.,,,None,,,0,,None
3396,Abyssinia,LOCATION,18951217-1178-227276943 (1 of 1).txt,No match found.,,,None,,,0,,None
3397,Doutta Galla,LOCATION,18570309-13-7145823 (2 of 2).txt,No match found.,144.9081879,-37.74874878,VIC,0.0,0.0,1,100.0,exact
3398,Hotham Ward,LOCATION,18570309-13-7145823 (2 of 2).txt,No match found.,,,None,,,0,,None
3399,North Bullarook,LOCATION,18820202-232-249290906 (1 of 1).txt,No match found.,,,None,,,0,,None
3400,Tasmania,LOCATION,18980314-10-9417426 (4 of 14).txt,No match found.,146.75,-42.0,TAS,0.0,0.0,2,100.0,exact
3401,Geelong,LOCATION,18731223-558-150074400 (1 of 1).txt,No match found.,144.35597230000002,-38.14819527,VIC,0.005005074585987808,0.00224929642066765,5,80.0,exact
3402,Bnirnsdale,LOCATION,18961212-960-200242998 (1 of 1).txt,No match found.,,,None,,,0,,None
