,0,1,2,__mappify_error,Latitude,Longitude,State,mean_median_dist,median_median_dist,n_results,winnerPct,searchType
9813,Ballarat Star,LOCATION,18620303-67-60509178 (1 of 5).txt,No match found.,,,None,,,0,,None
9814,Peninsula,LOCATION,18691231-966-197653325 (5 of 5).txt,No match found.,116.0693,-31.96788,WA,2.6280637238162328,1.9589799999999968,4,75.0,exact
9815,Rosemont,LOCATION,18970101-346-88995000 (1 of 1).txt,No match found.,148.0423175,-34.585614,NSW,1.3155852581637846,1.7777570308290898,5,100.0,exact
9816,Ireland,LOCATION,18630113-13-6482595 (1 of 2).txt,No match found.,,,None,,,0,,None
9817,Shamrock Hotel,LOCATION,18630113-13-6482595 (1 of 2).txt,No match found.,,,None,,,0,,None
9818,Mount Alexander-,LOCATION,18630113-13-6482595 (1 of 2).txt,No match found.,146.74166666666667,-27.271551666666667,Ambiguous,14.318205755816066,9.991464994702941,17,,fuzzy
9819,Millwood Gully,LOCATION,18940124-346-88941056 (6 of 7).txt,No match found.,,,None,,,0,,None
9820,Jump Town,LOCATION,18930218-621-221779587 (5 of 5).txt,No match found.,,,None,,,0,,None
9821,Baliarat,LOCATION,18930218-621-221779587 (5 of 5).txt,No match found.,,,None,,,0,,None
9822,Castlemaine,LOCATION,18930218-621-221779587 (5 of 5).txt,No match found.,144.218057094444,-37.064165115,VIC,0.0021892675707343903,0.001456216280219173,4,100.0,exact
9823,Tooringabbv,LOCATION,18990107-346-89455897 (1 of 1).txt,No match found.,,,None,,,0,,None
9824,New South Wales,LOCATION,18990107-346-89455897 (1 of 1).txt,No match found.,147.01777777777778,-32.16166666666666,NSW,0.0,0.0,1,100.0,exact
9825,Iho Murray River,LOCATION,18990107-346-89455897 (1 of 1).txt,No match found.,,,None,,,0,,None
9826,Port Adelaide,LOCATION,18961231-41-54477620 (1 of 1).txt,No match found.,138.48014935,-34.80826226,SA,0.04350127673677645,0.04350127673677645,2,100.0,exact
9827,Morphettville,LOCATION,18961231-41-54477620 (1 of 1).txt,No match found.,138.54268,-34.98521,SA,0.0,0.0,1,100.0,exact
9828,New South Wales,LOCATION,18961231-41-54477620 (1 of 1).txt,No match found.,147.01777777777778,-32.16166666666666,NSW,0.0,0.0,1,100.0,exact
9829,South Australia,LOCATION,18961231-41-54477620 (1 of 1).txt,No match found.,137.305178,-32.4907365,SA,3.424218638749024,3.424218638749024,2,100.0,exact
9830,New South Wales,LOCATION,18961231-41-54477620 (1 of 1).txt,No match found.,147.01777777777778,-32.16166666666666,NSW,0.0,0.0,1,100.0,exact
9831,Transvaal,LOCATION,18961231-41-54477620 (1 of 1).txt,No match found.,,,None,,,0,,None
9832,Port Adelaide,LOCATION,18961231-41-54477620 (1 of 1).txt,No match found.,138.48014935,-34.80826226,SA,0.04350127673677645,0.04350127673677645,2,100.0,exact
9833,Kangaroo Island,LOCATION,18961231-41-54477620 (1 of 1).txt,No match found.,152.32194444444445,-26.601527777777775,Ambiguous,8.770152702087016,5.632302656399521,14,,exact
9834,Port Victor,LOCATION,18961231-41-54477620 (1 of 1).txt,No match found.,138.629325,-35.555405,SA,0.010561943476461347,0.010561943476461347,2,100.0,exact
9835,Port Wakerield,LOCATION,18961231-41-54477620 (1 of 1).txt,No match found.,,,None,,,0,,None
9836,Albert Hall,LOCATION,18961231-41-54477620 (1 of 1).txt,No match found.,139.36209055,-35.560726805,SA,0.0008881580257650432,0.0008881580257650432,2,100.0,fuzzy
9837,Mir Brien,LOCATION,18960114-222-70799430 (2 of 3).txt,No match found.,,,None,,,0,,None
9838,Sydney,LOCATION,18961231-41-54477620 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
9839,Victoria,LOCATION,18970226-10-9392247 (3 of 3).txt,No match found.,148.13444444444443,-33.930277777777775,NSW,4.494904880681709,3.9293591131536396,11,63.63636363636363,exact
9840,Mew South Wales,LOCATION,18970226-10-9392247 (3 of 3).txt,No match found.,,,None,,,0,,None
9841,New Zealand,LOCATION,18970226-10-9392247 (3 of 3).txt,No match found.,,,None,,,0,,None
9842,Mount Gambler,LOCATION,18790308-288-93847078 (1 of 3).txt,No match found.,,,None,,,0,,None
9843,Wogonga Creek,LOCATION,18850103-508-111175209 (1 of 1).txt,No match found.,151.76777777777778,-32.19833333333333,NSW,0.0,0.0,1,100.0,fuzzy
9844,Basin,LOCATION,18850103-508-111175209 (1 of 1).txt,No match found.,143.26666666666668,-15.966666666666667,QLD,0.0,0.0,1,100.0,fuzzy
9845,Long Island,LOCATION,18850103-508-111175209 (1 of 1).txt,No match found.,140.95533378333334,-30.69,Ambiguous,12.514238291849379,11.62895085375561,34,,exact
9846,Sydney,LOCATION,18850103-508-111175209 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
9847,Big Hill,LOCATION,18580202-1324-240788701 (2 of 2).txt,No match found.,148.8761111111111,-35.17333333333333,Ambiguous,3.493505179007692,3.1798852127542285,55,,exact
9848,Nuggetty Gully,LOCATION,18580202-1324-240788701 (2 of 2).txt,No match found.,149.61777777777777,-32.815,NSW,1.5532302720130031,0.7318166133366899,15,60.0,exact
9849,Golden Gully,LOCATION,18580202-1324-240788701 (2 of 2).txt,No match found.,149.09277777777777,-34.63166666666667,Ambiguous,2.711518141447083,1.9621670700493152,29,,exact
9850,Smythes,LOCATION,18940205-185-206495824 (1 of 1).txt,No match found.,,,None,,,0,,None
9851,TASMANIA Launceston,LOCATION,18960111-185-203768884 (1 of 2).txt,No match found.,,,None,,,0,,None
9852,Dungogan,LOCATION,18970225-1093-209084622 (4 of 4).txt,No match found.,,,None,,,0,,None
9853,Maitland,LOCATION,18970225-1093-209084622 (4 of 4).txt,No match found.,151.5511111111111,-32.748333333333335,Ambiguous,5.609266809914711,0.050307695211857295,6,,exact
9854,Tirranna,LOCATION,18681209-366-101477514 (1 of 2).txt,No match found.,149.68444444444444,-33.765,NSW,2.48705940637111,2.01666666666668,3,100.0,exact
9855,Neerira Ranges,LOCATION,18930218-319-198032478 (1 of 10).txt,No match found.,,,None,,,0,,None
9856,Bullridge,LOCATION,18941124-192-66445317 (2 of 2).txt,No match found.,150.08444444444444,-33.515,NSW,1.9480803417581534,0.6666666666666572,3,100.0,fuzzy
9857,Green-hill Creek,LOCATION,18881228-13-6914254 (1 of 4).txt,No match found.,147.80673690555557,-35.49618128666667,Ambiguous,4.322986337190127,4.398188726811345,12,,fuzzy
9858,Goulburn,LOCATION,18541223-8-696233 (1 of 5).txt,No match found.,149.73444444444442,-34.748333333333335,NSW,1.4418764394998296,0.03726779962499437,10,70.0,exact
9859,Geelong,LOCATION,18541223-8-696233 (1 of 5).txt,No match found.,144.35597230000002,-38.14819527,VIC,0.005005074585987808,0.00224929642066765,5,80.0,exact
9860,Goulburn,LOCATION,18541223-8-696233 (1 of 5).txt,No match found.,149.73444444444442,-34.748333333333335,NSW,1.4418764394998296,0.03726779962499437,10,70.0,exact
9861,Town Hall,LOCATION,18950130-30-4538119 (1 of 1).txt,No match found.,144.87033388888887,-34.43839,Ambiguous,6.373289575618929,6.373289575618929,2,,exact
9862,Kalgoorlie,LOCATION,18950130-30-4538119 (1 of 1).txt,No match found.,121.4656,-30.74926,WA,1.3642120441444925,0.0,3,100.0,exact
9863,Fremantle,LOCATION,18950130-30-4538119 (1 of 1).txt,No match found.,115.7459,-32.055085,WA,0.006672194407194487,0.006670032193073736,4,100.0,exact
9864,South,LOCATION,18990320-866-176605012 (1 of 1).txt,No match found.,,,None,,,0,,None
9865,Ulverstone,LOCATION,18990320-866-176605012 (1 of 1).txt,No match found.,146.1600037,-41.15000153,TAS,0.0,0.0,1,100.0,exact
9866,AUSTRALIA,LOCATION,18910204-356-141007254 (1 of 2).txt,No match found.,137.13828,-28.61389,Ambiguous,0.0,0.0,2,,exact
9867,Grace Plains,LOCATION,18910204-356-141007254 (1 of 2).txt,No match found.,138.4676547,-34.36900798,SA,0.017595610855137195,0.0248965000000112,3,100.0,exact
9868,M.P.,LOCATION,18910204-356-141007254 (1 of 2).txt,No match found.,,,None,,,0,,None
9869,Australia,LOCATION,18910204-356-141007254 (1 of 2).txt,No match found.,137.13828,-28.61389,Ambiguous,0.0,0.0,2,,exact
9870,Sydney,LOCATION,18910204-356-141007254 (1 of 2).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
9871,Bulli Mountain,LOCATION,18880726-669-135708659 (1 of 4).txt,No match found.,149.8261111111111,-31.031666666666666,NSW,2.2785917731790244,1.4929360456426877,5,80.0,fuzzy
9872,Wollongong,LOCATION,18880726-669-135708659 (1 of 4).txt,No match found.,150.89291666666668,-34.42513888888889,NSW,0.029839385607442162,0.009218498807194973,4,100.0,exact
9873,Mount Keir.i,LOCATION,18880726-669-135708659 (1 of 4).txt,No match found.,,,None,,,0,,None
9874,Mount LCembla,LOCATION,18880726-669-135708659 (1 of 4).txt,No match found.,,,None,,,0,,None
9875,Fremantle,LOCATION,18920303-275-77390162 (2 of 3).txt,No match found.,115.7459,-32.055085,WA,0.006672194407194487,0.006670032193073736,4,100.0,exact
9876,Pinjarrah,LOCATION,18920303-275-77390162 (2 of 3).txt,No match found.,115.87415,-32.624345,WA,0.006289715812340248,0.006289715812340248,2,100.0,fuzzy
9877,GOULBURN,LOCATION,18880131-35-13674189 (2 of 3).txt,No match found.,149.73444444444442,-34.748333333333335,NSW,1.4418764394998296,0.03726779962499437,10,70.0,exact
9878,Bardies Hill,LOCATION,18920123-185-204321182 (1 of 2).txt,No match found.,,,None,,,0,,None
9879,Monmouth Gully,LOCATION,18920123-185-204321182 (1 of 2).txt,No match found.,143.8595886,-37.73097229,VIC,0.0,0.0,1,100.0,exact
9880,Geraldton,LOCATION,18990428-1414-252782415 (1 of 1).txt,No match found.,114.6145,-28.77904,WA,0.04785470849351986,0.0,5,80.0,exact
9881,Geraldton,LOCATION,18990428-1414-252782415 (1 of 1).txt,No match found.,114.6145,-28.77904,WA,0.04785470849351986,0.0,5,80.0,exact
9882,Town Hall,LOCATION,18771220-239-91836944 (1 of 1).txt,No match found.,144.87033388888887,-34.43839,Ambiguous,6.373289575618929,6.373289575618929,2,,exact
9883,South-East,LOCATION,18590208-7-788749 (1 of 1).txt,No match found.,,,None,,,0,,None
9884,Marseilles,LOCATION,18900131-1606-260666144 (1 of 1).txt,No match found.,,,None,,,0,,None
9885,Mediterranean,LOCATION,18900131-1606-260666144 (1 of 1).txt,No match found.,,,None,,,0,,None
9886,W.A,LOCATION,18900131-1606-260666144 (1 of 1).txt,No match found.,,,None,,,0,,None
9887,Cape Leeuwia,LOCATION,18900131-1606-260666144 (1 of 1).txt,No match found.,,,None,,,0,,None
9888,Town Hall,LOCATION,18900131-1606-260666144 (1 of 1).txt,No match found.,144.87033388888887,-34.43839,Ambiguous,6.373289575618929,6.373289575618929,2,,exact
9889,Gundagai,LOCATION,18881215-698-161890507 (3 of 3).txt,No match found.,148.1011111111111,-35.065,NSW,0.017568209223160408,0.0,4,75.0,exact
9890,SYDNEY,LOCATION,18960108-53-44174286 (1 of 3).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
9891,Crookwell,LOCATION,18960108-53-44174286 (1 of 3).txt,No match found.,149.44611111111112,-34.456388888888895,NSW,0.025652020394852707,0.0216684472202794,4,100.0,exact
9892,Murrumbidgee,LOCATION,18960108-53-44174286 (1 of 3).txt,No match found.,,,None,,,0,,None
9893,Allangford,LOCATION,18980226-821-162389589 (1 of 3).txt,No match found.,142.595835783333,-38.3879174872222,VIC,0.010290887827885738,0.004760435913021812,4,100.0,fuzzy
9894,Darlinghurst Gaol,LOCATION,18501204-8-687769 (1 of 3).txt,No match found.,151.218,-33.8793,No best estimate,0.0,0.0,1,100.0,exact
9895,Sydney Courier,LOCATION,18501204-8-687769 (1 of 3).txt,No match found.,,,None,,,0,,None
9896,Middle Harbour,LOCATION,18501204-8-687769 (1 of 3).txt,No match found.,151.23388888888888,-33.79111111111111,NSW,0.02778047918981923,0.02944968506821702,3,100.0,exact
9897,Strays Bay,LOCATION,18710610-698-164372088 (3 of 3).txt,No match found.,,,None,,,0,,None
9898,Cape Town,LOCATION,18710610-698-164372088 (3 of 3).txt,No match found.,,,None,,,0,,None
9899,Australia,LOCATION,18550120-821-158101762 (1 of 1).txt,No match found.,137.13828,-28.61389,Ambiguous,0.0,0.0,2,,exact
9900,Ballarat Courier,LOCATION,18680919-13-5827593 (1 of 1).txt,No match found.,,,None,,,0,,None
9901,Geelong,LOCATION,18680919-13-5827593 (1 of 1).txt,No match found.,144.35597230000002,-38.14819527,VIC,0.005005074585987808,0.00224929642066765,5,80.0,exact
9902,United States of America,LOCATION,18900329-1178-230611049 (1 of 1).txt,No match found.,,,None,,,0,,None
9903,Tuppal Station,LOCATION,18900329-1178-230611049 (1 of 1).txt,No match found.,,,None,,,0,,None
9904,Deniliquin Hospital,LOCATION,18900329-1178-230611049 (1 of 1).txt,No match found.,,,None,,,0,,None
9905,Gympie,LOCATION,18910404-356-141002622 (1 of 1).txt,No match found.,152.66805555555555,-26.18611111111111,QLD,0.022105151863166975,0.004623143604748898,3,100.0,exact
9906,Muttahurra,LOCATION,18910404-356-141002622 (1 of 1).txt,No match found.,,,None,,,0,,None
9907,Mount Alexander,LOCATION,18650304-460-138038258 (2 of 2).txt,No match found.,148.01666666666668,-28.183333333333334,Ambiguous,14.300648920968841,8.674076123999507,13,,exact
9908,Victoria,LOCATION,18750126-74-52897349 (1 of 4).txt,No match found.,148.13444444444443,-33.930277777777775,NSW,4.494904880681709,3.9293591131536396,11,63.63636363636363,exact
9909,Mount,LOCATION,18650302-1324-240653748 (5 of 6).txt,No match found.,,,None,,,0,,None
9910,Mount Lin,LOCATION,18860123-326-200577153 (4 of 4).txt,No match found.,152.95944444444444,-28.44,NSW,0.011785113019780146,0.011785113019780146,5,40.0,fuzzy
9911,Rakaia,LOCATION,18860123-326-200577153 (4 of 4).txt,No match found.,137.66004,-34.42064,SA,0.0,0.0,1,100.0,fuzzy
9912,Narandera,LOCATION,18900308-350-101008395 (1 of 1).txt,No match found.,146.5511111111111,-34.74,NSW,0.02308908860479015,0.01666666666666572,4,100.0,fuzzy
9913,Petea ( N.Z,LOCATION,18900308-350-101008395 (1 of 1).txt,No match found.,,,None,,,0,,None
9914,New Zealand,LOCATION,18900308-350-101008395 (1 of 1).txt,No match found.,,,None,,,0,,None
9915,Germany,LOCATION,18900308-350-101008395 (1 of 1).txt,No match found.,120.1928,-30.8615,WA,0.0,0.0,1,100.0,fuzzy
9916,Flemington,LOCATION,18900308-350-101008395 (1 of 1).txt,No match found.,144.93722210555552,-37.77777827166665,Ambiguous,2.8487691376340476,0.010967230511374146,8,,exact
9917,Wales,LOCATION,18900308-350-101008395 (1 of 1).txt,No match found.,,,None,,,0,,None
9918,Forth Bridge,LOCATION,18900308-350-101008395 (1 of 1).txt,No match found.,115.3414,-33.68333,WA,0.0,0.0,1,100.0,fuzzy
9919,Mingeoarribbe,LOCATION,18621225-8-18692800 (1 of 1).txt,No match found.,,,None,,,0,,None
9920,Castlemaine,LOCATION,18640307-582-197442826 (2 of 2).txt,No match found.,144.218057094444,-37.064165115,VIC,0.0021892675707343903,0.001456216280219173,4,100.0,exact
9921,Castlemaine,LOCATION,18640307-582-197442826 (2 of 2).txt,No match found.,144.218057094444,-37.064165115,VIC,0.0021892675707343903,0.001456216280219173,4,100.0,exact
9922,Victoria,LOCATION,18980212-30-3194861 (1 of 2).txt,No match found.,148.13444444444443,-33.930277777777775,NSW,4.494904880681709,3.9293591131536396,11,63.63636363636363,exact
9923,GIPPSLAND,LOCATION,18980212-30-3194861 (1 of 2).txt,No match found.,146.966,-37.4032,Ambiguous,0.0,0.0,2,,exact
9924,HURST,LOCATION,18980212-30-3194861 (1 of 2).txt,No match found.,,,None,,,0,,None
9925,POTTS,LOCATION,18980212-30-3194861 (1 of 2).txt,No match found.,151.03444444444443,-33.89,NSW,0.0,0.0,1,100.0,exact
9926,West Australia,LOCATION,18980212-30-3194861 (1 of 2).txt,No match found.,,,None,,,0,,None
9927,New Zealand,LOCATION,18870127-8-18887004 (2 of 3).txt,No match found.,,,None,,,0,,None
9928,Lake Wakatipn,LOCATION,18870127-8-18887004 (2 of 3).txt,No match found.,,,None,,,0,,None
9929,Lake Wakatipa,LOCATION,18870127-8-18887004 (2 of 3).txt,No match found.,,,None,,,0,,None
9930,Eurobodalla,LOCATION,18950909-508-109878808 (3 of 8).txt,No match found.,149.96777777777777,-36.19833333333333,NSW,0.034234875889827626,0.04999999999999716,4,75.0,exact
9931,Town Hall,LOCATION,18730201-821-159467594 (2 of 2).txt,No match found.,144.87033388888887,-34.43839,Ambiguous,6.373289575618929,6.373289575618929,2,,exact
9932,i-Jew South Wales,LOCATION,18900311-334-164929411 (2 of 2).txt,No match found.,,,None,,,0,,None
9933,Deniliquin,LOCATION,18900311-334-164929411 (2 of 2).txt,No match found.,144.9397222222222,-35.528888888888886,NSW,0.005964141820439289,0.005964141820439289,3,66.66666666666666,exact
9934,Paris,LOCATION,18900311-334-164929411 (2 of 2).txt,No match found.,,,None,,,0,,None
9935,Rotterdam,LOCATION,18900311-334-164929411 (2 of 2).txt,No match found.,,,None,,,0,,None
9936,Emu Hotel,LOCATION,18771229-326-199686848 (1 of 1).txt,No match found.,138.7130783,-34.508712765,SA,0.6440761908006948,0.6440761908006948,2,100.0,exact
9937,BUSSELTON,LOCATION,18830427-30-2988670 (1 of 1).txt,No match found.,115.346,-33.65658,WA,0.010679810328977966,0.008609999999997342,3,100.0,exact
9938,Otway,LOCATION,18830427-30-2988670 (1 of 1).txt,No match found.,140.9452431,-35.838847785,Ambiguous,3.9283973977609143,3.9283973977609143,2,,exact
9939,South Gippsland,LOCATION,18881228-135-64426243 (1 of 1).txt,No match found.,,,None,,,0,,None
9940,China,LOCATION,18950914-52-71222902 (17 of 21).txt,No match found.,,,None,,,0,,None
9941,Cabramatta,LOCATION,18950914-52-71222902 (17 of 21).txt,No match found.,150.81777777777776,-33.915,NSW,0.03928371006592176,0.0,3,100.0,exact
9942,Cecil Park,LOCATION,18950914-52-71222902 (17 of 21).txt,No match found.,150.83444444444444,-33.88166666666667,NSW,0.10208881164662031,0.02146631009595694,4,75.0,exact
9943,Ireland,LOCATION,18680101-35-28608664 (6 of 6).txt,No match found.,,,None,,,0,,None
9944,Parramatta,LOCATION,18680101-35-28608664 (6 of 6).txt,No match found.,151.0011111111111,-33.815,NSW,0.6132010836198244,0.0,6,83.33333333333334,exact
9945,Parramatta,LOCATION,18680101-35-28608664 (6 of 6).txt,No match found.,151.0011111111111,-33.815,NSW,0.6132010836198244,0.0,6,83.33333333333334,exact
9946,tho Junction,LOCATION,18650304-319-197035153 (14 of 22).txt,No match found.,150.33444444444444,-33.29833333333333,NSW,2.3333405508352016,1.95483730496654,22,68.18181818181817,fuzzy
9947,Castlemaine,LOCATION,18650304-319-197035153 (14 of 22).txt,No match found.,144.218057094444,-37.064165115,VIC,0.0021892675707343903,0.001456216280219173,4,100.0,exact
9948,Port Pine,LOCATION,18871224-698-165219889 (1 of 2).txt,No match found.,,,None,,,0,,None
9949,South Australia,LOCATION,18871224-698-165219889 (1 of 2).txt,No match found.,137.305178,-32.4907365,SA,3.424218638749024,3.424218638749024,2,100.0,exact
9950,DENILIQUIN,LOCATION,18871224-698-165219889 (1 of 2).txt,No match found.,144.9397222222222,-35.528888888888886,NSW,0.005964141820439289,0.005964141820439289,3,66.66666666666666,exact
9951,New South Wales,LOCATION,18880121-185-209211808 (1 of 2).txt,No match found.,147.01777777777778,-32.16166666666666,NSW,0.0,0.0,1,100.0,exact
9952,Victoria,LOCATION,18790304-241-91454823 (1 of 2).txt,No match found.,148.13444444444443,-33.930277777777775,NSW,4.494904880681709,3.9293591131536396,11,63.63636363636363,exact
9953,Egoline,LOCATION,18490117-181-65740035 (1 of 2).txt,No match found.,116.597,-31.64655,WA,0.0,0.0,1,100.0,exact
9954,Harbour Master,LOCATION,18490117-181-65740035 (1 of 2).txt,No match found.,,,None,,,0,,None
9955,Town Hall,LOCATION,18980212-335-165314695 (1 of 3).txt,No match found.,144.87033388888887,-34.43839,Ambiguous,6.373289575618929,6.373289575618929,2,,exact
9956,Emerald Creek,LOCATION,18960113-13-8887519 (2 of 2).txt,No match found.,145.43333333333334,-21.283333333333335,QLD,3.9270485179084584,4.333333333333336,5,60.0,exact
9957,Lower Ferntree Gully,LOCATION,18960113-13-8887519 (2 of 2).txt,No match found.,,,None,,,0,,None
9958,KEMPSEY,LOCATION,18970227-508-108862190 (3 of 3).txt,No match found.,152.83444444444444,-31.081666666666667,NSW,1.8103225775421914,0.01536590742881444,5,100.0,exact
9959,Greater Britain,LOCATION,18881208-289-94765940 (2 of 2).txt,No match found.,,,None,,,0,,None
9960,Victoria,LOCATION,18881208-289-94765940 (2 of 2).txt,No match found.,148.13444444444443,-33.930277777777775,NSW,4.494904880681709,3.9293591131536396,11,63.63636363636363,exact
9961,Sydney,LOCATION,18991125-474-112806065 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
9962,Transvaal,LOCATION,18991125-474-112806065 (1 of 1).txt,No match found.,,,None,,,0,,None
9963,Sydney,LOCATION,18991125-474-112806065 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
9964,Glebe Island,LOCATION,18991125-474-112806065 (1 of 1).txt,No match found.,151.16777777777776,-33.865,NSW,0.0,0.0,1,100.0,exact
9965,Glebe Island,LOCATION,18991125-474-112806065 (1 of 1).txt,No match found.,151.16777777777776,-33.865,NSW,0.0,0.0,1,100.0,exact
9966,New South Wales,LOCATION,18970206-970-199161980 (1 of 1).txt,No match found.,147.01777777777778,-32.16166666666666,NSW,0.0,0.0,1,100.0,exact
9967,Marble Hill,LOCATION,18970206-970-199161980 (1 of 1).txt,No match found.,138.7567,-34.718755,SA,3.409949083881407,0.2769266878174462,8,75.0,exact
9968,South Gippsland,LOCATION,18930218-319-198032478 (9 of 10).txt,No match found.,,,None,,,0,,None
9969,West Alberton,LOCATION,18930218-319-198032478 (9 of 10).txt,No match found.,,,None,,,0,,None
9970,Agnes River,LOCATION,18930218-319-198032478 (9 of 10).txt,No match found.,146.3693056,-38.6498611,VIC,0.0,0.0,1,100.0,exact
9971,Nino Mile Creek,LOCATION,18930218-319-198032478 (9 of 10).txt,No match found.,148.09757133333335,-26.758333333333333,Ambiguous,6.818543913923379,6.5233281506582115,76,,fuzzy
9972,Koppio Station,LOCATION,18960125-821-161834008 (2 of 2).txt,No match found.,,,None,,,0,,None
9973,Kapinka,LOCATION,18960125-821-161834008 (2 of 2).txt,No match found.,135.8832714,-34.295897935,SA,0.004594410455784756,0.004594410455784756,2,100.0,exact
9974,Geelong,LOCATION,18790130-1190-246226242 (1 of 1).txt,No match found.,144.35597230000002,-38.14819527,VIC,0.005005074585987808,0.00224929642066765,5,80.0,exact
9975,Alfred Hospital,LOCATION,18790130-1190-246226242 (1 of 1).txt,No match found.,144.9859772,-37.8456955,VIC,0.0,0.0,1,100.0,exact
9976,Wild River,LOCATION,18820930-42-19786921 (2 of 3).txt,No match found.,145.26666666666668,-17.683333333333334,QLD,0.0,0.0,1,100.0,exact
9977,Port,LOCATION,18750828-698-162490406 (1 of 1).txt,No match found.,,,None,,,0,,None
9978,Sydney,LOCATION,18750828-698-162490406 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
9979,Santa Cruz,LOCATION,18750828-698-162490406 (1 of 1).txt,No match found.,138.52658,-35.59557,SA,0.0,0.0,1,100.0,exact
9980,Bathurst,LOCATION,18750828-698-162490406 (1 of 1).txt,No match found.,149.58055555555555,-33.424166666666665,NSW,0.48608492355236993,0.21209190522069218,7,100.0,exact
9981,New Zealand,LOCATION,18750828-698-162490406 (1 of 1).txt,No match found.,,,None,,,0,,None
9982,South,LOCATION,18750828-698-162490406 (1 of 1).txt,No match found.,,,None,,,0,,None
9983,Miranda,LOCATION,18750828-698-162490406 (1 of 1).txt,No match found.,141.40520555555554,-34.098659999999995,Ambiguous,6.171784952898963,5.76818211960989,6,,exact
9984,New Zealand,LOCATION,18750828-698-162490406 (1 of 1).txt,No match found.,,,None,,,0,,None
9985,Toolamba,LOCATION,18881229-460-142434272 (6 of 6).txt,No match found.,145.334305555555,-36.49125,VIC,0.017138364606054425,0.003443588249859567,3,100.0,exact
9986,Military Office,LOCATION,18900131-30-3131707 (3 of 3).txt,No match found.,,,None,,,0,,None
9987,Mount Macedon,LOCATION,18650318-103-63170016 (12 of 23).txt,No match found.,144.5843048,-37.3976388888888,VIC,0.012631696594807963,0.016110801111203443,3,100.0,exact
9988,Queensland,LOCATION,18811028-487-127638358 (1 of 1).txt,No match found.,121.2023,-31.02926,WA,0.0,0.0,1,100.0,exact
9989,Sydney,LOCATION,18881228-185-209452794 (1 of 3).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
9990,Edinburgh,LOCATION,18881228-185-209452794 (1 of 3).txt,No match found.,145.45,-33.415,Ambiguous,6.220491708138213,7.045364013303535,3,,exact
9991,Malta,LOCATION,18881228-185-209452794 (1 of 3).txt,No match found.,144.42000000000002,-28.370555555555555,Ambiguous,4.281846730063219,4.281846730063219,2,,exact
9992,Stratbalbyn,LOCATION,18830201-373-96929148 (2 of 2).txt,No match found.,,,None,,,0,,None
9993,Border Town,LOCATION,18830201-373-96929148 (2 of 2).txt,No match found.,140.7715935,-36.31032742,SA,0.0,0.0,1,100.0,exact
9994,Northumberland,LOCATION,18840202-698-164386621 (2 of 2).txt,No match found.,150.79222222222222,-27.499166666666667,Ambiguous,5.525833780168328,5.525833780168328,2,,exact
9995,Murray Bridge,LOCATION,18830201-373-96929148 (2 of 2).txt,No match found.,139.2747117,-35.11788202,SA,0.0,0.0,3,66.66666666666666,exact
9996,Obelisk Hill,LOCATION,18840202-698-164386621 (2 of 2).txt,No match found.,,,None,,,0,,None
9997,Ridge,LOCATION,18840202-698-164386621 (2 of 2).txt,No match found.,147.26777777777778,-30.865000000000002,NSW,1.4449562238083515,0.03725951697134979,3,100.0,exact
9998,Glebe Junction,LOCATION,18840202-698-164386621 (2 of 2).txt,No match found.,,,None,,,0,,None
9999,Black Hill,LOCATION,18831219-232-262611439 (1 of 1).txt,No match found.,143.675972,-33.652376274999995,Ambiguous,6.214372704072766,6.037641074545387,71,,exact
10000,Adamstown,LOCATION,18840202-698-164386621 (2 of 2).txt,No match found.,151.72555555555556,-32.939166666666665,NSW,0.0,0.0,1,100.0,exact
10001,Lcliuii,LOCATION,18980117-13-9787206 (2 of 3).txt,No match found.,,,None,,,0,,None
10002,Ainphithialic Station,LOCATION,18980117-13-9787206 (2 of 3).txt,No match found.,,,None,,,0,,None
10003,Mount Buninyong,LOCATION,18571219-189-66045705 (1 of 1).txt,No match found.,143.9256897,-37.65291595,VIC,0.0,0.0,1,100.0,exact
10004,Mount,LOCATION,18571219-189-66045705 (1 of 1).txt,No match found.,,,None,,,0,,None
10005,Bungendore,LOCATION,18960109-368-98562323 (1 of 1).txt,No match found.,149.4511111111111,-35.248333333333335,NSW,1.1991352807961106,0.007808718220472098,4,100.0,exact
10006,Colorault,LOCATION,18930211-319-198029788 (5 of 12).txt,No match found.,,,None,,,0,,None
10007,Williamstown Pier,LOCATION,18790226-1190-246227219 (1 of 2).txt,No match found.,144.9104156,-37.86597061,VIC,0.0,0.0,1,100.0,exact
