Australian,ORGANIZATION,18900124-713-147281089.txt
Federation,ORGANIZATION,18900124-713-147281089.txt
Henry,PERSON,18900124-713-147281089.txt
Parkes,PERSON,18900124-713-147281089.txt
Victoria,PERSON,18900124-713-147281089.txt
South,LOCATION,18900124-713-147281089.txt
Australia,LOCATION,18900124-713-147281089.txt
Queensland,LOCATION,18900124-713-147281089.txt
West,LOCATION,18900124-713-147281089.txt
Australia,LOCATION,18900124-713-147281089.txt
South,LOCATION,18900124-713-147281089.txt
Australia,LOCATION,18900124-713-147281089.txt
Federal,ORGANIZATION,18900124-713-147281089.txt
Council,ORGANIZATION,18900124-713-147281089.txt
Cockburn,PERSON,18900124-713-147281089.txt
Playford,PERSON,18900124-713-147281089.txt
Cockburn,PERSON,18900124-713-147281089.txt
Kingston,PERSON,18900124-713-147281089.txt
House,ORGANIZATION,18900124-713-147281089.txt
Cockburn,PERSON,18900124-713-147281089.txt
South,LOCATION,18900124-713-147281089.txt
Australia,LOCATION,18900124-713-147281089.txt
Civil,ORGANIZATION,18900124-713-147281089.txt
Service,ORGANIZATION,18900124-713-147281089.txt
Playford,ORGANIZATION,18900124-713-147281089.txt
Ministry,ORGANIZATION,18900124-713-147281089.txt
House,ORGANIZATION,18900124-713-147281089.txt
Kingston,PERSON,18900124-713-147281089.txt
Civil,ORGANIZATION,18900124-713-147281089.txt
Service,ORGANIZATION,18900124-713-147281089.txt
Cockburn,PERSON,18900124-713-147281089.txt
House,ORGANIZATION,18900124-713-147281089.txt
House,ORGANIZATION,18900124-713-147281089.txt
South,LOCATION,18900124-713-147281089.txt
Australia,LOCATION,18900124-713-147281089.txt
Howie,PERSON,18900124-713-147281089.txt
Adelaide,LOCATION,18900124-713-147281089.txt
Downes,PERSON,18900124-713-147281089.txt
Howie,PERSON,18900124-713-147281089.txt
Downes,PERSON,18900124-713-147281089.txt
Howie,PERSON,18900124-713-147281089.txt
City,ORGANIZATION,18900124-713-147281089.txt
of,ORGANIZATION,18900124-713-147281089.txt
Melbourne,ORGANIZATION,18900124-713-147281089.txt
Corporation,ORGANIZATION,18900124-713-147281089.txt
London,LOCATION,18900124-713-147281089.txt
Sydney,ORGANIZATION,18900124-713-147281089.txt
Corporation,ORGANIZATION,18900124-713-147281089.txt
Town,LOCATION,18900124-713-147281089.txt
Hall,LOCATION,18900124-713-147281089.txt
Corporation,ORGANIZATION,18900124-713-147281089.txt
Melbourne,LOCATION,18900124-713-147281089.txt
Town,LOCATION,18900124-713-147281089.txt
Hall,LOCATION,18900124-713-147281089.txt
Victorian,ORGANIZATION,18900124-713-147281089.txt
Supreme,ORGANIZATION,18900124-713-147281089.txt
Court,ORGANIZATION,18900124-713-147281089.txt
Temple,ORGANIZATION,18900124-713-147281089.txt
Court,ORGANIZATION,18900124-713-147281089.txt
Selbourne,PERSON,18900124-713-147281089.txt
Chambers,PERSON,18900124-713-147281089.txt
Justice,PERSON,18900124-713-147281089.txt
Hodges,PERSON,18900124-713-147281089.txt
Justice,PERSON,18900124-713-147281089.txt
Hood,PERSON,18900124-713-147281089.txt
Victoria,LOCATION,18900124-713-147281089.txt
Victoria,LOCATION,18900124-713-147281089.txt
Melbourne,LOCATION,18900124-713-147281089.txt
J.,PERSON,18900124-713-147281089.txt
L.,PERSON,18900124-713-147281089.txt
Partes,PERSON,18900124-713-147281089.txt
Madden,PERSON,18900124-713-147281089.txt
Isaacs,PERSON,18900124-713-147281089.txt
G.,PERSON,18900124-713-147281089.txt
A.,PERSON,18900124-713-147281089.txt
Smyth,PERSON,18900124-713-147281089.txt
J,PERSON,18900124-713-147281089.txt
Equity,ORGANIZATION,18900124-713-147281089.txt
Court,ORGANIZATION,18900124-713-147281089.txt
Court,ORGANIZATION,18900124-713-147281089.txt
John,PERSON,18900124-713-147281089.txt
Topp,PERSON,18900124-713-147281089.txt
Biggins,PERSON,18900124-713-147281089.txt
Weigall,PERSON,18900124-713-147281089.txt
Neighbour,PERSON,18900124-713-147281089.txt
Divorce,ORGANIZATION,18900124-713-147281089.txt
Court,ORGANIZATION,18900124-713-147281089.txt
Duffy,PERSON,18900124-713-147281089.txt
Bryant,PERSON,18900124-713-147281089.txt
County,ORGANIZATION,18900124-713-147281089.txt
Court,ORGANIZATION,18900124-713-147281089.txt
M'Arthnr,PERSON,18900124-713-147281089.txt
Mitchell,PERSON,18900124-713-147281089.txt
W.,PERSON,18900124-713-147281089.txt
F.,PERSON,18900124-713-147281089.txt
Mitchell,PERSON,18900124-713-147281089.txt
Goldsmith,PERSON,18900124-713-147281089.txt
Woolf,PERSON,18900124-713-147281089.txt
B.,PERSON,18900124-713-147281089.txt
W.,PERSON,18900124-713-147281089.txt
Smith,PERSON,18900124-713-147281089.txt
Sbieb,PERSON,18900124-713-147281089.txt
Agg,PERSON,18900124-713-147281089.txt
Coldham,PERSON,18900124-713-147281089.txt
Leon,PERSON,18900124-713-147281089.txt
Fink,PERSON,18900124-713-147281089.txt
Forlonge,PERSON,18900124-713-147281089.txt
Skinntr,PERSON,18900124-713-147281089.txt
Inter-State,ORGANIZATION,18900124-713-147281089.txt
Commerce,ORGANIZATION,18900124-713-147281089.txt
Law,ORGANIZATION,18900124-713-147281089.txt
Congress,ORGANIZATION,18900124-713-147281089.txt
States,LOCATION,18900124-713-147281089.txt
Patton,PERSON,18900124-713-147281089.txt
Broken,ORGANIZATION,18900124-713-147281089.txt
Hill,ORGANIZATION,18900124-713-147281089.txt
Mine,ORGANIZATION,18900124-713-147281089.txt
America,LOCATION,18900124-713-147281089.txt
Melbourne,LOCATION,18900124-713-147281089.txt
Harper,PERSON,18900124-713-147281089.txt
Patton,PERSON,18900124-713-147281089.txt
America,LOCATION,18900124-713-147281089.txt
London,LOCATION,18900124-713-147281089.txt
Cornwell,PERSON,18900124-713-147281089.txt
Adelaide,LOCATION,18900124-713-147281089.txt
Outer,LOCATION,18900124-713-147281089.txt
Harbour,LOCATION,18900124-713-147281089.txt
Mia,PERSON,18900124-713-147281089.txt
Cornwell,PERSON,18900124-713-147281089.txt
Aird,PERSON,18900124-713-147281089.txt
CornweH,PERSON,18900124-713-147281089.txt
Aird,PERSON,18900124-713-147281089.txt
James,PERSON,18900124-713-147281089.txt
Abernethy,PERSON,18900124-713-147281089.txt
Cornwell,PERSON,18900124-713-147281089.txt
Cornwell,PERSON,18900124-713-147281089.txt
Wyong,ORGANIZATION,18900124-713-147281089.txt
Company,ORGANIZATION,18900124-713-147281089.txt
Wyong,ORGANIZATION,18900124-713-147281089.txt
Company,ORGANIZATION,18900124-713-147281089.txt
Cornwell,PERSON,18900124-713-147281089.txt
Kensington,LOCATION,18900124-713-147281089.txt
Sydney,LOCATION,18900124-713-147281089.txt
Stock,ORGANIZATION,18900124-713-147281089.txt
