article_id,article_placename,latitude_1,longitude_2,State_2,mean_median_dist,median_median_dist,n_results,winnerPct,searchType,filename_2
6062882,Ballarat,143.8565216,-37.55986023,VIC,0.009418973,0.002377951,6,83.33333333,exact,18841210-13-6062882 (1 of 2).txt
6062882,LA,,,None,,,0,,None,18841210-13-6062882 (1 of 2).txt
93966316,Mount Charles,138.91129,-34.92711,SA,3.513554318,1.631440967,18,38.88888889,exact,18870115-289-93966316 (1 of 1).txt
71321501,Upper Murray,116.2814,-32.99,WA,0,0,1,100,exact,18981217-52-71321501 (2 of 6).txt
71321501,COROWA,146.3827778,-35.99402778,NSW,0.010721791,0.001672444,5,80,exact,18981217-52-71321501 (2 of 6).txt
40473018,Adelaide,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,18771213-41-40473018 (1 of 1).txt
101102490,Tasmania,146.75,-42,TAS,0,0,2,100,exact,18950906-367-101102490 (1 of 2).txt
101102490,Wol,,,None,,,0,,None,18950906-367-101102490 (1 of 2).txt
101102490,Boerry,150.7011111,-34.77583333,NSW,1.367465416,0.007558549,4,100,fuzzy,18950906-367-101102490 (1 of 2).txt
101102490,Broughton,148.4166667,-31.635,Ambiguous,6.785731334,5.758611111,12,,exact,18950906-367-101102490 (1 of 2).txt
101102490,London,-0.127758,51.5074,No best estimate,0,0,1,100,exact,18950906-367-101102490 (1 of 2).txt
233887091,Victoria,148.1344444,-33.93027778,NSW,4.494904881,3.929359113,11,63.63636364,exact,18950828-1220-233887091 (1 of 3).txt
61879754,Summer Island,152.9677778,-30.98166667,NSW,0,0,2,100,exact,18720917-65-61879754 (4 of 5).txt
61879754,Summer Island,152.9677778,-30.98166667,NSW,0,0,2,100,exact,18720917-65-61879754 (4 of 5).txt
61879754,Kempsey,152.8344444,-31.08166667,NSW,1.810322578,0.015365907,5,100,exact,18720917-65-61879754 (4 of 5).txt
61879754,N.E.,,,None,,,0,,None,18720917-65-61879754 (4 of 5).txt
126613511,Sydney,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,18950126-493-126613511 (1 of 1).txt
