article_id,article_placename,latitude_1,longitude_2,State_2,mean_median_dist,median_median_dist,n_results,winnerPct,searchType,filename_2
149139409,Railway Terrace,,,None,,,0,,None,18840121-558-149139409 (1 of 1).txt
200579257,Beechworth,146.6890259,-32.877885,Ambiguous,2.846997171,2.6926976,8,,exact,18860410-326-200579257 (1 of 2).txt
200579257,Moyhu,146.3765259,-36.57875061,VIC,0.00259477,0,3,100,exact,18860410-326-200579257 (1 of 2).txt
200579257,Laceby,146.3123617,-36.43083296,VIC,0.031558294,0.031558294,2,100,exact,18860410-326-200579257 (1 of 2).txt
200579257,Baranduda Ranges,146.9123535,-36.2243042,VIC,0,0,1,100,fuzzy,18860410-326-200579257 (1 of 2).txt
200579257,Wodonga,146.8862534,-36.12402838,VIC,0.00706503,0.003173061,5,80,exact,18860410-326-200579257 (1 of 2).txt
18792277,Melbourne,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,18750220-8-18792277 (1 of 1).txt
18792277,Mount Macedon,144.5843048,-37.39763889,VIC,0.012631697,0.016110801,3,100,exact,18750220-8-18792277 (1 of 1).txt
3141240,Fremantle,115.7459,-32.055085,WA,0.006672194,0.006670032,4,100,exact,18910314-30-3141240 (1 of 1).txt
3141240,Perth,115.85905,-31.95184,Ambiguous,12.89798925,0.004257786,12,,exact,18910314-30-3141240 (1 of 1).txt
3141240,Fremantle,115.7459,-32.055085,WA,0.006672194,0.006670032,4,100,exact,18910314-30-3141240 (1 of 1).txt
225488890,Toorak,145.0122223,-37.84152603,Ambiguous,2.595579258,1.090184499,11,,exact,18810324-567-225488890 (2 of 3).txt
225488890,Adelaide,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,18810324-567-225488890 (2 of 3).txt
225488890,Jjiile,,,None,,,0,,None,18810324-567-225488890 (2 of 3).txt
72956638,Richmond,149.1311111,-29.38166667,Ambiguous,6.110559675,4.521776152,25,,exact,18861001-225-72956638 (1 of 1).txt
197935178,East Trcntham,,,None,,,0,,None,18750130-319-197935178 (12 of 21).txt
197935178,Beaufort,146.5,-33.53166667,Ambiguous,6.976222863,6.397046393,18,,exact,18750130-319-197935178 (12 of 21).txt
60266425,Goulburn,149.7344444,-34.74833333,NSW,1.441876439,0.0372678,10,70,exact,18580202-67-60266425 (2 of 3).txt
234843593,Urana,146.2677778,-35.33166667,NSW,0.174283029,0,5,100,exact,18870114-1224-234843593 (5 of 5).txt
234843593,Brookong,146.5784695,-35.28755317,NSW,1.098063518,0.01232527,4,100,exact,18870114-1224-234843593 (5 of 5).txt
234843593,Nouranio,151.319801,-29.763228,NSW,0,0,1,100,fuzzy,18870114-1224-234843593 (5 of 5).txt
234843593,Boree Creek,146.2177778,-33.04833333,Ambiguous,6.215717385,4.716666667,14,,exact,18870114-1224-234843593 (5 of 5).txt
234843593,Boree Creek,146.2177778,-33.04833333,Ambiguous,6.215717385,4.716666667,14,,exact,18870114-1224-234843593 (5 of 5).txt
234843593,Broo,,,None,,,0,,None,18870114-1224-234843593 (5 of 5).txt
234843593,Emu Plains,144.742151,-32.84013,Ambiguous,13.78598728,12.6772253,11,,exact,18870114-1224-234843593 (5 of 5).txt
100229979,Molouglo,,,None,,,0,,None,18881025-367-100229979 (2 of 3).txt
100229979,Buncg,,,None,,,0,,None,18881025-367-100229979 (2 of 3).txt
18790814,Gundemaine,149.5011111,-30.08166667,NSW,0,0,1,100,fuzzy,18750105-8-18790814 (1 of 1).txt
18790814,Eulah Creek,149.9761111,-30.34,NSW,0.026352314,0.026352314,2,100,exact,18750105-8-18790814 (1 of 1).txt
232167312,Ballarat,143.8565216,-37.55986023,VIC,0.009418973,0.002377951,6,83.33333333,exact,18790310-232-232167312 (1 of 2).txt
232167312,Ballarat,143.8565216,-37.55986023,VIC,0.009418973,0.002377951,6,83.33333333,exact,18790310-232-232167312 (1 of 2).txt
232167312,Melbourne,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,18790310-232-232167312 (1 of 2).txt
232167312,Melbourne,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,18790310-232-232167312 (1 of 2).txt
232167312,Melbourne,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,18790310-232-232167312 (1 of 2).txt
232167312,Normanby,148.75,-21.61666667,QLD,7.344026295,7.344026295,3,66.66666667,exact,18790310-232-232167312 (1 of 2).txt
232167312,Wendouree,145.3130735,-36.32404861,Ambiguous,2.626801295,1.975687927,10,,exact,18790310-232-232167312 (1 of 2).txt
232167312,Lake ( Albert Park,,,None,,,0,,None,18790310-232-232167312 (1 of 2).txt
209578927,Victoria,148.1344444,-33.93027778,NSW,4.494904881,3.929359113,11,63.63636364,exact,18900128-185-209578927 (1 of 1).txt
209578927,Bay,149.2011111,-33.13166667,NSW,0,0,1,100,exact,18900128-185-209578927 (1 of 1).txt
19798663,DRAYTON,151.9118056,-27.58777778,QLD,0.013700497,0.012798328,5,80,exact,18850613-42-19798663 (1 of 1).txt
19798663,Woribone,,,None,,,0,,None,18850613-42-19798663 (1 of 1).txt
19798663,Balonne,148.85,-27.23333333,QLD,0,0,1,100,exact,18850613-42-19798663 (1 of 1).txt
19798663,STANTHORPE,151.9352778,-28.65638889,QLD,0.011834682,0.005555556,5,100,exact,18850613-42-19798663 (1 of 1).txt
19798663,PIMPAMA,153.3172222,-27.81569419,QLD,0.009408043,0.008618233,6,100,exact,18850613-42-19798663 (1 of 1).txt
197290636,Mount BeaUba,,,None,,,0,,None,18630110-319-197290636 (19 of 21).txt
197290636,Maeedbn,,,None,,,0,,None,18630110-319-197290636 (19 of 21).txt
191558998,Fiji,,,None,,,0,,None,18750203-232-191558998 (7 of 7).txt
191558998,Fiji,,,None,,,0,,None,18750203-232-191558998 (7 of 7).txt
191558998,Ironbark Forest,142.7673645,-37.0320816,VIC,0,0,1,100,exact,18750203-232-191558998 (7 of 7).txt
191558998,Geelong,144.3559723,-38.14819527,VIC,0.005005075,0.002249296,5,80,exact,18750203-232-191558998 (7 of 7).txt
67943660,Brisbane,151.9229167,-29.82472222,Ambiguous,2.603174807,2.603174807,2,,exact,18951214-186-67943660 (1 of 1).txt
67943660,Brisbane,151.9229167,-29.82472222,Ambiguous,2.603174807,2.603174807,2,,exact,18951214-186-67943660 (1 of 1).txt
67943660,BARCALDINE,145.2951389,-23.55361111,QLD,0.023773117,0.021904183,4,100,exact,18951214-186-67943660 (1 of 1).txt
67943660,WIKTON,,,None,,,0,,None,18951214-186-67943660 (1 of 1).txt
67943660,Oondooroo,143.1166667,-22.15888889,QLD,0.152866717,0.025555556,5,60,exact,18951214-186-67943660 (1 of 1).txt
67943660,Vindex,146.9817197,-26.73111383,Ambiguous,5.499036127,5.499036127,2,,exact,18951214-186-67943660 (1 of 1).txt
67943660,WIKTON,,,None,,,0,,None,18951214-186-67943660 (1 of 1).txt
67943660,MACFLAY,,,None,,,0,,None,18951214-186-67943660 (1 of 1).txt
162488947,Barwon,148.6761111,-30.98786686,NSW,1.651728229,0.793491898,7,85.71428571,exact,18750123-698-162488947 (6 of 7).txt
162488947,Walgett,148.1241667,-30.02388889,NSW,0.04040854,0.024332128,5,60,exact,18750123-698-162488947 (6 of 7).txt
216041290,CURRAMULKA,137.7110677,-34.69737154,SA,2.77E-06,2.77E-06,2,100,exact,18780308-1172-216041290 (2 of 2).txt
216041290,Port Vincent,137.863385,-34.772875,SA,0.0075292,0.0075292,2,100,exact,18780308-1172-216041290 (2 of 2).txt
216041290,Moonta,137.588881,-34.06674055,SA,1.14E-06,1.14E-06,3,66.66666667,exact,18780308-1172-216041290 (2 of 2).txt
216041290,Maitland,151.5511111,-32.74833333,Ambiguous,5.60926681,0.050307695,6,,exact,18780308-1172-216041290 (2 of 2).txt
208580502,Morphett,,,None,,,0,,None,18911230-1093-208580502 (2 of 2).txt
208580502,Botanic Gardens,142.7556906,-35.49109,Ambiguous,4.184959291,4.184959291,2,,exact,18911230-1093-208580502 (2 of 2).txt
208580502,Botanic Gardens,142.7556906,-35.49109,Ambiguous,4.184959291,4.184959291,2,,exact,18911230-1093-208580502 (2 of 2).txt
208580502,New South Wales,147.0177778,-32.16166667,NSW,0,0,1,100,exact,18911230-1093-208580502 (2 of 2).txt
208580502,London,-0.127758,51.5074,No best estimate,0,0,1,100,exact,18911230-1093-208580502 (2 of 2).txt
208580502,England,152.4666667,-27.43333333,QLD,0,0,1,100,exact,18911230-1093-208580502 (2 of 2).txt
208580502,Victoria Regia,,,None,,,0,,None,18911230-1093-208580502 (2 of 2).txt
208580502,Botanic Gardens,142.7556906,-35.49109,Ambiguous,4.184959291,4.184959291,2,,exact,18911230-1093-208580502 (2 of 2).txt
208580502,Port Adelaide,138.4801494,-34.80826226,SA,0.043501277,0.043501277,2,100,exact,18911230-1093-208580502 (2 of 2).txt
208580502,Glenelg,147.0838528,-33.64378,Ambiguous,8.946850417,3.075077963,25,,exact,18911230-1093-208580502 (2 of 2).txt
62020035,New Aritain,,,None,,,0,,None,18840107-108-62020035 (1 of 1).txt
62020035,Straits of Sunda,,,None,,,0,,None,18840107-108-62020035 (1 of 1).txt
76477657,Guildford,144.1654205,-33.865,Ambiguous,11.12049871,6.819023944,14,,exact,18860118-275-76477657 (1 of 2).txt
76477657,Guild,,,None,,,0,,None,18860118-275-76477657 (1 of 2).txt
76477657,Kojonup,117.1651,-33.83379,WA,0.155070874,0.013010845,3,100,exact,18860118-275-76477657 (1 of 2).txt
13611216,Sydney,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,18860213-35-13611216 (1 of 1).txt
13611216,South Gundagai,148.1011111,-35.08166667,NSW,0.017568209,0,3,100,exact,18860213-35-13611216 (1 of 1).txt
13611216,Sydney,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,18860213-35-13611216 (1 of 1).txt
13611216,NEWCASTLE,151.7177778,-32.865,NSW,1.579793292,0.094280904,4,75,exact,18860213-35-13611216 (1 of 1).txt
66083862,England,152.4666667,-27.43333333,QLD,0,0,1,100,exact,18880118-180-66083862 (1 of 1).txt
137563317,Dunolly,143.7623596,-36.82819444,Ambiguous,3.104797688,0.048153547,10,,exact,18690213-460-137563317 (1 of 1).txt
90149627,Knowsley,144.585968,-36.82625,VIC,0.003649557,0.00083344,3,100,exact,18940111-239-90149627 (3 of 3).txt
33112151,Newcastle,151.7177778,-32.865,NSW,1.579793292,0.094280904,4,75,exact,18950126-101-33112151 (3 of 4).txt
33112151,Geraldton,114.6145,-28.77904,WA,0.047854708,0,5,80,exact,18950126-101-33112151 (3 of 4).txt
114676635,Kuln,,,None,,,0,,None,18900310-311-114676635 (1 of 1).txt
114676635,Kyabram,145.0473636,-36.31416728,VIC,0.020929285,0.003481928,6,100,exact,18900310-311-114676635 (1 of 1).txt
114676635,New South Wales,147.0177778,-32.16166667,NSW,0,0,1,100,exact,18900310-311-114676635 (1 of 1).txt
207000589,Taradale,147.9408457,-34.92294175,NSW,1.937540074,1.490195112,12,66.66666667,exact,18650306-582-207000589 (4 of 6).txt
207000589,Melbourne,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,18650306-582-207000589 (4 of 6).txt
207000589,Castiemaine,,,None,,,0,,None,18650306-582-207000589 (4 of 6).txt
207000589,Chewton,144.2595833,-37.08486176,VIC,0.009028044,0.004445093,3,100,exact,18650306-582-207000589 (4 of 6).txt
156383794,East Bogan,,,None,,,0,,None,18901227-650-156383794 (1 of 1).txt
156383794,Ncvcrtire,,,None,,,0,,None,18901227-650-156383794 (1 of 1).txt
108686036,Springwood,149.4784275,-33.48449833,NSW,2.516169697,1.344302248,19,42.10526316,exact,18950831-350-108686036 (1 of 1).txt
161888885,Wallabadah,150.8344444,-31.53166667,NSW,0.52926653,0.060092521,4,75,exact,18881027-698-161888885 (8 of 8).txt
161888885,Rawden,,,None,,,0,,None,18881027-698-161888885 (8 of 8).txt
6482437,Loddon,144.7999283,-31.29909698,Ambiguous,4.78215178,4.78215178,2,,exact,18630106-13-6482437 (8 of 17).txt
6482437,Kyneton,144.4509722,-37.24791718,VIC,0.005007209,0.002229078,4,75,exact,18630106-13-6482437 (8 of 17).txt
6482437,Epsom,144.312912,-36.71763992,VIC,0.00586156,0.005887592,5,60,exact,18630106-13-6482437 (8 of 17).txt
6482437,Epsom Reef,,,None,,,0,,None,18630106-13-6482437 (8 of 17).txt
112931958,Bynya Station,,,None,,,0,,None,18931213-508-112931958 (1 of 5).txt
112931958,Pleasant Valley,138.58073,-34.1012805,Ambiguous,8.649500221,7.714313,3,,exact,18931213-508-112931958 (1 of 5).txt
112931958,Lachlan,146.335,-33.24430556,NSW,2.327000904,1.192845828,8,75,exact,18931213-508-112931958 (1 of 5).txt
84688859,Ilis,,,None,,,0,,None,18891130-240-84688859 (3 of 4).txt
165312245,Tasmania,146.75,-42,TAS,0,0,2,100,exact,18980312-335-165312245 (1 of 2).txt
200668998,Mount Egerton,144.1052794,-37.63097286,VIC,0.004464714,0.004464714,3,66.66666667,exact,18820328-185-200668998 (2 of 2).txt
200668998,Germany,120.1928,-30.8615,WA,0,0,1,100,fuzzy,18820328-185-200668998 (2 of 2).txt
200668998,Russia,,,None,,,0,,None,18820328-185-200668998 (2 of 2).txt
200668998,Murray,147.6172222,-26.6825,Ambiguous,7.661084574,7.395020213,13,,exact,18820328-185-200668998 (2 of 2).txt
200668998,Carlton,149.193773,-33.51930556,NSW,1.58212382,1.510816694,15,53.33333333,exact,18820328-185-200668998 (2 of 2).txt
200668998,Fitzroy,151.1795833,-31.49498617,NSW,2.784734896,1.71420187,18,55.55555556,exact,18820328-185-200668998 (2 of 2).txt
200668998,Melbourne,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,18820328-185-200668998 (2 of 2).txt
200668998,Sydney,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,18820328-185-200668998 (2 of 2).txt
200668998,Geelong,144.3559723,-38.14819527,VIC,0.005005075,0.002249296,5,80,exact,18820328-185-200668998 (2 of 2).txt
5878923,Smythesdale,143.6840306,-37.64027757,VIC,0.017283072,0.014606018,5,80,exact,18740106-13-5878923 (3 of 3).txt
5878923,Smythesdale,143.6840306,-37.64027757,VIC,0.017283072,0.014606018,5,80,exact,18740106-13-5878923 (3 of 3).txt
5878923,Carngham,143.5884738,-37.59847159,VIC,0.016868989,0.016868989,3,66.66666667,exact,18740106-13-5878923 (3 of 3).txt
5878923,Haddon,143.7212481,-37.58972152,VIC,0.020884505,0.015351816,6,66.66666667,exact,18740106-13-5878923 (3 of 3).txt
5878923,Nintingbool,143.7079167,-37.61652778,VIC,0,0,1,100,exact,18740106-13-5878923 (3 of 3).txt
43475247,Troubridge Lighthouse,137.82731,-35.11767,SA,0,0,1,100,exact,18830101-41-43475247 (3 of 3).txt
43475247,Flinders,150.8455556,-31.97333333,Ambiguous,4.92592447,4.469449839,16,,exact,18830101-41-43475247 (3 of 3).txt
43475247,M.P.,,,None,,,0,,None,18830101-41-43475247 (3 of 3).txt
43475247,Town Hall,144.8703339,-34.43839,Ambiguous,6.373289576,6.373289576,2,,exact,18830101-41-43475247 (3 of 3).txt
43475247,Rundle-Street,,,None,,,0,,None,18830101-41-43475247 (3 of 3).txt
43475247,Quorn,138.0419635,-32.3480716,SA,0,0,3,66.66666667,exact,18830101-41-43475247 (3 of 3).txt
43475247,Adelaide,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,18830101-41-43475247 (3 of 3).txt
43475247,Walkerville Tramway,,,None,,,0,,None,18830101-41-43475247 (3 of 3).txt
43475247,Wales,,,None,,,0,,None,18830101-41-43475247 (3 of 3).txt
43475247,Town Hall,144.8703339,-34.43839,Ambiguous,6.373289576,6.373289576,2,,exact,18830101-41-43475247 (3 of 3).txt
43475247,Nairne Railway,,,None,,,0,,None,18830101-41-43475247 (3 of 3).txt
43475247,Oval,,,None,,,0,,None,18830101-41-43475247 (3 of 3).txt
2959457,Richmond,149.1311111,-29.38166667,Ambiguous,6.110559675,4.521776152,25,,exact,18520218-21-2959457 (2 of 2).txt
2959457,Launceston,147.2219997,-41.40049932,TAS,0.091017828,0.091017828,2,100,exact,18520218-21-2959457 (2 of 2).txt
2959457,Huon,146.990625,-36.07562413,Ambiguous,0.185821438,0.184769522,5,,exact,18520218-21-2959457 (2 of 2).txt
2959457,Long Bay,148.9555559,-39.2652777,Ambiguous,4.585303291,4.366094364,7,,exact,18520218-21-2959457 (2 of 2).txt
194467228,Wood 's Point,145.4363885,-37.49013942,Ambiguous,3.235314764,1.033539757,11,,fuzzy,18650322-927-194467228 (1 of 1).txt
194467228,Cirapaspe,,,None,,,0,,None,18650322-927-194467228 (1 of 1).txt
194467228,Melbourne,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,18650322-927-194467228 (1 of 1).txt
18915754,Tarrant,139.4833333,-17.48333333,QLD,0,0,1,100,exact,18880218-43-18915754 (1 of 1).txt
18915754,Temperance Hall,,,None,,,0,,None,18880218-43-18915754 (1 of 1).txt
13048530,England,152.4666667,-27.43333333,QLD,0,0,1,100,exact,18601112-35-13048530 (1 of 1).txt
226057195,Portland,141.6009722,-38.3445816,VIC,0.006267008,0.004442711,7,42.85714286,exact,18790315-567-226057195 (1 of 1).txt
226057195,New Caledonia,,,None,,,0,,None,18790315-567-226057195 (1 of 1).txt
226057195,Brisbane,151.9229167,-29.82472222,Ambiguous,2.603174807,2.603174807,2,,exact,18790315-567-226057195 (1 of 1).txt
226057195,Sydney,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,18790315-567-226057195 (1 of 1).txt
84701747,Parra,146.2333333,-18.48333333,QLD,0,0,1,100,exact,18840119-240-84701747 (1 of 3).txt
84701747,Englehawk,,,None,,,0,,None,18840119-240-84701747 (1 of 3).txt
84701747,Berrimna,150.3344444,-34.48166667,NSW,1.700981789,0.052704628,11,63.63636364,fuzzy,18840119-240-84701747 (1 of 3).txt
84701747,Beoral,150.6344444,-30.34,NSW,1.000034722,1.000034722,2,100,fuzzy,18840119-240-84701747 (1 of 3).txt
84701747,Nossvale,,,None,,,0,,None,18840119-240-84701747 (1 of 3).txt
84701747,Neow South Wales,147.0177778,-32.16166667,NSW,0,0,1,100,fuzzy,18840119-240-84701747 (1 of 3).txt
84701747,Wagga,147.3500914,-31.76935094,NSW,1.81120521,1.81120521,2,100,exact,18840119-240-84701747 (1 of 3).txt
84701747,Whipatick,,,None,,,0,,None,18840119-240-84701747 (1 of 3).txt
77287469,Locke ville,115.421,-33.61825,WA,0,0,1,100,fuzzy,18900221-275-77287469 (1 of 1).txt
77287469,Perth,115.85905,-31.95184,Ambiguous,12.89798925,0.004257786,12,,exact,18900221-275-77287469 (1 of 1).txt
88994913,Glenrowan,146.2244424,-33.79052675,Ambiguous,9.858952888,3.670865748,23,,exact,18961230-346-88994913 (5 of 8).txt
88994913,Branxholme,141.7954151,-37.86402713,VIC,0.033590931,0.011569868,4,100,exact,18961230-346-88994913 (5 of 8).txt
198031937,Sydney,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,18930121-319-198031937 (1 of 4).txt
198031937,Walb'umliie,,,None,,,0,,None,18930121-319-198031937 (1 of 4).txt
198031937,Flcnsar.t Hills,,,None,,,0,,None,18930121-319-198031937 (1 of 4).txt
211696144,Causeway Jennapullin Road,,,None,,,0,,None,18961212-1083-211696144 (1 of 1).txt
211696144,Ohitibin Road,,,None,,,0,,None,18961212-1083-211696144 (1 of 1).txt
211696144,Northam York,,,None,,,0,,None,18961212-1083-211696144 (1 of 1).txt
211696144,Boiara,143.5168339,-34.740585,Ambiguous,4.765766667,4.765766667,2,,fuzzy,18961212-1083-211696144 (1 of 1).txt
211696144,Chidlow 's Mount,,,None,,,0,,None,18961212-1083-211696144 (1 of 1).txt
150452323,Geelong,144.3559723,-38.14819527,VIC,0.005005075,0.002249296,5,80,exact,18860309-558-150452323 (1 of 1).txt
150452323,Swan Island,146.3399963,-35.94451,Ambiguous,5.856142026,6.513609614,10,,exact,18860309-558-150452323 (1 of 1).txt
150452323,Buninyong,143.9016653,-37.6497222,VIC,0.02307564,0.021874525,5,80,exact,18860309-558-150452323 (1 of 1).txt
150452323,Otway,140.9452431,-35.83884779,Ambiguous,3.928397398,3.928397398,2,,exact,18860309-558-150452323 (1 of 1).txt
150452323,Ballarat,143.8565216,-37.55986023,VIC,0.009418973,0.002377951,6,83.33333333,exact,18860309-558-150452323 (1 of 1).txt
67033139,Wagin,117.345,-33.30861,WA,0.225818109,0.00559228,3,100,exact,18981125-180-67033139 (1 of 1).txt
67033139,R.M.,,,None,,,0,,None,18981125-180-67033139 (1 of 1).txt
254362257,Bethanga,147.0968037,-36.12055528,VIC,0.002639168,0.002639168,2,100,exact,18810122-436-254362257 (2 of 2).txt
254362257,Navlcan,,,None,,,0,,None,18810122-436-254362257 (2 of 2).txt
254362257,Hawksview,,,None,,,0,,None,18810122-436-254362257 (2 of 2).txt
254362257,Mullengandra,147.1344444,-35.90194444,NSW,0.063098966,0.050130232,3,100,exact,18810122-436-254362257 (2 of 2).txt
197545363,Castlemaine,144.2180571,-37.06416512,VIC,0.002189268,0.001456216,4,100,exact,18641201-582-197545363 (1 of 1).txt
197545363,Clunes,153.4122222,-28.7275,NSW,1.731551162,0.026556625,7,57.14285714,exact,18641201-582-197545363 (1 of 1).txt
65376395,Barfold,144.4920833,-37.09180556,VIC,0,0,1,100,exact,18770419-127-65376395 (1 of 1).txt
65376395,Muokleford,144.1504211,-37.05819321,VIC,0.014358464,0.008561498,3,100,fuzzy,18770419-127-65376395 (1 of 1).txt
38658298,Melbourne,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,18650302-74-38658298 (4 of 6).txt
38658298,Melbourn,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,fuzzy,18650302-74-38658298 (4 of 6).txt
38658298,Ballarat,143.8565216,-37.55986023,VIC,0.009418973,0.002377951,6,83.33333333,exact,18650302-74-38658298 (4 of 6).txt
38658298,Mlelbourne,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,fuzzy,18650302-74-38658298 (4 of 6).txt
38658298,Ballarat,143.8565216,-37.55986023,VIC,0.009418973,0.002377951,6,83.33333333,exact,18650302-74-38658298 (4 of 6).txt
38658298,Sandhurst,144.7506978,-36.30062145,Ambiguous,4.295641088,4.805030485,8,,exact,18650302-74-38658298 (4 of 6).txt
38658298,Daylesford,144.144722,-37.34222308,VIC,0.002460246,0.002460246,4,50,exact,18650302-74-38658298 (4 of 6).txt
38658298,Lower Goulburn,,,None,,,0,,None,18650302-74-38658298 (4 of 6).txt
38658298,Melbourne,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,18650302-74-38658298 (4 of 6).txt
161888468,PATERSON,151.6177778,-28.06666667,Ambiguous,3.667528698,4.53031266,6,,exact,18881201-698-161888468 (7 of 8).txt
161888468,RYLSTONE,149.9844444,-32.82333333,NSW,0.030046261,0.030046261,2,100,exact,18881201-698-161888468 (7 of 8).txt
161888468,Rylstone,149.9844444,-32.82333333,NSW,0.030046261,0.030046261,2,100,exact,18881201-698-161888468 (7 of 8).txt
161888468,Bylong,150.1163889,-32.41083333,NSW,0.925868048,0.088387644,5,80,exact,18881201-698-161888468 (7 of 8).txt
257955716,New Zealand,,,None,,,0,,None,18790517-436-257955716 (1 of 1).txt
257955716,Victoria,148.1344444,-33.93027778,NSW,4.494904881,3.929359113,11,63.63636364,exact,18790517-436-257955716 (1 of 1).txt
257955716,New Zealand,,,None,,,0,,None,18790517-436-257955716 (1 of 1).txt
257955716,Melbourne,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,18790517-436-257955716 (1 of 1).txt
221142853,PORCUPINE RIDGE,145.8707654,-39.35854098,Ambiguous,2.674379379,2.674379379,2,,exact,18990211-621-221142853 (2 of 2).txt
221142853,Porcupine Ridge,145.8707654,-39.35854098,Ambiguous,2.674379379,2.674379379,2,,exact,18990211-621-221142853 (2 of 2).txt
221142853,Near Glenlyon,,,None,,,0,,None,18990211-621-221142853 (2 of 2).txt
164383093,Cameron,146.7352778,-32.32694444,NSW,2.842113146,3.661287774,7,71.42857143,exact,18840105-698-164383093 (4 of 4).txt
164383093,Moiuya,,,None,,,0,,None,18840105-698-164383093 (4 of 4).txt
65295378,Stratford,147.0809722,-30.785698,Ambiguous,9.118207032,7.18082803,12,,exact,18900124-108-65295378 (1 of 1).txt
65295378,Lorgf,,,None,,,0,,None,18900124-108-65295378 (1 of 1).txt
18341185,Blackall,145.46625,-24.42152778,QLD,0.065065009,0.004231619,4,100,exact,18760311-42-18341185 (1 of 1).txt
18341185,Blackall,145.46625,-24.42152778,QLD,0.065065009,0.004231619,4,100,exact,18760311-42-18341185 (1 of 1).txt
18341185,Barcoo,144.2333333,-24.45,QLD,0,0,1,100,exact,18760311-42-18341185 (1 of 1).txt
9228396,Sydney,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,18900206-10-9228396 (1 of 1).txt
9228396,England,152.4666667,-27.43333333,QLD,0,0,1,100,exact,18900206-10-9228396 (1 of 1).txt
9228396,North,151.1677778,-27.46666667,Ambiguous,14.11078708,6.256666667,3,,exact,18900206-10-9228396 (1 of 1).txt
9228396,Tasmania,146.75,-42,TAS,0,0,2,100,exact,18900206-10-9228396 (1 of 1).txt
9228396,Melbourne,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,18900206-10-9228396 (1 of 1).txt
9228396,Melbourne,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,18900206-10-9228396 (1 of 1).txt
9228396,Sydney,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,18900206-10-9228396 (1 of 1).txt
13702594,GILGANDRA,148.6595,-31.7065,No best estimate,0.010111874,0.010111874,3,66.66666667,exact,18881106-35-13702594 (2 of 4).txt
13702594,Reedy Creek,150.0344444,-32.70666667,Ambiguous,4.006862387,3.525630361,186,,exact,18881106-35-13702594 (2 of 4).txt
13702594,GUNDAGAI,148.1011111,-35.065,NSW,0.017568209,0,4,75,exact,18881106-35-13702594 (2 of 4).txt
212692862,Lome,,,None,,,0,,None,18810625-1052-212692862 (1 of 1).txt
19771478,Europe,,,None,,,0,,None,18770127-42-19771478 (1 of 1).txt
71193207,Daysdale,146.3011111,-35.64833333,NSW,0,0,2,100,exact,18931223-52-71193207 (9 of 19).txt
71193207,Corowa,146.3827778,-35.99402778,NSW,0.010721791,0.001672444,5,80,exact,18931223-52-71193207 (9 of 19).txt
71193207,CAMPBELLTOWN,143.9829102,-37.17319444,Ambiguous,3.246613258,0.053612196,8,,exact,18931223-52-71193207 (9 of 19).txt
71193207,Wedderburn,143.6118078,-36.41874886,VIC,0.008754415,0.003658573,6,66.66666667,exact,18931223-52-71193207 (9 of 19).txt
71193207,RYLSTONE,149.9844444,-32.82333333,NSW,0.030046261,0.030046261,2,100,exact,18931223-52-71193207 (9 of 19).txt
71193207,DENILIQUIN,144.9397222,-35.52888889,NSW,0.005964142,0.005964142,3,66.66666667,exact,18931223-52-71193207 (9 of 19).txt
71193207,quito,,,None,,,0,,None,18931223-52-71193207 (9 of 19).txt
71222902,South Wales,,,None,,,0,,None,18950914-52-71222902 (1 of 21).txt
203768628,Albion,145.6,-22.31666667,QLD,4.834131325,3.131817958,10,50,exact,18960107-185-203768628 (1 of 4).txt
108712627,St. Patrick,133.7665333,-31.23249944,Ambiguous,17.90367115,17.90367115,2,,fuzzy,18961010-350-108712627 (1 of 1).txt
5722783,Sydney,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,18620927-13-5722783 (1 of 1).txt
5722783,Wong » Wonga,,,None,,,0,,None,18620927-13-5722783 (1 of 1).txt
