0,1,2
Woolerina,LOCATION,18881030-35-13701634 (2 of 5).txt
GOULBURN,LOCATION,18881030-35-13701634 (2 of 5).txt
Permanent Way Branch,ORGANIZATION,18881030-35-13701634 (2 of 5).txt
Lake Bathurst,LOCATION,18881030-35-13701634 (2 of 5).txt
Academy of Music,ORGANIZATION,18881030-35-13701634 (2 of 5).txt
Austra,LOCATION,18830224-386-110504314 (2 of 4).txt
Osage Orange,LOCATION,18830224-386-110504314 (2 of 4).txt
Tbjlur,LOCATION,18951122-436-254648750 (1 of 1).txt
Taylor,PERSON,18951122-436-254648750 (1 of 1).txt
W Heath,PERSON,18951122-436-254648750 (1 of 1).txt
Corryong Cricket Club,ORGANIZATION,18951122-436-254648750 (1 of 1).txt
England,LOCATION,18951122-436-254648750 (1 of 1).txt
Ascotvale,LOCATION,18951122-436-254648750 (1 of 1).txt
Japan,LOCATION,18951122-436-254648750 (1 of 1).txt
Dallarat,LOCATION,18740210-108-61495313 (1 of 1).txt
New South WVaes,LOCATION,18740210-108-61495313 (1 of 1).txt
Awriter,PERSON,18740210-108-61495313 (1 of 1).txt
Adeertser,PERSON,18740210-108-61495313 (1 of 1).txt
Smnaton Agricultural Society,ORGANIZATION,18740210-108-61495313 (1 of 1).txt
Mount Doran,LOCATION,18740210-108-61495313 (1 of 1).txt
Lao Lal,PERSON,18740210-108-61495313 (1 of 1).txt
Lal Lal,PERSON,18740210-108-61495313 (1 of 1).txt
Fitguibbon,PERSON,18740210-108-61495313 (1 of 1).txt
Melbourne,LOCATION,18740210-108-61495313 (1 of 1).txt
O'Shanassy,PERSON,18740210-108-61495313 (1 of 1).txt
Melhourne,LOCATION,18740210-108-61495313 (1 of 1).txt
Cabinet,ORGANIZATION,18740210-108-61495313 (1 of 1).txt
Moree,PERSON,18920220-698-162178285 (1 of 3).txt
Wari,PERSON,18920220-698-162178285 (1 of 3).txt
Millie,PERSON,18920220-698-162178285 (1 of 3).txt
Yetman,PERSON,18920220-698-162178285 (1 of 3).txt
Inverell,ORGANIZATION,18920220-698-162178285 (1 of 3).txt
Bingaxa,PERSON,18920220-698-162178285 (1 of 3).txt
Boggabri,PERSON,18920220-698-162178285 (1 of 3).txt
Gunnedah,ORGANIZATION,18920220-698-162178285 (1 of 3).txt
Tam,PERSON,18920220-698-162178285 (1 of 3).txt
Mamlla,PERSON,18920220-698-162178285 (1 of 3).txt
Barraba,ORGANIZATION,18920220-698-162178285 (1 of 3).txt
Pilliga,ORGANIZATION,18920220-698-162178285 (1 of 3).txt
Boon,PERSON,18920220-698-162178285 (1 of 3).txt
Wesleyan Chapel,ORGANIZATION,18920220-698-162178285 (1 of 3).txt
St. Aulun,ORGANIZATION,18920220-698-162178285 (1 of 3).txt
Bush,PERSON,18920220-698-162178285 (1 of 3).txt
Mate,PERSON,18920220-698-162178285 (1 of 3).txt
Paddy 's River Falls,LOCATION,18920220-698-162178285 (1 of 3).txt
BALLARAT,ORGANIZATION,18630102-13-6482312 (1 of 5).txt
Meredith,ORGANIZATION,18630102-13-6482312 (1 of 5).txt
Warrenheip,LOCATION,18630102-13-6482312 (1 of 5).txt
Redbank,LOCATION,18761223-366-101458650 (1 of 1).txt
Gorangala,LOCATION,18761223-366-101458650 (1 of 1).txt
PAMBULA,LOCATION,18881027-698-161888885 (6 of 8).txt
Goulburn,LOCATION,18881027-698-161888885 (6 of 8).txt
Thomas,PERSON,18881027-698-161888885 (6 of 8).txt
Kameruka,LOCATION,18881027-698-161888885 (6 of 8).txt
Colombo,LOCATION,18881027-698-161888885 (6 of 8).txt
Candelo,ORGANIZATION,18881027-698-161888885 (6 of 8).txt
St. Luke 's,LOCATION,18881027-698-161888885 (6 of 8).txt
Wolumla,LOCATION,18881027-698-161888885 (6 of 8).txt
Pambula,LOCATION,18881027-698-161888885 (6 of 8).txt
PICTON,LOCATION,18881027-698-161888885 (6 of 8).txt
Reserve Rifle Company,ORGANIZATION,18881027-698-161888885 (6 of 8).txt
Edward Underwood,PERSON,18881027-698-161888885 (6 of 8).txt
J.P.,LOCATION,18881027-698-161888885 (6 of 8).txt
Underwood,PERSON,18881027-698-161888885 (6 of 8).txt
T. Dickson,PERSON,18881027-698-161888885 (6 of 8).txt
Whawker,PERSON,18881027-698-161888885 (6 of 8).txt
LENEVA,LOCATION,18881221-204-70750079 (1 of 1).txt
Henry Marks,PERSON,18810707-1052-212693591 (1 of 1).txt
Elizabeth,PERSON,18810707-1052-212693591 (1 of 1).txt
H. Marks,PERSON,18810707-1052-212693591 (1 of 1).txt
Lome,LOCATION,18810707-1052-212693591 (1 of 1).txt
Edelsten,PERSON,18810707-1052-212693591 (1 of 1).txt
Mount Etna,LOCATION,18811202-311-116357026 (1 of 2).txt
Hobart,LOCATION,18811202-311-116357026 (1 of 2).txt
BAIRNSDALE,LOCATION,18991229-135-59564386 (1 of 1).txt
D. Hoddinott,PERSON,18991229-135-59564386 (1 of 1).txt
Forge Creek,LOCATION,18991229-135-59564386 (1 of 1).txt
Forge Creek,LOCATION,18991229-135-59564386 (1 of 1).txt
Paynesville,LOCATION,18991229-135-59564386 (1 of 1).txt
Messrs Smith,PERSON,18991229-135-59564386 (1 of 1).txt
Condon,PERSON,18991229-135-59564386 (1 of 1).txt
Messrs Martin,PERSON,18991229-135-59564386 (1 of 1).txt
Condon,PERSON,18991229-135-59564386 (1 of 1).txt
Smith,PERSON,18991229-135-59564386 (1 of 1).txt
Messrs Hu,PERSON,18991229-135-59564386 (1 of 1).txt
Sandhurst,LOCATION,18710304-460-138081601 (1 of 1).txt
Clarke,PERSON,18571228-13-7144105 (6 of 6).txt
Springs,LOCATION,18571228-13-7144105 (6 of 6).txt
Tasmania,LOCATION,18840308-326-198971161 (2 of 2).txt
London,LOCATION,18840308-326-198971161 (2 of 2).txt
Mitta Mitta,PERSON,18840308-326-198971161 (2 of 2).txt
Ac,LOCATION,18840308-326-198971161 (2 of 2).txt
Hayes,PERSON,18840308-326-198971161 (2 of 2).txt
Ac,LOCATION,18840308-326-198971161 (2 of 2).txt
Wills,PERSON,18630103-319-197289044 (5 of 5).txt
Creek,LOCATION,18630103-319-197289044 (5 of 5).txt
Mount Blackwood,LOCATION,18630103-319-197289044 (5 of 5).txt
Australia,LOCATION,18630103-319-197289044 (5 of 5).txt
Murray,PERSON,18630103-319-197289044 (5 of 5).txt
Howitt,PERSON,18630103-319-197289044 (5 of 5).txt
James Smith,PERSON,18630103-319-197289044 (5 of 5).txt
England,LOCATION,18630103-319-197289044 (5 of 5).txt
Rumor,PERSON,18630103-319-197289044 (5 of 5).txt
Smith,PERSON,18630103-319-197289044 (5 of 5).txt
England,LOCATION,18630103-319-197289044 (5 of 5).txt
Ander,PERSON,18810219-386-112197314 (1 of 2).txt
Cheriton,LOCATION,18810219-386-112197314 (1 of 2).txt
Gingia,LOCATION,18810219-386-112197314 (1 of 2).txt
Bush,PERSON,18810219-386-112197314 (1 of 2).txt
J Livingstona,PERSON,18810219-386-112197314 (1 of 2).txt
Mount Gambicr,LOCATION,18810219-386-112197314 (1 of 2).txt
Komeo,PERSON,18731203-412-104121676 (3 of 3).txt
Maiden Plate,LOCATION,18731203-412-104121676 (3 of 3).txt
Cressy,LOCATION,18731203-412-104121676 (3 of 3).txt
Lydney Lock,LOCATION,18731203-412-104121676 (3 of 3).txt
England,LOCATION,18670222-28-3754187 (1 of 1).txt
England,LOCATION,18670222-28-3754187 (1 of 1).txt
Whitchell Standley,PERSON,18790314-13-5935745 (2 of 2).txt
Whitchall Standley,PERSON,18790314-13-5935745 (2 of 2).txt
Wood,PERSON,18790314-13-5935745 (2 of 2).txt
Andrew Murray,PERSON,18790314-13-5935745 (2 of 2).txt
Murray,PERSON,18790314-13-5935745 (2 of 2).txt
Woods,PERSON,18790314-13-5935745 (2 of 2).txt
Standley,PERSON,18790314-13-5935745 (2 of 2).txt
Crough,PERSON,18790314-13-5935745 (2 of 2).txt
Woods,PERSON,18790314-13-5935745 (2 of 2).txt
Standley,PERSON,18790314-13-5935745 (2 of 2).txt
Murray,PERSON,18790314-13-5935745 (2 of 2).txt
Standley,PERSON,18790314-13-5935745 (2 of 2).txt
Murray,PERSON,18790314-13-5935745 (2 of 2).txt
Woods,PERSON,18790314-13-5935745 (2 of 2).txt
Woods,PERSON,18790314-13-5935745 (2 of 2).txt
Standley,PERSON,18790314-13-5935745 (2 of 2).txt
Goulbura,LOCATION,18991204-367-102221924 (1 of 2).txt
Henry Storrier,PERSON,18991204-367-102221924 (1 of 2).txt
Mummel,LOCATION,18991204-367-102221924 (1 of 2).txt
ripon Lake George,LOCATION,18991204-367-102221924 (1 of 2).txt
Bosh Firee,PERSON,18991204-367-102221924 (1 of 2).txt
Gonlburn,LOCATION,18991204-367-102221924 (1 of 2).txt
Bourke,LOCATION,18991204-367-102221924 (1 of 2).txt
Moes Vale,LOCATION,18991204-367-102221924 (1 of 2).txt
Raymond Terrace,PERSON,18991204-367-102221924 (1 of 2).txt
Singleton,PERSON,18991204-367-102221924 (1 of 2).txt
Tomworth,LOCATION,18991204-367-102221924 (1 of 2).txt
F. B. Osborne,PERSON,18991204-367-102221924 (1 of 2).txt
N.S.W,ORGANIZATION,18991204-367-102221924 (1 of 2).txt
Alice Oaborne,PERSON,18991204-367-102221924 (1 of 2).txt
Hamilton,LOCATION,18991204-367-102221924 (1 of 2).txt
Western Aestralia.,LOCATION,18991204-367-102221924 (1 of 2).txt
Hobart,LOCATION,18880114-9-3312074 (1 of 1).txt
Port Augusta,LOCATION,18880114-9-3312074 (1 of 1).txt
Erlduna Station,LOCATION,18880114-9-3312074 (1 of 1).txt
Alice Springs,LOCATION,18880114-9-3312074 (1 of 1).txt
Gambier,LOCATION,18880114-9-3312074 (1 of 1).txt
Kemp,PERSON,18880114-9-3312074 (1 of 1).txt
Clifford,PERSON,18880114-9-3312074 (1 of 1).txt
Parramatta,LOCATION,18880114-9-3312074 (1 of 1).txt
Kemp,PERSON,18880114-9-3312074 (1 of 1).txt
Hanlan,PERSON,18880114-9-3312074 (1 of 1).txt
Neilson,PERSON,18880114-9-3312074 (1 of 1).txt
Hearn,PERSON,18880114-9-3312074 (1 of 1).txt
Kew Zealand,LOCATION,18880114-9-3312074 (1 of 1).txt
Perkins,PERSON,18880114-9-3312074 (1 of 1).txt
England,LOCATION,18880114-9-3312074 (1 of 1).txt
Broken Hills,ORGANIZATION,18880114-9-3312074 (1 of 1).txt
Melbourne,LOCATION,18880114-9-3312074 (1 of 1).txt
Eveleens,PERSON,18880114-9-3312074 (1 of 1).txt
Melbourne,LOCATION,18960113-558-150709938 (1 of 2).txt
A'Beckett,PERSON,18960113-558-150709938 (1 of 2).txt
St. Kilda,LOCATION,18960113-558-150709938 (1 of 2).txt
Steiglitz,PERSON,18960113-558-150709938 (1 of 2).txt
Steiglitz,PERSON,18960113-558-150709938 (1 of 2).txt
Brisbane,LOCATION,18960113-558-150709938 (1 of 2).txt
Lara,LOCATION,18960113-558-150709938 (1 of 2).txt
Lara,PERSON,18960113-558-150709938 (1 of 2).txt
MELBOURNE,LOCATION,18870226-8-18893261 (1 of 1).txt
Cooper,PERSON,18870226-8-18893261 (1 of 1).txt
Belfast,LOCATION,18870226-8-18893261 (1 of 1).txt
Hawksdale,LOCATION,18870226-8-18893261 (1 of 1).txt
Strathalbyn,LOCATION,18830203-821-159558425 (2 of 2).txt
Macclesfield,ORGANIZATION,18830203-821-159558425 (2 of 2).txt
Echunga,LOCATION,18830203-821-159558425 (2 of 2).txt
Hahndorf,LOCATION,18830203-821-159558425 (2 of 2).txt
Teufel,PERSON,18830203-821-159558425 (2 of 2).txt
Hahndorf,PERSON,18830203-821-159558425 (2 of 2).txt
FLEMINGTON,LOCATION,18980202-34-35104353 (1 of 1).txt
Melbourne,LOCATION,18980202-34-35104353 (1 of 1).txt
W. Jordan,PERSON,18980202-34-35104353 (1 of 1).txt
Canoona,PERSON,18980202-34-35104353 (1 of 1).txt
Tbey,PERSON,18980202-34-35104353 (1 of 1).txt
Canoona,PERSON,18980202-34-35104353 (1 of 1).txt
Adelaide,LOCATION,18980202-34-35104353 (1 of 1).txt
Cicero,PERSON,18980202-34-35104353 (1 of 1).txt
L.U.,LOCATION,18910216-30-3140600 (3 of 4).txt
Beljerine,LOCATION,18650304-460-138038375 (1 of 1).txt
William stown,LOCATION,18751106-698-162491030 (1 of 1).txt
Victoria,LOCATION,18751106-698-162491030 (1 of 1).txt
Moruya,LOCATION,18751106-698-162491030 (1 of 1).txt
Clifton Colliery,PERSON,18751106-698-162491030 (1 of 1).txt
Queensland,LOCATION,18751106-698-162491030 (1 of 1).txt
Joseph Carr,PERSON,18751106-698-162491030 (1 of 1).txt
Fairfield,LOCATION,18751106-698-162491030 (1 of 1).txt
Forrest Lodge,LOCATION,18751106-698-162491030 (1 of 1).txt
H. P. Stevenson,PERSON,18751106-698-162491030 (1 of 1).txt
W. Cur,PERSON,18751106-698-162491030 (1 of 1).txt
Masonic Hall,ORGANIZATION,18751106-698-162491030 (1 of 1).txt
Smith,PERSON,18751106-698-162491030 (1 of 1).txt
New South Wales,LOCATION,18751106-698-162491030 (1 of 1).txt
Tattersall 's Hotel,LOCATION,18751106-698-162491030 (1 of 1).txt
von Douasa,PERSON,18860618-714-148116130 (1 of 3).txt
Korber,PERSON,18860618-714-148116130 (1 of 3).txt
Mallula,LOCATION,18860618-714-148116130 (1 of 3).txt
C. Wilsted,PERSON,18860618-714-148116130 (1 of 3).txt
Edgar Pellew,PERSON,18860618-714-148116130 (1 of 3).txt
Shire,ORGANIZATION,18980118-1495-255606078 (3 of 3).txt
Tallangatta,LOCATION,18980118-1495-255606078 (3 of 3).txt
Victoria,PERSON,18980118-1495-255606078 (3 of 3).txt
London,LOCATION,18980118-1495-255606078 (3 of 3).txt
Melbourne,LOCATION,18980118-1495-255606078 (3 of 3).txt
T. Moody,PERSON,18711230-1605-258898131 (2 of 4).txt
Denman,PERSON,18711230-1605-258898131 (2 of 4).txt
Denman,PERSON,18711230-1605-258898131 (2 of 4).txt
Musclebrook,LOCATION,18711230-1605-258898131 (2 of 4).txt
Peter Tribe,PERSON,18711230-1605-258898131 (2 of 4).txt
Moonan Brook,LOCATION,18711230-1605-258898131 (2 of 4).txt
Denison,LOCATION,18711230-1605-258898131 (2 of 4).txt
Daniel,PERSON,18711230-1605-258898131 (2 of 4).txt
Cook,PERSON,18711230-1605-258898131 (2 of 4).txt
Belltrees,LOCATION,18711230-1605-258898131 (2 of 4).txt
Hunter Courier,PERSON,18711230-1605-258898131 (2 of 4).txt
Albu,PERSON,18711230-1605-258898131 (2 of 4).txt
Insurance Brigade,ORGANIZATION,18751106-698-162491073 (2 of 5).txt
Noith Shore,LOCATION,18751106-698-162491073 (2 of 5).txt
Murray,PERSON,18751106-698-162491073 (2 of 5).txt
Neutral Bay,LOCATION,18751106-698-162491073 (2 of 5).txt
North Shore,LOCATION,18751106-698-162491073 (2 of 5).txt
Neutral Bay,LOCATION,18751106-698-162491073 (2 of 5).txt
Bown,PERSON,18751106-698-162491073 (2 of 5).txt
Victoria,LOCATION,18800114-558-150413322 (1 of 1).txt
Argus,ORGANIZATION,18800114-558-150413322 (1 of 1).txt
Messrs Robertson Brothers,ORGANIZATION,18800114-558-150413322 (1 of 1).txt
Colac,LOCATION,18800114-558-150413322 (1 of 1).txt
BERRIGAN,PERSON,18871209-436-254572493 (2 of 2).txt
Berrigan,LOCATION,18871209-436-254572493 (2 of 2).txt
Quade,PERSON,18871209-436-254572493 (2 of 2).txt
Quade,PERSON,18871209-436-254572493 (2 of 2).txt
Cruickshank,PERSON,18871209-436-254572493 (2 of 2).txt
Carter,PERSON,18871209-436-254572493 (2 of 2).txt
Robinson,PERSON,18871209-436-254572493 (2 of 2).txt
Aitken,PERSON,18871209-436-254572493 (2 of 2).txt
Mitchell,PERSON,18871209-436-254572493 (2 of 2).txt
Graham,PERSON,18871209-436-254572493 (2 of 2).txt
Cameron,PERSON,18871209-436-254572493 (2 of 2).txt
Aramac Police Court,ORGANIZATION,18870422-77-52068899 (1 of 2).txt
Lewis,PERSON,18870422-77-52068899 (1 of 2).txt
Central Railway,LOCATION,18870422-77-52068899 (1 of 2).txt
Coreena,PERSON,18870422-77-52068899 (1 of 2).txt
Barcaldine,LOCATION,18870422-77-52068899 (1 of 2).txt
Murray,PERSON,18640319-13-5745931 (1 of 1).txt
Luke Albart,PERSON,18640319-13-5745931 (1 of 1).txt
Coorong,PERSON,18640319-13-5745931 (1 of 1).txt
Goolwa,LOCATION,18640319-13-5745931 (1 of 1).txt
Milang,PERSON,18640319-13-5745931 (1 of 1).txt
George,PERSON,18640319-13-5745931 (1 of 1).txt
M. O Doxnell,PERSON,18810127-326-201538926 (3 of 3).txt
Morriang,LOCATION,18810127-326-201538926 (3 of 3).txt
Myrrleford,LOCATION,18810127-326-201538926 (3 of 3).txt
Roberts,PERSON,18991228-239-91926080 (2 of 3).txt
Tooborac,PERSON,18991228-239-91926080 (2 of 3).txt
Baynton,LOCATION,18991228-239-91926080 (2 of 3).txt
Axedale,LOCATION,18991228-239-91926080 (2 of 3).txt
Kilmore,LOCATION,18991228-239-91926080 (2 of 3).txt
Euroa,LOCATION,18991228-239-91926080 (2 of 3).txt
Legislative Council,ORGANIZATION,18790705-1335-245312615 (4 of 4).txt
T. Hogarth,PERSON,18790705-1335-245312615 (4 of 4).txt
Cooper,PERSON,18700621-108-61345630 (1 of 1).txt
Cooper,PERSON,18700621-108-61345630 (1 of 1).txt
Ballarat,LOCATION,18700621-108-61345630 (1 of 1).txt
Cape Patterson,LOCATION,18700621-108-61345630 (1 of 1).txt
Bass River,LOCATION,18700621-108-61345630 (1 of 1).txt
Cape Patterson,LOCATION,18700621-108-61345630 (1 of 1).txt
Carew,PERSON,18700621-108-61345630 (1 of 1).txt
Melbourne,LOCATION,18700621-108-61345630 (1 of 1).txt
Geelong,LOCATION,18690223-809-177008007 (4 of 6).txt
Camperdown,LOCATION,18690223-809-177008007 (4 of 6).txt
Buninyong,LOCATION,18690223-809-177008007 (4 of 6).txt
N.E.of Ballarat,LOCATION,18690223-809-177008007 (4 of 6).txt
Melbourne,LOCATION,18651220-16-1284241 (3 of 3).txt
Talbot,PERSON,18651220-16-1284241 (3 of 3).txt
Maryborough,PERSON,18651220-16-1284241 (3 of 3).txt
Kyneton,LOCATION,18651220-16-1284241 (3 of 3).txt
Mount Macedon,LOCATION,18651220-16-1284241 (3 of 3).txt
Jim Crow,PERSON,18651220-16-1284241 (3 of 3).txt
Colac,LOCATION,18651220-16-1284241 (3 of 3).txt
Warrnambool,LOCATION,18651220-16-1284241 (3 of 3).txt
Tho Geeloner,PERSON,18690322-72-60450055 (2 of 2).txt
Ballarat,ORGANIZATION,18690322-72-60450055 (2 of 2).txt
Pomborneit,LOCATION,18690322-72-60450055 (2 of 2).txt
Parranibeit,LOCATION,18690322-72-60450055 (2 of 2).txt
H. Connor,PERSON,18690322-72-60450055 (2 of 2).txt
George Connor,PERSON,18690322-72-60450055 (2 of 2).txt
Butterirorth,PERSON,18690322-72-60450055 (2 of 2).txt
Whitohell,PERSON,18690322-72-60450055 (2 of 2).txt
Noonan,PERSON,18690322-72-60450055 (2 of 2).txt
Woodward,PERSON,18690322-72-60450055 (2 of 2).txt
Richards,PERSON,18690322-72-60450055 (2 of 2).txt
M'Lel Iund,PERSON,18690322-72-60450055 (2 of 2).txt
M'Voan,PERSON,18690322-72-60450055 (2 of 2).txt
Australia,LOCATION,18980113-185-215788078 (2 of 5).txt
S. Blacker Douglass,PERSON,18980113-185-215788078 (2 of 5).txt
Toolamba,LOCATION,18980113-185-215788078 (2 of 5).txt
Geelong,LOCATION,18980113-185-215788078 (2 of 5).txt
Holland,LOCATION,18980113-185-215788078 (2 of 5).txt
Broken Hill,LOCATION,18980113-185-215788078 (2 of 5).txt
Broken Hill,ORGANIZATION,18980113-185-215788078 (2 of 5).txt
Bush,PERSON,18980113-185-215788078 (2 of 5).txt
Tasmania,LOCATION,18980113-185-215788078 (2 of 5).txt
Mount Wellington,LOCATION,18980113-185-215788078 (2 of 5).txt
St. Crispin,LOCATION,18980113-185-215788078 (2 of 5).txt
W. R. Wilson,PERSON,18980113-185-215788078 (2 of 5).txt
Reid,PERSON,18980113-185-215788078 (2 of 5).txt
New South Wales,LOCATION,18980113-185-215788078 (2 of 5).txt
Barton,PERSON,18980113-185-215788078 (2 of 5).txt
R. E. O'Connor,PERSON,18980113-185-215788078 (2 of 5).txt
M.L.C.,ORGANIZATION,18980113-185-215788078 (2 of 5).txt
Sydney,LOCATION,18980113-185-215788078 (2 of 5).txt
Melbourne,LOCATION,18980113-185-215788078 (2 of 5).txt
Sydney,LOCATION,18980113-185-215788078 (2 of 5).txt
John M'Queen,PERSON,18790303-558-150426074 (2 of 3).txt
Anderson,PERSON,18790303-558-150426074 (2 of 3).txt
Dolly,PERSON,18790303-558-150426074 (2 of 3).txt
Creek,LOCATION,18790303-558-150426074 (2 of 3).txt
Morrisons,ORGANIZATION,18790303-558-150426074 (2 of 3).txt
Ed ward Pearson,PERSON,18790303-558-150426074 (2 of 3).txt
Clark,PERSON,18790303-558-150426074 (2 of 3).txt
Hill,LOCATION,18790303-558-150426074 (2 of 3).txt
William Coekburn,PERSON,18790303-558-150426074 (2 of 3).txt
Mrs Coekburn,PERSON,18790303-558-150426074 (2 of 3).txt
Stanley,PERSON,18651021-1354-247263866 (2 of 2).txt
Mount York,LOCATION,18651021-1354-247263866 (2 of 2).txt
Stanley,PERSON,18651021-1354-247263866 (2 of 2).txt
McKenzie,PERSON,18651021-1354-247263866 (2 of 2).txt
Stanley,PERSON,18651021-1354-247263866 (2 of 2).txt
Mount York,LOCATION,18651021-1354-247263866 (2 of 2).txt
Mount Victoria,LOCATION,18651021-1354-247263866 (2 of 2).txt
Sugarloaf,ORGANIZATION,18651021-1354-247263866 (2 of 2).txt
Kangaroo Point,LOCATION,18651021-1354-247263866 (2 of 2).txt
Mount York,LOCATION,18651021-1354-247263866 (2 of 2).txt
Samuels,PERSON,18651021-1354-247263866 (2 of 2).txt
Hartley,PERSON,18651021-1354-247263866 (2 of 2).txt
Jack,PERSON,18850516-246-90573835 (2 of 2).txt
Creek,LOCATION,18850516-246-90573835 (2 of 2).txt
W. J. Groggery,PERSON,18971126-436-99416421 (1 of 1).txt
D. Corooran,PERSON,18971126-436-99416421 (1 of 1).txt
D. O'Dwyer,PERSON,18971126-436-99416421 (1 of 1).txt
R. W. Morison,PERSON,18971126-436-99416421 (1 of 1).txt
J. W. Nicholas,PERSON,18971126-436-99416421 (1 of 1).txt
R. Drummond,PERSON,18971126-436-99416421 (1 of 1).txt
Mark How,PERSON,18971126-436-99416421 (1 of 1).txt
W. R. How,PERSON,18971126-436-99416421 (1 of 1).txt
Berrigan,LOCATION,18971126-436-99416421 (1 of 1).txt
Barooga,LOCATION,18971126-436-99416421 (1 of 1).txt
Berrigan cemetery,LOCATION,18971126-436-99416421 (1 of 1).txt
W. H. Guard,PERSON,18971126-436-99416421 (1 of 1).txt
Wm,PERSON,18971126-436-99416421 (1 of 1).txt
Batten,PERSON,18971126-436-99416421 (1 of 1).txt
White,PERSON,18971126-436-99416421 (1 of 1).txt
Berrigan,PERSON,18971126-436-99416421 (1 of 1).txt
Balranald,LOCATION,18971126-436-99416421 (1 of 1).txt
White,PERSON,18971126-436-99416421 (1 of 1).txt
Cochrane,PERSON,18570120-13-7143395 (3 of 3).txt
Dugald M'Pherson,PERSON,18570120-13-7143395 (3 of 3).txt
McLeod,PERSON,18570120-13-7143395 (3 of 3).txt
Purrier,PERSON,18570120-13-7143395 (3 of 3).txt
Gavin,PERSON,18570120-13-7143395 (3 of 3).txt
Mount Piper,LOCATION,18570120-13-7143395 (3 of 3).txt
Andrew Beveridge,PERSON,18570120-13-7143395 (3 of 3).txt
Woodburn,LOCATION,18570120-13-7143395 (3 of 3).txt
Kurkurruc Creek,LOCATION,18570120-13-7143395 (3 of 3).txt
Pompilius,LOCATION,18770213-966-197697995 (1 of 3).txt
Bradford,PERSON,18770213-966-197697995 (1 of 3).txt
St. Bhiize,LOCATION,18770213-966-197697995 (1 of 3).txt
St. Blaize,LOCATION,18770213-966-197697995 (1 of 3).txt
England,LOCATION,18770213-966-197697995 (1 of 3).txt
Pall Mall,LOCATION,18650301-13-5739044 (8 of 12).txt
Sandhurst,LOCATION,18650301-13-5739044 (8 of 12).txt
Upper Sheepwash,LOCATION,18650301-13-5739044 (8 of 12).txt
Sandhurst,LOCATION,18650301-13-5739044 (8 of 12).txt
ECHUNGA,LOCATION,18930310-714-147625356 (1 of 2).txt
Collier,PERSON,18930310-714-147625356 (1 of 2).txt
Newman,PERSON,18570321-364-118310275 (1 of 2).txt
Namoi river,LOCATION,18570321-364-118310275 (1 of 2).txt
Harvey,PERSON,18570321-364-118310275 (1 of 2).txt
Newman,PERSON,18570321-364-118310275 (1 of 2).txt
Lester,PERSON,18570321-364-118310275 (1 of 2).txt
Palmer,PERSON,18570321-364-118310275 (1 of 2).txt
Dedorang,LOCATION,18570321-364-118310275 (1 of 2).txt
Little River,LOCATION,18570321-364-118310275 (1 of 2).txt
T. Mitchell,PERSON,18570321-364-118310275 (1 of 2).txt
Murray,PERSON,18570321-364-118310275 (1 of 2).txt
Goulburn,LOCATION,18570321-364-118310275 (1 of 2).txt
Albury,LOCATION,18570321-364-118310275 (1 of 2).txt
Gladstone,ORGANIZATION,18800116-195-66495025 (1 of 1).txt
Mr M'Eachran,PERSON,18800116-195-66495025 (1 of 1).txt
Gladstone,PERSON,18800116-195-66495025 (1 of 1).txt
Queensland,LOCATION,18800116-195-66495025 (1 of 1).txt
England,LOCATION,18800116-195-66495025 (1 of 1).txt
Campbell,PERSON,18800116-195-66495025 (1 of 1).txt
Messrs Bell,PERSON,18800116-195-66495025 (1 of 1).txt
Colman,PERSON,18800116-195-66495025 (1 of 1).txt
Aden,LOCATION,18800116-195-66495025 (1 of 1).txt
London,LOCATION,18800116-195-66495025 (1 of 1).txt
Wedderburn,PERSON,18800116-195-66495025 (1 of 1).txt
Messrs Thomas,PERSON,18800116-195-66495025 (1 of 1).txt
George Morecroft,PERSON,18800116-195-66495025 (1 of 1).txt
Teetgen,PERSON,18800116-195-66495025 (1 of 1).txt
Sfields,LOCATION,18800116-195-66495025 (1 of 1).txt
Sydney,LOCATION,18800116-195-66495025 (1 of 1).txt
Cooranbong,LOCATION,18800116-195-66495025 (1 of 1).txt
Kerr,LOCATION,18790222-288-93846534 (3 of 3).txt
Chosick,PERSON,18790222-288-93846534 (3 of 3).txt
Mount,LOCATION,18790222-288-93846534 (3 of 3).txt
Nicholas Chosick,PERSON,18790222-288-93846534 (3 of 3).txt
Kensington,LOCATION,18790222-288-93846534 (3 of 3).txt
Mi Henry Martley,PERSON,18731231-13-5878570 (1 of 2).txt
Encumbeied Estates Court,ORGANIZATION,18731231-13-5878570 (1 of 2).txt
Monaghan,PERSON,18731231-13-5878570 (1 of 2).txt
Francis Blackburn,PERSON,18731231-13-5878570 (1 of 2).txt
Charles Lovel,PERSON,18731231-13-5878570 (1 of 2).txt
Matlock,LOCATION,18731231-13-5878570 (1 of 2).txt
Mi Donaldson,ORGANIZATION,18731231-13-5878570 (1 of 2).txt
Mis M'Conochy,PERSON,18731231-13-5878570 (1 of 2).txt
Supreme Court,ORGANIZATION,18790113-41-42979270 (1 of 1).txt
Bryan O'Loghlen,PERSON,18790113-41-42979270 (1 of 1).txt
Berry,PERSON,18790113-41-42979270 (1 of 1).txt
Berry,PERSON,18790113-41-42979270 (1 of 1).txt
Bryan O'Loghlen,PERSON,18790113-41-42979270 (1 of 1).txt
Kelly,PERSON,18790113-41-42979270 (1 of 1).txt
