INDEX,FILE,QUOTE_TRANSCRIPTION,LAT,LNG,VERIFICATION_STATUS,COMMENT,SECOND_QUOTE_TRANSCRIPTION,Column
530,470_8_12_1894_11_XVII_TELLING DOLLY THE NEWS._8724441.txt,Geelong,-38.14711,144.36069,UNVERIFIED,,Geelong,
531,470_8_12_1894_11_XVII_TELLING DOLLY THE NEWS._8724441.txt,Kooringa,,,UNVERIFIED,imaginary,Kooringa,
532,470_8_12_1894_11_XVII_TELLING DOLLY THE NEWS._8724441.txt,Wilcannia,-31.345811,143.59172,UNVERIFIED,,Wilcannia,
533,470_8_12_1894_11_XVII_TELLING DOLLY THE NEWS._8724441.txt,St. Dolly,,,UNVERIFIED,imaginary,St. Dolly,
534,470_8_12_1894_11_XVII_TELLING DOLLY THE NEWS._8724441.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
535,470_8_12_1894_11_XVII_TELLING DOLLY THE NEWS._8724441.txt,Ulster,54.7617,6.9612,UNVERIFIED,,ulster,
536,13027_28_7_1894_2_XIII__124063446.txt,Btruok,,,UNVERIFIED,,Btruok,
537,13027_28_7_1894_2_XIII__124063446.txt,Quito,-0.220169,-78.512091,UNVERIFIED,,Quito,
538,13027_28_7_1894_2_XIII__124063446.txt,Qisbourno,,,UNVERIFIED,,Qisbourno,
539,20528_2_12_1893_35_None__138111100.txt,Queensland,-22.57086835,144.5505388,UNVERIFIED,,Queensland,
540,20528_2_12_1893_35_None__138111100.txt,Transvaal,,,UNVERIFIED,,Transvaal,
541,20528_2_12_1893_35_None__138111100.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
542,20528_2_12_1893_35_None__138111100.txt,Gippsland,-35.411438,141.152344,UNVERIFIED,,Gippsland,
543,20528_2_12_1893_35_None__138111100.txt,Guinea,10.43447893,-10.93379686,UNVERIFIED,,Guinea,
544,20528_2_12_1893_35_None__138111100.txt,Barwon,-38.1499,144.3617,UNVERIFIED,,Barwon,
545,20528_2_12_1893_35_None__138111100.txt,Tintaldra,-36.0644,147.9436,UNVERIFIED,,Tintaldra,
546,20528_2_12_1893_35_None__138111100.txt,Tintaldra,-36.0644,147.9436,UNVERIFIED,,Tintaldra,
547,20528_2_12_1893_35_None__138111100.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
548,20528_2_12_1893_35_None__138111100.txt,South Yarra,-37.84,144.989,UNVERIFIED,,South Yarra,
549,20528_2_12_1893_35_None__138111100.txt,South Yarra,-37.84,144.989,UNVERIFIED,,South Yarra,
550,20528_2_12_1893_35_None__138111100.txt,Rodens,,,UNVERIFIED,,Rodens,
552,20528_2_12_1893_35_None__138111100.txt,Yarra,-37.65794,145.37416,UNVERIFIED,,Yarra,
553,13029_20_7_1894_6_XIII__144822387.txt,Watah,,,UNVERIFIED,,Watah,
554,13029_20_7_1894_6_XIII__144822387.txt,Gkboume,,,UNVERIFIED,,Gkboume,
555,13029_20_7_1894_6_XIII__144822387.txt,Sydney,-33.86785,151.20732,UNVERIFIED,,Sydney,
556,13029_20_7_1894_6_XIII__144822387.txt,Curlew,,,UNVERIFIED,,Curlew,
557,13029_20_7_1894_6_XIII__144822387.txt,Bora Bora,37.64475,-4.02476,UNVERIFIED,,Bora,
558,348_18_10_1893_6_XV__137555643.txt,Boston,7.87111,126.36417,UNVERIFIED,,Boston,
559,348_18_10_1893_6_XV__137555643.txt,Fiery Creek,,,UNVERIFIED,imaginary,Fiery Creek,
560,348_18_10_1893_6_XV__137555643.txt,Britain,54.12539508,-2.859749915,UNVERIFIED,,Britain,
561,348_18_10_1893_6_XV__137555643.txt,Britain,54.12539508,-2.859749915,UNVERIFIED,,Britain,
562,348_18_10_1893_6_XV__137555643.txt,Ltvcrpool,53.417825,-2.908511,UNVERIFIED,,Ltvcrpool,
563,348_18_10_1893_6_XV__137555643.txt,Israol,,,UNVERIFIED,,Israol,
564,3295_19_11_1892_1_XVIII_CHANCE OR DESTINY._77533423.txt,Magniro,,,UNVERIFIED,,Magniro,
565,3295_19_11_1892_1_XVIII_CHANCE OR DESTINY._77533423.txt,Carlsruhe,,,UNVERIFIED,,Carlsruho,
568,21143_18_11_1892_3_XVII__195891781.txt,Carlsriiho,,,UNVERIFIED,,Carlsriiho,
569,21143_18_11_1892_3_XVII__195891781.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
571,21143_18_11_1892_3_XVII__195891781.txt,Carlsruhe,50.90265,17.83751,UNVERIFIED,,Carlsruhe,
572,21143_18_11_1892_3_XVII__195891781.txt,Bendigo,-36.757691,144.281182,UNVERIFIED,,Bendigo,
573,21143_18_11_1892_3_XVII__195891781.txt,Round Hill,,,UNVERIFIED,,Round Hill,
576,8081_21_12_1892_65_I_Taming an Outlaw. Written for the Christmas' Number of the %22North Qeensland Register.%22 | I. %22Alas! h_79319274.txt,Oakey Creek,,,UNVERIFIED,imaginary,Oakey Creek,
577,8081_21_12_1892_65_I_Taming an Outlaw. Written for the Christmas' Number of the %22North Qeensland Register.%22 | I. %22Alas! h_79319274.txt,Couibarra,,,UNVERIFIED,imaginary,Couibarra,
578,8081_21_12_1892_65_I_Taming an Outlaw. Written for the Christmas' Number of the %22North Qeensland Register.%22 | I. %22Alas! h_79319274.txt,Ashton,52.490101,-0.458045,UNVERIFIED,,Ashton,
579,8081_21_12_1892_65_I_Taming an Outlaw. Written for the Christmas' Number of the %22North Qeensland Register.%22 | I. %22Alas! h_79319274.txt,Oonlbarra,,,UNVERIFIED,imaginary,Oonlbarra,
580,8081_21_12_1892_65_I_Taming an Outlaw. Written for the Christmas' Number of the %22North Qeensland Register.%22 | I. %22Alas! h_79319274.txt,Coolbarra,,,UNVERIFIED,imaginary,Coulbarra,
581,8081_21_12_1892_65_I_Taming an Outlaw. Written for the Christmas' Number of the %22North Qeensland Register.%22 | I. %22Alas! h_79319274.txt,Ashton,52.490101,-0.458045,UNVERIFIED,,Ashton,
582,8081_21_12_1892_65_I_Taming an Outlaw. Written for the Christmas' Number of the %22North Qeensland Register.%22 | I. %22Alas! h_79319274.txt,Vale,41.61558,42.87224,UNVERIFIED,,Vale,
583,8081_21_12_1892_65_I_Taming an Outlaw. Written for the Christmas' Number of the %22North Qeensland Register.%22 | I. %22Alas! h_79319274.txt,Santa,17.486,120.4348,UNVERIFIED,,Santa,
584,8081_21_12_1892_65_I_Taming an Outlaw. Written for the Christmas' Number of the %22North Qeensland Register.%22 | I. %22Alas! h_79319274.txt,Claus,38.12005,-86.91416,UNVERIFIED,,Claus,
585,13026_21_07_1894_9_XIII. (CONTINUED.) & XIV_THE ATTEMPTED ABDUCTION & NONE_85651222.txt,Gisborne,-37.502699,144.57467,NOT_IDENTIFIABLE,,Gisbourne,
586,13026_21_07_1894_9_XIII. (CONTINUED.) & XIV_THE ATTEMPTED ABDUCTION & NONE_85651222.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
587,13026_21_07_1894_9_XIII. (CONTINUED.) & XIV_THE ATTEMPTED ABDUCTION & NONE_85651222.txt,Sydney,-33.86785,151.20732,UNVERIFIED,,Sydney,
588,13026_21_07_1894_9_XIII. (CONTINUED.) & XIV_THE ATTEMPTED ABDUCTION & NONE_85651222.txt,Curlew,,,UNVERIFIED,imaginary,Curlew,
589,13026_21_07_1894_9_XIII. (CONTINUED.) & XIV_THE ATTEMPTED ABDUCTION & NONE_85651222.txt,Curlew,,,UNVERIFIED,imaginary,Curlew,
590,1638_16_2_1891_4_XVI__64227663.txt,Beechwood,-31.439517,152.666748,NOT_IDENTIFIABLE,,Beechwood,
591,1638_16_2_1891_4_XVI__64227663.txt,Marulan,-34.748333333333335,150.0011111111111,NOT_IDENTIFIABLE,parish,Marulan,
592,1638_16_2_1891_4_XVI__64227663.txt,Goulburn,-34.75155,149.72086,VERIFIED,,Goulburn,
593,4690_22_12_1894_3_I__20723289.txt,Australia,-25.73650334,134.48623,UNVERIFIED,,Australia,
594,4690_22_12_1894_3_I__20723289.txt,Sydney,-33.8688,151.2093,UNVERIFIED,,Sydney,
596,4690_22_12_1894_3_I__20723289.txt,Australia,-25.73650334,134.48623,UNVERIFIED,,Australia,
597,4690_22_12_1894_3_I__20723289.txt,Sydney,-33.8688,151.2093,UNVERIFIED,,Sydney,
598,4690_22_12_1894_3_I__20723289.txt,Sydney,-33.8688,151.2093,UNVERIFIED,,Sydney,
599,4690_22_12_1894_3_I__20723289.txt,Sydney,-33.8688,151.2093,UNVERIFIED,,Sydney,
600,4690_22_12_1894_3_I__20723289.txt,Sydney,-33.8688,151.2093,UNVERIFIED,,Sydney,
601,4690_22_12_1894_3_I__20723289.txt,Rome,41.877018,12.519494,UNVERIFIED,,Rome,
602,3294_12_11_1892_3_XVII.-CONTINUED.__73593473.txt,Carlesruhe,,,UNVERIFIED,imaginary,Carlesruhe,
603,6539_1_09_1891_11_III__60444374.txt,England,52.3555,-1.1743,UNVERIFIED,,England,
604,6539_1_09_1891_11_III__60444374.txt,Tasmania,-42.094754,146.655328,UNVERIFIED,,Tasmania,
605,6539_1_09_1891_11_III__60444374.txt,Deepdean,,,UNVERIFIED,imaginary,Deepdean,
606,6539_1_09_1891_11_III__60444374.txt,Tasmania,-42.094754,146.655328,UNVERIFIED,,Tasmania,
607,6539_1_09_1891_11_III__60444374.txt,Deepdean,,,UNVERIFIED,imaginary,Deepdean,
608,6539_1_09_1891_11_III__60444374.txt,Hobart,-42.87936,147.32941,UNVERIFIED,,Hobart,
609,6539_1_09_1891_11_III__60444374.txt,Hobart,-42.87936,147.32941,UNVERIFIED,,Hobart,
610,6539_1_09_1891_11_III__60444374.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
611,6539_1_09_1891_11_III__60444374.txt,England,52.3555,-1.1743,UNVERIFIED,,England,
612,6539_1_09_1891_11_III__60444374.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
613,6539_1_09_1891_11_III__60444374.txt,Gothsomano,,,UNVERIFIED,imaginary,Gothsomano,
614,6539_1_09_1891_11_III__60444374.txt,New Zealand,-41.79446,171.333169,UNVERIFIED,,New Zealand,
615,"3086_4_07_1891_3_10_THURSDAY ISLAND, August 17th._18998362.txt",Queensland,-22.57086835,144.5505388,UNVERIFIED,,Queensland,
616,"3086_4_07_1891_3_10_THURSDAY ISLAND, August 17th._18998362.txt",Booby Island,-10.60452,141.910867,UNVERIFIED,,Booby Island,
617,"3086_4_07_1891_3_10_THURSDAY ISLAND, August 17th._18998362.txt",Queensland,-22.57086835,144.5505388,UNVERIFIED,,Queensland,
618,"3086_4_07_1891_3_10_THURSDAY ISLAND, August 17th._18998362.txt",Wongo,,,UNVERIFIED,imaginary,Wongo,
619,"3086_4_07_1891_3_10_THURSDAY ISLAND, August 17th._18998362.txt",Austra,,,UNVERIFIED,,Austra,
620,"3086_4_07_1891_3_10_THURSDAY ISLAND, August 17th._18998362.txt",Pimpana,-27.819312,153.30547,UNVERIFIED,,Pimpana,
621,"3086_4_07_1891_3_10_THURSDAY ISLAND, August 17th._18998362.txt",Cooktown,-15.43912,145.136,VERIFIED,,Cooktown,
622,"3086_4_07_1891_3_10_THURSDAY ISLAND, August 17th._18998362.txt",Cooktown,-15.43912,145.136,VERIFIED,,Cooktown,
623,"3086_4_07_1891_3_10_THURSDAY ISLAND, August 17th._18998362.txt",Northumberland, 55.2082542,-2.0784138,VERIFIED,,Northumberland,
624,"3086_4_07_1891_3_10_THURSDAY ISLAND, August 17th._18998362.txt",Townsville,-19.26639,146.80569,VERIFIED,,Townsville,
625,"3086_4_07_1891_3_10_THURSDAY ISLAND, August 17th._18998362.txt",Townsville,-19.26639,146.80569,VERIFIED,,Townsville,
626,"3086_4_07_1891_3_10_THURSDAY ISLAND, August 17th._18998362.txt",Queensland,-22.57086835,144.5505388,UNVERIFIED,,Queensland,
627,"3086_4_07_1891_3_10_THURSDAY ISLAND, August 17th._18998362.txt",Port Mackay,-21.15345,149.16554,VERIFIED,,Port Mackay,
628,"3086_4_07_1891_3_10_THURSDAY ISLAND, August 17th._18998362.txt",Port Mackay,-21.15345,149.16554,VERIFIED,,Port Mackay,
629,"3086_4_07_1891_3_10_THURSDAY ISLAND, August 17th._18998362.txt",Rockhampton,-23.38032,150.50595,UNVERIFIED,,Rockhampton,
630,"3086_4_07_1891_3_10_THURSDAY ISLAND, August 17th._18998362.txt",Moreton,53.4,-3.11667,UNVERIFIED,,Moreton,
631,"3086_4_07_1891_3_10_THURSDAY ISLAND, August 17th._18998362.txt",Brisbane,-27.46794,153.02809,VERIFIED,,Brisbane,
632,13652_17_12_1892_15_I__162189337.txt,Burraga,-33.901289,149.518048,NOT_IDENTIFIABLE,,Burraga,
633,13652_17_12_1892_15_I__162189337.txt,Burraga,-33.901289,149.518048,NOT_IDENTIFIABLE,,Burraga,
634,13652_17_12_1892_15_I__162189337.txt,New England,,,UNVERIFIED,unclear,New England,
635,13652_17_12_1892_15_I__162189337.txt,Sydney,-33.86785,151.20732,UNVERIFIED,,Sydney,
636,13652_17_12_1892_15_I__162189337.txt,Sydney,-33.86785,151.20732,UNVERIFIED,,Sydney,
637,13652_17_12_1892_15_I__162189337.txt,New England,,,UNVERIFIED,unclear,New England,
638,13652_17_12_1892_15_I__162189337.txt,New South Wales,-32.1690028,147.0117543,UNVERIFIED,,New South Wales,
639,13652_17_12_1892_15_I__162189337.txt,New England,25.0391573,-77.42111423,UNVERIFIED,,New England,
640,13652_17_12_1892_15_I__162189337.txt,Burraga,-33.901289,149.518048,NOT_IDENTIFIABLE,,Burraga,
641,13652_17_12_1892_15_I__162189337.txt,Burraga,-33.901289,149.518048,NOT_IDENTIFIABLE,,Burraga,
642,13652_17_12_1892_15_I__162189337.txt,Burraga,-33.901289,149.518048,NOT_IDENTIFIABLE,,Burraga,
643,13652_17_12_1892_15_I__162189337.txt,Burraga,-33.901289,149.518048,NOT_IDENTIFIABLE,,Burraga,
644,13652_17_12_1892_15_I__162189337.txt,Tambah,,,UNVERIFIED,imaginary,Tambah,
645,13652_17_12_1892_15_I__162189337.txt,Burraga,-33.901289,149.518048,NOT_IDENTIFIABLE,,Burraga,
646,13652_17_12_1892_15_I__162189337.txt,Burraga,-33.901289,149.518048,NOT_IDENTIFIABLE,,Burraga,
647,13652_17_12_1892_15_I__162189337.txt,Wattle Creek,,,NOT_IDENTIFIABLE,,Wattle Creek,
648,13652_17_12_1892_15_I__162189337.txt,Burraga,-33.901289,,NOT_IDENTIFIABLE,,Burraga,
649,13652_17_12_1892_15_I__162189337.txt,Wattle Creek,,,NOT_IDENTIFIABLE,,Wattle Creek,
650,13652_17_12_1892_15_I__162189337.txt,Burraga House,,,UNVERIFIED,,Burraga House,
651,13652_17_12_1892_15_I__162189337.txt,Burraga,-33.901289,149.518048,NOT_IDENTIFIABLE,,Burraga,
652,13652_17_12_1892_15_I__162189337.txt,Wattle Creek,,,NOT_IDENTIFIABLE,,Wattle Creek,
653,13652_17_12_1892_15_I__162189337.txt,Providence,41.82399,-71.41283,UNVERIFIED,,Providence,
654,13652_17_12_1892_15_I__162189337.txt,Burraga,-33.901289,149.518048,NOT_IDENTIFIABLE,,Burraga,
655,13652_17_12_1892_15_I__162189337.txt,Wattle Creek,-34.056666666666665,149.91777777777776,NOT_IDENTIFIABLE,,Wattle Creek,
656,13652_17_12_1892_15_I__162189337.txt,Wattle Creek,,,NOT_IDENTIFIABLE,,Wattle Creek,
657,13652_17_12_1892_15_I__162189337.txt,Eurimba,-32.881494,148.817794,UNVERIFIED,,Eurimba,
658,13652_17_12_1892_15_I__162189337.txt,Eurimba,-32.881494,148.817794,UNVERIFIED,,Eurimba,
659,13652_17_12_1892_15_I__162189337.txt,Australia,-25.73650334,134.48623,UNVERIFIED,,Australia,
660,13652_17_12_1892_15_I__162189337.txt,Wattle Creek,,,NOT_IDENTIFIABLE,imaginary,Wattle Creek,
661,13652_17_12_1892_15_I__162189337.txt,Burraga,-33.901289,149.518048,NOT_IDENTIFIABLE,,Burraga,
662,13652_17_12_1892_15_I__162189337.txt,Burraga,-33.901289,149.518048,NOT_IDENTIFIABLE,,Burraga,
663,13652_17_12_1892_15_I__162189337.txt,Burraga,-33.901289,149.518048,NOT_IDENTIFIABLE,,Burraga,
664,13652_17_12_1892_15_I__162189337.txt,Burraga,-33.901289,149.518048,NOT_IDENTIFIABLE,,Burraga,
665,13652_17_12_1892_15_I__162189337.txt,Tambah,,,UNVERIFIED,imaginary,Tambah,
666,13652_17_12_1892_15_I__162189337.txt,Burraga Ranges,,,UNVERIFIED,imaginary,Burraga Ranges,
667,13652_17_12_1892_15_I__162189337.txt,Australia,-25.73650334,134.48623,UNVERIFIED,,Australia,
668,13652_17_12_1892_15_I__162189337.txt,Burraga,-33.901289,149.518048,NOT_IDENTIFIABLE,imaginary,Burraga,
669,13652_17_12_1892_15_I__162189337.txt,Euriuda,,,NOT_IDENTIFIABLE,imaginary,Euriuda,
670,13652_17_12_1892_15_I__162189337.txt,Burraga,-33.901289,149.518048,NOT_IDENTIFIABLE,imaginary,Burraga,
671,13652_17_12_1892_15_I__162189337.txt,Burraga,-33.901289,149.518048,NOT_IDENTIFIABLE,imaginary,Burraga,
672,13652_17_12_1892_15_I__162189337.txt,Burraga House,,,UNVERIFIED,imaginary,Burraga House,
673,13652_17_12_1892_15_I__162189337.txt,Burraga House,,,UNVERIFIED,imaginary,Burraga House,
674,13652_17_12_1892_15_I__162189337.txt,Burraga,-33.901289,149.518048,NOT_IDENTIFIABLE,imaginary,Burraga,
675,13652_17_12_1892_15_I__162189337.txt,Burraga,-33.901289,149.518048,NOT_IDENTIFIABLE,imaginary,Burraga,
676,13144_1_8_1891_7_4. X_FIGHTING A BUSH FIRE_111984418.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
677,13144_1_8_1891_7_4. X_FIGHTING A BUSH FIRE_111984418.txt,Port Phillip,,,UNVERIFIED,,Port Phillip,
678,13144_1_8_1891_7_4. X_FIGHTING A BUSH FIRE_111984418.txt,Tatiara,,,UNVERIFIED,imaginary,Tatiara,
679,13144_1_8_1891_7_4. X_FIGHTING A BUSH FIRE_111984418.txt,Mallee,-34.254988,142.522958,UNVERIFIED,,Mallee,
680,13144_1_8_1891_7_4. X_FIGHTING A BUSH FIRE_111984418.txt,Port Phillip,40.432469,29.15639,UNVERIFIED,,Port Philip,
681,8256_24_05_1890_3_XII.__88984815.txt,Mount Macedon,-37.41375,144.58431,UNVERIFIED,,Mount Macedon,
682,8256_24_05_1890_3_XII.__88984815.txt,Kyneton,-37.224863,144.456035,UNVERIFIED,,Kyneton,
683,8256_24_05_1890_3_XII.__88984815.txt,Sydney,-33.86785,151.20732,UNVERIFIED,,Sydney,
684,8256_24_05_1890_3_XII.__88984815.txt,Goliaths,,,UNVERIFIED,,Goliaths,
685,8256_24_05_1890_3_XII.__88984815.txt,Bulleen Bulleen Creek,,,UNVERIFIED,imaginary,Bulleen Bulleen Creek,
686,8256_24_05_1890_3_XII.__88984815.txt,Loddou,,,UNVERIFIED,,Loddou,
687,8142_8_02_1890_1_II__84689581.txt,India,22.5,77.5,UNVERIFIED,,India,
688,8142_8_02_1890_1_II__84689581.txt,Victoria,15.50381,-87.82625,UNVERIFIED,Geographic Region,Victoria,
689,8142_8_02_1890_1_II__84689581.txt,Gippsland,-35.411438,141.152344,UNVERIFIED,Geographic Region,Gippsland,
690,8142_8_02_1890_1_II__84689581.txt,Australia,-25.73650334,134.48623,UNVERIFIED,Geographic Region,Australia,
691,8142_8_02_1890_1_II__84689581.txt,Gippsland,-35.411438,141.152344,UNVERIFIED,,Gippsland,
692,8142_8_02_1890_1_II__84689581.txt,Myrtle Flat,,,UNVERIFIED,imaginary,Myrtle Fat,
693,8142_8_02_1890_1_II__84689581.txt,Myrtle Flat,,,UNVERIFIED,imaginary,Myrtle Flat,
694,8142_8_02_1890_1_II__84689581.txt,Littone,,,UNVERIFIED,imaginary,Littone,
695,8142_8_02_1890_1_II__84689581.txt,Myrtle Flat,,,UNVERIFIED,imaginary,Myrtle Flat,
696,19903_25_7_1891_34_I__197951120.txt,Tasmania,-41.93519318,146.5984904,UNVERIFIED,,Tasmania,
697,19903_25_7_1891_34_I__197951120.txt,Rosoneath,,,UNVERIFIED,imaginary,Rosoneath,
698,19903_25_7_1891_34_I__197951120.txt,Roseneath,,,UNVERIFIED,imaginary,Roseneath,
699,19903_25_7_1891_34_I__197951120.txt,Tasmania,-41.93519318,146.5984904,UNVERIFIED,,Tasmania,
700,19903_25_7_1891_34_I__197951120.txt,Eugland,,,UNVERIFIED,,Eugland,
701,19903_25_7_1891_34_I__197951120.txt,Tasmania,-41.93519318,146.5984904,UNVERIFIED,,Tasmania,
702,19903_25_7_1891_34_I__197951120.txt,Deepdoan,,,UNVERIFIED,,Deepdoan,
703,19903_25_7_1891_34_I__197951120.txt,Tasmauia,-41.93519318,146.5984904,UNVERIFIED,,Tasmauia,
704,19903_25_7_1891_34_I__197951120.txt,Deepdoan,,,UNVERIFIED,imaginary,Deepdoan,
705,19903_25_7_1891_34_I__197951120.txt,Dccpdcan,,,UNVERIFIED,imaginary,Dccpdcan,
706,19903_25_7_1891_34_I__197951120.txt,Hobart,-42.87936,147.32941,UNVERIFIED,,Hobart,
707,19903_25_7_1891_34_I__197951120.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
708,19903_25_7_1891_34_I__197951120.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
709,19903_25_7_1891_34_I__197951120.txt,Gethsetnahe,,,UNVERIFIED,,Gethsetnahe,
710,8256_10_05_1890_7_X__88984222.txt,Goulburn,-34.75155,149.72086,UNVERIFIED,,Goulburn,
711,8256_10_05_1890_7_X__88984222.txt,Melbourne,-37.814,144.96332,VERIFIED,,Melbourne,
712,8256_10_05_1890_7_X__88984222.txt,Rochester,,,NOT_IDENTIFIABLE,imaginary,Rochester,
713,8256_10_05_1890_7_X__88984222.txt,Spring Plains,,,UNVERIFIED,imaginary,Spring Plains,
714,8256_10_05_1890_7_X__88984222.txt,Strathford Lodge,,,NOT_IDENTIFIABLE,imaginary,Strathford Lodge,
715,8256_10_05_1890_7_X__88984222.txt,Wild Duck - Creek,,,UNVERIFIED,imaginary,Wild Duck - Creek,
716,8256_10_05_1890_7_X__88984222.txt,Murray river,,,UNVERIFIED,river,Murray river,
717,8256_10_05_1890_7_X__88984222.txt,Moama,-36.10413,144.7608,VERIFIED,,Moama,
718,8256_10_05_1890_7_X__88984222.txt,Echuca,-36.14057,144.75185,VERIFIED,,Echuca,
719,8256_10_05_1890_7_X__88984222.txt,Loddon,,,NOT_IDENTIFIABLE,,Loddon,
720,8256_10_05_1890_7_X__88984222.txt,Charlotte Plains,,,UNVERIFIED,,Charlotte Plains,
721,8256_10_05_1890_7_X__88984222.txt,Salisbury,-34.76667,138.63333,UNVERIFIED,,Salisbury,
722,8256_10_05_1890_7_X__88984222.txt,Goulburn,-34.75155,149.72086,UNVERIFIED,,Goulburn,
723,8256_10_05_1890_7_X__88984222.txt,Mount Alexander North,-36.973832,144.220738,NOT_IDENTIFIABLE,,Mount Alexander North,
724,8256_10_05_1890_7_X__88984222.txt,Ravenswood,-36.869566,144.209055,NOT_IDENTIFIABLE,,Ravenswood,
725,8256_10_05_1890_7_X__88984222.txt,Mount Alexander,-36.973832,144.220738,UNVERIFIED,,Mount Alexander,
726,8256_10_05_1890_7_X__88984222.txt,Campaspe,-36.60958,144.65431,NOT_IDENTIFIABLE,,iOampaspe,
727,8256_10_05_1890_7_X__88984222.txt,Loddon,-37.39979,144.24601,NOT_IDENTIFIABLE,,Loddon,
728,8256_10_05_1890_7_X__88984222.txt,Nulla Nulla,,,NOT_IDENTIFIABLE,,Nulla Nulla,
729,8256_10_05_1890_7_X__88984222.txt,Melbourne,-37.814,144.96332,VERIFIED,,Melbourne,
730,8256_10_05_1890_7_X__88984222.txt,Melbourne,-37.814,144.96332,VERIFIED,,Melbourne,
731,8256_10_05_1890_7_X__88984222.txt,Bendigo,-36.75818,144.28024,VERIFIED,,Bendigo,
732,8256_10_05_1890_7_X__88984222.txt,Bendigo,-36.75818,144.28024,VERIFIED,,Bendigo,
733,8256_10_05_1890_7_X__88984222.txt,Melbourne,-37.814,144.96332,VERIFIED,,Melbourne,
734,8256_10_05_1890_7_X__88984222.txt,Melbourne,-37.814,144.96332,VERIFIED,,Melbourne,
735,8256_10_05_1890_7_X__88984222.txt,Bulleeu Creek,,,NOT_IDENTIFIABLE,,Bulleeu Creek,
736,8256_10_05_1890_7_X__88984222.txt,Mount Alexander,-36.973832,144.220738,UNVERIFIED,,Mount Alexander,
737,8256_10_05_1890_7_X__88984222.txt,Durham,54.77676,-1.57566,UNVERIFIED,,Durham,
738,8256_10_05_1890_7_X__88984222.txt,Cambridge,-42.83333,147.45,UNVERIFIED,,Cambridge,
740,8256_10_05_1890_7_X__88984222.txt,Durham,54.77676,-1.57566,UNVERIFIED,,Durham,
741,8256_10_05_1890_7_X__88984222.txt,Durham,54.77676,-1.57566,UNVERIFIED,,Durham,
742,6966_17_01_1891_25_VIII__63612052.txt,polish,,,UNVERIFIED,,polish,
743,6966_17_01_1891_25_VIII__63612052.txt,Englishwoman,,,UNVERIFIED,,Englishwoman,
744,14419_17_12_1890_7_V_A TERRIBLE ORDEAL_113745222.txt,New Zealand,-41.79446,171.333169,UNVERIFIED,,New Zealand,
745,14419_17_12_1890_7_V_A TERRIBLE ORDEAL_113745222.txt,New South Wales,-32.1690028,147.0117543,VERIFIED,,Hew South Wales,
746,14419_17_12_1890_7_V_A TERRIBLE ORDEAL_113745222.txt,Newgealand.,-41.7944599,171.3331694,VERIFIED,,Newgealand.,
747,14419_17_12_1890_7_V_A TERRIBLE ORDEAL_113745222.txt,London,51.50853,-0.12574,UNVERIFIED,,London,
748,14419_17_12_1890_7_V_A TERRIBLE ORDEAL_113745222.txt,Australia,-25.73650334,134.48623,VERIFIED,,Australia,
749,14419_17_12_1890_7_V_A TERRIBLE ORDEAL_113745222.txt,Adelaide,-34.92866,138.59863,VERIFIED,,Adelaide,
750,14419_17_12_1890_7_V_A TERRIBLE ORDEAL_113745222.txt,Melbourne,-37.814,144.96332,UNVERIFIED,,Melbourne,
751,14419_17_12_1890_7_V_A TERRIBLE ORDEAL_113745222.txt,Brisbane,-27.46794,153.02809,UNVERIFIED,,Brisbane,
752,14419_17_12_1890_7_V_A TERRIBLE ORDEAL_113745222.txt,Australia,-25.73650334,134.48623,UNVERIFIED,,AUSTRALIA,
753,14419_17_12_1890_7_V_A TERRIBLE ORDEAL_113745222.txt,London,51.50853,-0.12574,UNVERIFIED,,London,
754,14419_17_12_1890_7_V_A TERRIBLE ORDEAL_113745222.txt,London,51.50853,-0.12574,UNVERIFIED,,London,
755,14419_17_12_1890_7_V_A TERRIBLE ORDEAL_113745222.txt,London,51.50853,-0.12574,UNVERIFIED,,London,
756,14419_17_12_1890_7_V_A TERRIBLE ORDEAL_113745222.txt,London,51.50853,-0.12574,UNVERIFIED,,London,
757,14419_17_12_1890_7_V_A TERRIBLE ORDEAL_113745222.txt,Australia,-25.73650334,134.48623,VERIFIED,,Australia,
758,14419_17_12_1890_7_V_A TERRIBLE ORDEAL_113745222.txt,Australia,-25.73650334,134.48623,VERIFIED,,Australia,
759,14419_17_12_1890_7_V_A TERRIBLE ORDEAL_113745222.txt,Hyde Park,41.76676,-73.901525,VERIFIED,,Hyde Park',
760,14419_17_12_1890_7_V_A TERRIBLE ORDEAL_113745222.txt,Europe,42.5,27.5,UNVERIFIED,,Europe,
761,14419_17_12_1890_7_V_A TERRIBLE ORDEAL_113745222.txt,America,51.43667,5.97917,UNVERIFIED,,America,
