article_id,Placename,Filename,latitude,longitude,State,mean_median_dist,median_median_dist,n_results,winnerPct,searchType,Trove_id
139706802,Union,18472_2_3_1895_28_None__139706802.txt,145.4398651,-37.27361107,VIC,1.717293858,1.717293858,2,100,exact,18472
139706802,Puck,18472_2_3_1895_28_None__139706802.txt,,,None,,,0,,None,18472
59343329,IL,6468_8_11_1895_1_II__59343329.txt,,,None,,,0,,None,6468
59343329,London,6468_8_11_1895_1_II__59343329.txt,-0.127758,51.5074,No best estimate,0,0,1,100,exact,6468
59343329,Palmerston,6468_8_11_1895_1_II__59343329.txt,148.1336121,-26.60257375,Ambiguous,7.846500406,8.88098987,11,,exact,6468
59343329,Spiderley,6468_8_11_1895_1_II__59343329.txt,,,None,,,0,,None,6468
64035582,Sydney,7042_2_08_1884_0_XI_A FOOL'S PARADISE._64035582.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,7042
64035582,England,7042_2_08_1884_0_XI_A FOOL'S PARADISE._64035582.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,7042
138092899,Sydney,13335_12_7_1884_42_VII__138092899.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,13335
138092899,England,13335_12_7_1884_42_VII__138092899.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,13335
138092899,England,13335_12_7_1884_42_VII__138092899.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,13335
138092899,Europe,13335_12_7_1884_42_VII__138092899.txt,,,None,,,0,,None,13335
138092899,Europe,13335_12_7_1884_42_VII__138092899.txt,,,None,,,0,,None,13335
138092899,Windahgil,13335_12_7_1884_42_VII__138092899.txt,,,None,,,0,,None,13335
138092899,Moramah,13335_12_7_1884_42_VII__138092899.txt,,,None,,,0,,None,13335
138092899,England,13335_12_7_1884_42_VII__138092899.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,13335
138092899,Sydney,13335_12_7_1884_42_VII__138092899.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,13335
138092899,England,13335_12_7_1884_42_VII__138092899.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,13335
138092899,Sydney,13335_12_7_1884_42_VII__138092899.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,13335
138092899,Rome,13335_12_7_1884_42_VII__138092899.txt,,,None,,,0,,None,13335
138092899,Venice,13335_12_7_1884_42_VII__138092899.txt,,,None,,,0,,None,13335
138092899,Athens,13335_12_7_1884_42_VII__138092899.txt,23.7275,37.9838,No best estimate,0,0,1,100,exact,13335
138092899,Greek,13335_12_7_1884_42_VII__138092899.txt,,,None,,,0,,None,13335
138092899,Isles,13335_12_7_1884_42_VII__138092899.txt,,,None,,,0,,None,13335
138092899,British,13335_12_7_1884_42_VII__138092899.txt,,,None,,,0,,None,13335
138092899,Chatsworth,13335_12_7_1884_42_VII__138092899.txt,147.3523783,-35.99579695,Ambiguous,5.253522861,5.028065122,11,,exact,13335
138092899,Chatsworth,13335_12_7_1884_42_VII__138092899.txt,147.3523783,-35.99579695,Ambiguous,5.253522861,5.028065122,11,,exact,13335
138092899,Sydney,13335_12_7_1884_42_VII__138092899.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,13335
138092899,Sydney,13335_12_7_1884_42_VII__138092899.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,13335
138092899,Sydney,13335_12_7_1884_42_VII__138092899.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,13335
138092899,Sydney,13335_12_7_1884_42_VII__138092899.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,13335
138092899,Windahgil,13335_12_7_1884_42_VII__138092899.txt,,,None,,,0,,None,13335
73766225,Melbourne,2061_9_01_1886_0_I_THROUGH FIRE._73766225.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,2061
73766225,Yarraville,2061_9_01_1886_0_I_THROUGH FIRE._73766225.txt,144.8904114,-37.81624985,VIC,0.00064786,0.0008335,5,60,exact,2061
73766225,Schnapper Point,2061_9_01_1886_0_I_THROUGH FIRE._73766225.txt,152.8052778,-30.95666667,NSW,2.802568254,1.928052454,7,57.14285714,exact,2061
73766225,Florence,2061_9_01_1886_0_I_THROUGH FIRE._73766225.txt,140.3833333,-21.1,QLD,0.089752747,0.089752747,3,66.66666667,exact,2061
73766225,Mband,2061_9_01_1886_0_I_THROUGH FIRE._73766225.txt,,,None,,,0,,None,2061
73766225,Williamstown,2061_9_01_1886_0_I_THROUGH FIRE._73766225.txt,141.8903039,-36.35775167,Ambiguous,3.706956091,3.40694793,9,,exact,2061
73766225,Ilok,2061_9_01_1886_0_I_THROUGH FIRE._73766225.txt,,,None,,,0,,None,2061
73766225,Williantstown,2061_9_01_1886_0_I_THROUGH FIRE._73766225.txt,,,None,,,0,,None,2061
73766225,Yarra,2061_9_01_1886_0_I_THROUGH FIRE._73766225.txt,149.6344444,-34.815,NSW,0.299254339,0,4,75,exact,2061
77567623,Kojonga,5346_26_08_1882_1_I.__77567623.txt,138.63417,-33.85549,SA,0,0,1,100,fuzzy,5346
77567623,Cambridge,5346_26_08_1882_1_I.__77567623.txt,147.24227,-30.18398,Ambiguous,5.981233106,3.8251865,6,,exact,5346
35946047,Australia,5343_11_08_1882_1_I__35946047.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,5343
35946047,Kojonga,5343_11_08_1882_1_I__35946047.txt,138.63417,-33.85549,SA,0,0,1,100,fuzzy,5343
35946047,Galway,5343_11_08_1882_1_I__35946047.txt,138.58092,-35.208095,SA,0.238789371,0.238789371,3,66.66666667,exact,5343
35946047,Cambridge,5343_11_08_1882_1_I__35946047.txt,147.24227,-30.18398,Ambiguous,5.981233106,3.8251865,6,,exact,5343
94334772,Australia,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,3736
94334772,Adelaide,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,3736
94334772,Adelaide,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,3736
94334772,Adelaide,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,3736
94334772,Adelaide,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,3736
94334772,China,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,,,None,,,0,,None,3736
94334772,China,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,,,None,,,0,,None,3736
94334772,Adelaide,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,3736
94334772,Adelaide,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,3736
94334772,Adelaide,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,3736
94334772,Adelaide,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,3736
94334772,Adelaide,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,3736
94334772,Adelaide,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,3736
94334772,Adelaide,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,3736
94334772,Adelaide,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,3736
94334772,Adelaide,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,3736
94334772,Adelaide,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,3736
94334772,Adelaide,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,3736
94334772,Adelaide,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,3736
94334772,Adelaide,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,3736
94334772,Btrong,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,,,None,,,0,,None,3736
94334772,Greyville,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,142.6575,-31.5525,NSW,0,0,1,100,fuzzy,3736
94334772,Greyville,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,142.6575,-31.5525,NSW,0,0,1,100,fuzzy,3736
94334772,Greyville,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,142.6575,-31.5525,NSW,0,0,1,100,fuzzy,3736
94334772,Grey,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,141.2058167,-31.64737333,Ambiguous,5.016746324,5.115423808,6,,exact,3736
94334772,China,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,,,None,,,0,,None,3736
94334772,China,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,,,None,,,0,,None,3736
94334772,China,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,,,None,,,0,,None,3736
94334772,China,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,,,None,,,0,,None,3736
94334772,Greyville,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,142.6575,-31.5525,NSW,0,0,1,100,fuzzy,3736
94334772,Adelaide,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,139.172745,-35.667645,SA,2.131542021,1.888444573,4,100,exact,3736
94334772,Greyville,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,142.6575,-31.5525,NSW,0,0,1,100,fuzzy,3736
186367947,Australia,17796_12_8_1882_1_I__186367947.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,17796
186367947,Kojpnga,17796_12_8_1882_1_I__186367947.txt,,,None,,,0,,None,17796
186367947,Cambridge,17796_12_8_1882_1_I__186367947.txt,147.24227,-30.18398,Ambiguous,5.981233106,3.8251865,6,,exact,17796
186367947,St. Petersburgh,17796_12_8_1882_1_I__186367947.txt,30.309,59.9908,No best estimate,0,0,1,100,fuzzy,17796
186367947,Malta,17796_12_8_1882_1_I__186367947.txt,144.42,-28.37055556,Ambiguous,4.28184673,4.28184673,2,,exact,17796
186367947,England,17796_12_8_1882_1_I__186367947.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,17796
186367947,London,17796_12_8_1882_1_I__186367947.txt,-0.127758,51.5074,No best estimate,0,0,1,100,exact,17796
186367947,Maltese,17796_12_8_1882_1_I__186367947.txt,,,None,,,0,,None,17796
186367947,Maltese,17796_12_8_1882_1_I__186367947.txt,,,None,,,0,,None,17796
186367947,Atlas,17796_12_8_1882_1_I__186367947.txt,139.33263,-35.28065,SA,0,0,1,100,fuzzy,17796
186367947,Glika,17796_12_8_1882_1_I__186367947.txt,,,None,,,0,,None,17796
186367947,Venice,17796_12_8_1882_1_I__186367947.txt,,,None,,,0,,None,17796
186367947,London,17796_12_8_1882_1_I__186367947.txt,-0.127758,51.5074,No best estimate,0,0,1,100,exact,17796
186367947,Malta,17796_12_8_1882_1_I__186367947.txt,144.42,-28.37055556,Ambiguous,4.28184673,4.28184673,2,,exact,17796
186367947,England,17796_12_8_1882_1_I__186367947.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,17796
186367947,England,17796_12_8_1882_1_I__186367947.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,17796
186367947,Austrian,17796_12_8_1882_1_I__186367947.txt,,,None,,,0,,None,17796
186367947,Maltese,17796_12_8_1882_1_I__186367947.txt,,,None,,,0,,None,17796
97289542,Australia,5348_11_08_1882_1_I.__97289542.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,5348
97289542,Kojonga,5348_11_08_1882_1_I.__97289542.txt,138.63417,-33.85549,SA,0,0,1,100,fuzzy,5348
97289542,Galway,5348_11_08_1882_1_I.__97289542.txt,138.58092,-35.208095,SA,0.238789371,0.238789371,3,66.66666667,exact,5348
97289542,Cambridge,5348_11_08_1882_1_I.__97289542.txt,147.24227,-30.18398,Ambiguous,5.981233106,3.8251865,6,,exact,5348
97289542,Malta,5348_11_08_1882_1_I.__97289542.txt,144.42,-28.37055556,Ambiguous,4.28184673,4.28184673,2,,exact,5348
97289542,England,5348_11_08_1882_1_I.__97289542.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,5348
97289542,London,5348_11_08_1882_1_I.__97289542.txt,-0.127758,51.5074,No best estimate,0,0,1,100,exact,5348
97289542,Maltese,5348_11_08_1882_1_I.__97289542.txt,,,None,,,0,,None,5348
97289542,Maltese,5348_11_08_1882_1_I.__97289542.txt,,,None,,,0,,None,5348
97289542,Atlas,5348_11_08_1882_1_I.__97289542.txt,139.33263,-35.28065,SA,0,0,1,100,fuzzy,5348
97289542,Glika,5348_11_08_1882_1_I.__97289542.txt,,,None,,,0,,None,5348
97289542,Venice,5348_11_08_1882_1_I.__97289542.txt,,,None,,,0,,None,5348
97289542,Venice,5348_11_08_1882_1_I.__97289542.txt,,,None,,,0,,None,5348
97289542,London,5348_11_08_1882_1_I.__97289542.txt,-0.127758,51.5074,No best estimate,0,0,1,100,exact,5348
97289542,Malta,5348_11_08_1882_1_I.__97289542.txt,144.42,-28.37055556,Ambiguous,4.28184673,4.28184673,2,,exact,5348
97289542,England,5348_11_08_1882_1_I.__97289542.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,5348
97289542,England,5348_11_08_1882_1_I.__97289542.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,5348
97289542,Austrian,5348_11_08_1882_1_I.__97289542.txt,,,None,,,0,,None,5348
197779947,Paringa,19756_30_12_1882_2_VIII__197779947.txt,140.8022,-35.1343685,Ambiguous,3.844445133,2.330761789,8,,exact,19756
197779947,Paringa,19756_30_12_1882_2_VIII__197779947.txt,140.8022,-35.1343685,Ambiguous,3.844445133,2.330761789,8,,exact,19756
197779947,England,19756_30_12_1882_2_VIII__197779947.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,19756
197779947,Algeria,19756_30_12_1882_2_VIII__197779947.txt,,,No best estimate,,,1,100,exact,19756
197779947,Coleraine,19756_30_12_1882_2_VIII__197779947.txt,141.7134485,-36.5103506,Ambiguous,3.89229608,1.963270754,6,,exact,19756
197779947,Oxfordshire,19756_30_12_1882_2_VIII__197779947.txt,,,None,,,0,,None,19756
197779947,Paringa,19756_30_12_1882_2_VIII__197779947.txt,140.8022,-35.1343685,Ambiguous,3.844445133,2.330761789,8,,exact,19756
197779947,Paringa,19756_30_12_1882_2_VIII__197779947.txt,140.8022,-35.1343685,Ambiguous,3.844445133,2.330761789,8,,exact,19756
197779947,Paringa,19756_30_12_1882_2_VIII__197779947.txt,140.8022,-35.1343685,Ambiguous,3.844445133,2.330761789,8,,exact,19756
197779947,Paringa,19756_30_12_1882_2_VIII__197779947.txt,140.8022,-35.1343685,Ambiguous,3.844445133,2.330761789,8,,exact,19756
197779947,Melbourne,19756_30_12_1882_2_VIII__197779947.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,19756
197779947,Elmhurst,19756_30_12_1882_2_VIII__197779947.txt,143.2518005,-37.17652778,VIC,0.011488175,0.003328278,4,75,exact,19756
70741491,Kojongn,5344_4_08_1882_1_I.__70741491.txt,,,None,,,0,,None,5344
70741491,St. Peters,5344_4_08_1882_1_I.__70741491.txt,151.3552778,-33.32333333,NSW,0.618199109,0.618199109,3,66.66666667,fuzzy,5344
70741491,Malta,5344_4_08_1882_1_I.__70741491.txt,144.42,-28.37055556,Ambiguous,4.28184673,4.28184673,2,,exact,5344
70741491,England,5344_4_08_1882_1_I.__70741491.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,5344
70741491,London,5344_4_08_1882_1_I.__70741491.txt,-0.127758,51.5074,No best estimate,0,0,1,100,exact,5344
70741491,Maltese,5344_4_08_1882_1_I.__70741491.txt,,,None,,,0,,None,5344
70741491,Atlas,5344_4_08_1882_1_I.__70741491.txt,139.33263,-35.28065,SA,0,0,1,100,fuzzy,5344
70741491,Glilan,5344_4_08_1882_1_I.__70741491.txt,,,None,,,0,,None,5344
70741491,Venice,5344_4_08_1882_1_I.__70741491.txt,,,None,,,0,,None,5344
70741491,Venice,5344_4_08_1882_1_I.__70741491.txt,,,None,,,0,,None,5344
70741491,London,5344_4_08_1882_1_I.__70741491.txt,-0.127758,51.5074,No best estimate,0,0,1,100,exact,5344
70741491,Malta,5344_4_08_1882_1_I.__70741491.txt,144.42,-28.37055556,Ambiguous,4.28184673,4.28184673,2,,exact,5344
70741491,England,5344_4_08_1882_1_I.__70741491.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,5344
70741491,England,5344_4_08_1882_1_I.__70741491.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,5344
70741491,Austrian,5344_4_08_1882_1_I.__70741491.txt,,,None,,,0,,None,5344
198488865,Ireland,17502_24_12_1881_4_XXII__198488865.txt,,,None,,,0,,None,17502
198488865,Austra,17502_24_12_1881_4_XXII__198488865.txt,148.078887,-37.92083326,Ambiguous,4.838902001,4.838902001,2,,fuzzy,17502
70965303,New York,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,,,None,,,0,,None,7732
70965303,New York,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,,,None,,,0,,None,7732
70965303,Barstow,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,,,None,,,0,,None,7732
70965303,Perrywood,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,,,None,,,0,,None,7732
70965303,Oxford,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,147.4894444,-30.57166667,Ambiguous,4.609354362,3.694136803,5,,exact,7732
70965303,London,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,-0.127758,51.5074,No best estimate,0,0,1,100,exact,7732
70965303,England,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,7732
70965303,Australia,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,7732
70965303,Perrywood,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,,,None,,,0,,None,7732
70965303,Mount,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,,,None,,,0,,None,7732
70965303,Auburn,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,150.6166667,-33.165,Ambiguous,3.610630896,3.050462989,15,,exact,7732
70965303,London,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,-0.127758,51.5074,No best estimate,0,0,1,100,exact,7732
70965303,Chestnut House,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,,,None,,,0,,None,7732
70965303,New York,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,,,None,,,0,,None,7732
70965303,Dun ham Tower,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,,,None,,,0,,None,7732
70965303,Sussex,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,147.9677778,-33.382206,NSW,1.765309206,1.663432596,6,83.33333333,exact,7732
70965303,Lindenfield,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,,,None,,,0,,None,7732
70965303,Lindenfield,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,,,None,,,0,,None,7732
70965303,M.P.,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,,,None,,,0,,None,7732
70965303,Limitod,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,,,None,,,0,,None,7732
70965303,Sydney,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,7732
70965303,Sydney,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,7732
160164812,Paringa,14616_16_12_1882_45_IX__160164812.txt,140.8022,-35.1343685,Ambiguous,3.844445133,2.330761789,8,,exact,14616
160164812,Melbourne,14616_16_12_1882_45_IX__160164812.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,14616
161916291,Australasia,13217_9_10_1880_678_XXVI__161916291.txt,,,None,,,0,,None,13217
161916291,Charlemont,13217_9_10_1880_678_XXVI__161916291.txt,,,NSW,,,3,66.66666667,exact,13217
161916291,Charlemont,13217_9_10_1880_678_XXVI__161916291.txt,,,NSW,,,3,66.66666667,exact,13217
161916291,Charlemont,13217_9_10_1880_678_XXVI__161916291.txt,,,NSW,,,3,66.66666667,exact,13217
161877067,Australia,14042_8_5_1880_862_I__161877067.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,14042
161877067,Gippsland,14042_8_5_1880_862_I__161877067.txt,146.966,-37.4032,Ambiguous,0,0,2,,exact,14042
161877067,Gippsland,14042_8_5_1880_862_I__161877067.txt,146.966,-37.4032,Ambiguous,0,0,2,,exact,14042
161877067,Sydney,14042_8_5_1880_862_I__161877067.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,14042
161877067,Sydney,14042_8_5_1880_862_I__161877067.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,14042
161877067,Melbourne,14042_8_5_1880_862_I__161877067.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,14042
161877067,Moberly,14042_8_5_1880_862_I__161877067.txt,,,None,,,0,,None,14042
161877067,Lake Bulla,14042_8_5_1880_862_I__161877067.txt,142.3604126,-34.7551384,VIC,0,0,1,100,exact,14042
161877067,Mount Jamieson,14042_8_5_1880_862_I__161877067.txt,147.4088889,-26.42416667,Ambiguous,7.326672864,7.326672864,2,,exact,14042
161877067,Warrarra,14042_8_5_1880_862_I__161877067.txt,141.2333333,-19.66666667,QLD,0,0,1,100,fuzzy,14042
161877067,Warrandilla,14042_8_5_1880_862_I__161877067.txt,,,None,,,0,,None,14042
161877067,Warrarra,14042_8_5_1880_862_I__161877067.txt,141.2333333,-19.66666667,QLD,0,0,1,100,fuzzy,14042
161877067,Warrandilla Creek,14042_8_5_1880_862_I__161877067.txt,,,None,,,0,,None,14042
161877067,Warrarra,14042_8_5_1880_862_I__161877067.txt,141.2333333,-19.66666667,QLD,0,0,1,100,fuzzy,14042
161877067,Warrarra,14042_8_5_1880_862_I__161877067.txt,141.2333333,-19.66666667,QLD,0,0,1,100,fuzzy,14042
161877067,Warrarra,14042_8_5_1880_862_I__161877067.txt,141.2333333,-19.66666667,QLD,0,0,1,100,fuzzy,14042
161877067,Quondong,14042_8_5_1880_862_I__161877067.txt,144.2054167,-32.65376246,Ambiguous,4.304588776,3.732852595,12,,exact,14042
161877067,Quondong,14042_8_5_1880_862_I__161877067.txt,144.2054167,-32.65376246,Ambiguous,4.304588776,3.732852595,12,,exact,14042
161877067,Quondong,14042_8_5_1880_862_I__161877067.txt,144.2054167,-32.65376246,Ambiguous,4.304588776,3.732852595,12,,exact,14042
161877067,Melbourne,14042_8_5_1880_862_I__161877067.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,14042
161877067,Old Lamb Inn,14042_8_5_1880_862_I__161877067.txt,,,None,,,0,,None,14042
161877067,Melbourne,14042_8_5_1880_862_I__161877067.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,14042
161877067,Quondong,14042_8_5_1880_862_I__161877067.txt,144.2054167,-32.65376246,Ambiguous,4.304588776,3.732852595,12,,exact,14042
161877067,Warrandilla,14042_8_5_1880_862_I__161877067.txt,,,None,,,0,,None,14042
161877067,Quondong,14042_8_5_1880_862_I__161877067.txt,144.2054167,-32.65376246,Ambiguous,4.304588776,3.732852595,12,,exact,14042
161877067,Sydney,14042_8_5_1880_862_I__161877067.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,14042
161877067,Italy,14042_8_5_1880_862_I__161877067.txt,,,None,,,0,,None,14042
161877067,Warrarra,14042_8_5_1880_862_I__161877067.txt,141.2333333,-19.66666667,QLD,0,0,1,100,fuzzy,14042
161877067,Bullocky,14042_8_5_1880_862_I__161877067.txt,147.1809905,-34.7450815,NSW,0,0,1,100,exact,14042
161877067,Warrandilla,14042_8_5_1880_862_I__161877067.txt,,,None,,,0,,None,14042
161877067,Warran,14042_8_5_1880_862_I__161877067.txt,151.2065278,-32.13089092,NSW,2.122460935,1.731887512,7,57.14285714,fuzzy,14042
161877067,Omeo,14042_8_5_1880_862_I__161877067.txt,148.2473094,-34.74423667,Ambiguous,3.222432929,2.573282061,7,,exact,14042
161877067,Quondong,14042_8_5_1880_862_I__161877067.txt,144.2054167,-32.65376246,Ambiguous,4.304588776,3.732852595,12,,exact,14042
161877067,India,14042_8_5_1880_862_I__161877067.txt,,,None,,,0,,None,14042
161877067,Quondong,14042_8_5_1880_862_I__161877067.txt,144.2054167,-32.65376246,Ambiguous,4.304588776,3.732852595,12,,exact,14042
161877067,Warrandilk,14042_8_5_1880_862_I__161877067.txt,,,None,,,0,,None,14042
161877067,Quondong,14042_8_5_1880_862_I__161877067.txt,144.2054167,-32.65376246,Ambiguous,4.304588776,3.732852595,12,,exact,14042
161877067,Quondong,14042_8_5_1880_862_I__161877067.txt,144.2054167,-32.65376246,Ambiguous,4.304588776,3.732852595,12,,exact,14042
161877067,Quondong,14042_8_5_1880_862_I__161877067.txt,144.2054167,-32.65376246,Ambiguous,4.304588776,3.732852595,12,,exact,14042
161877067,Melbourne,14042_8_5_1880_862_I__161877067.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,14042
161877067,Melbourne,14042_8_5_1880_862_I__161877067.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,14042
70939958,Sydney,"1967_10_01_1880_31_XXX_The merry, witching olf_70939958.txt",151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,1967
70939958,Sydney,"1967_10_01_1880_31_XXX_The merry, witching olf_70939958.txt",151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,1967
70939958,Sydney,"1967_10_01_1880_31_XXX_The merry, witching olf_70939958.txt",151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,1967
70939958,Sydney,"1967_10_01_1880_31_XXX_The merry, witching olf_70939958.txt",151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,1967
70939958,Sydney,"1967_10_01_1880_31_XXX_The merry, witching olf_70939958.txt",151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,1967
70939958,Bavo,"1967_10_01_1880_31_XXX_The merry, witching olf_70939958.txt",,,None,,,0,,None,1967
