article_id,Placename,Filename,latitude,longitude,State,mean_median_dist,median_median_dist,n_results,winnerPct,searchType,Trove_id
73768525,Melbourne,6709_3_09_1887_0_II.__73768525.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,6709
73768525,Carisbrook,6709_3_09_1887_0_II.__73768525.txt,143.8211128,-37.03805542,VIC,0.035020109,0.01307023,7,57.14285714,exact,6709
73768525,Creek,6709_3_09_1887_0_II.__73768525.txt,,,None,,,0,,None,6709
73768525,Williamstown,6709_3_09_1887_0_II.__73768525.txt,141.8903039,-36.35775167,Ambiguous,3.706956091,3.40694793,9,,exact,6709
73768525,Melbourne,6709_3_09_1887_0_II.__73768525.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,6709
73768525,Melbourne,6709_3_09_1887_0_II.__73768525.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,6709
73768525,Waterloo Flat,6709_3_09_1887_0_II.__73768525.txt,,,None,,,0,,None,6709
73768525,New Zealand,6709_3_09_1887_0_II.__73768525.txt,,,None,,,0,,None,6709
73768525,European,6709_3_09_1887_0_II.__73768525.txt,,,None,,,0,,None,6709
73768525,Wellington,6709_3_09_1887_0_II.__73768525.txt,149.0344444,-32.55013889,NSW,1.632192571,0.247363681,15,60,exact,6709
73768525,Kilkrest,6709_3_09_1887_0_II.__73768525.txt,,,None,,,0,,None,6709
73768525,Ncw ' Zealand,6709_3_09_1887_0_II.__73768525.txt,,,None,,,0,,None,6709
73768525,New Zealand,6709_3_09_1887_0_II.__73768525.txt,,,None,,,0,,None,6709
73768525,Fiery Creek,6709_3_09_1887_0_II.__73768525.txt,144.55,-22.38333333,QLD,4.310147574,4.285796957,10,70,exact,6709
73768525,Fiery Creek,6709_3_09_1887_0_II.__73768525.txt,144.55,-22.38333333,QLD,4.310147574,4.285796957,10,70,exact,6709
73768525,Fiery Creek,6709_3_09_1887_0_II.__73768525.txt,144.55,-22.38333333,QLD,4.310147574,4.285796957,10,70,exact,6709
73768525,Fiery Creek,6709_3_09_1887_0_II.__73768525.txt,144.55,-22.38333333,QLD,4.310147574,4.285796957,10,70,exact,6709
71070193,Williamstown,6692_27_11_1886_33_I__71070193.txt,141.8903039,-36.35775167,Ambiguous,3.706956091,3.40694793,9,,exact,6692
71070193,America,6692_27_11_1886_33_I__71070193.txt,,,None,,,0,,None,6692
77060091,Marranga,6680_3_01_1885_1_II_THE DESERTED CLAIMS._77060091.txt,,,None,,,0,,None,6680
77060091,Australia,6680_3_01_1885_1_II_THE DESERTED CLAIMS._77060091.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,6680
77060091,Herriok,6680_3_01_1885_1_II_THE DESERTED CLAIMS._77060091.txt,,,None,,,0,,None,6680
77060091,Ireland,6680_3_01_1885_1_II_THE DESERTED CLAIMS._77060091.txt,,,None,,,0,,None,6680
77060091,Greek,6680_3_01_1885_1_II_THE DESERTED CLAIMS._77060091.txt,,,None,,,0,,None,6680
77060091,Mount Iioban,6680_3_01_1885_1_II_THE DESERTED CLAIMS._77060091.txt,,,None,,,0,,None,6680
77060091,Marrauga,6680_3_01_1885_1_II_THE DESERTED CLAIMS._77060091.txt,,,None,,,0,,None,6680
77060091,Marrauga,6680_3_01_1885_1_II_THE DESERTED CLAIMS._77060091.txt,,,None,,,0,,None,6680
73244092,Australia,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,6707
73244092,Cain,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,142.9611111,-25.66458333,Ambiguous,7.868169467,7.868169467,2,,exact,6707
73244092,Australia,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,6707
73244092,Esq.,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,,,None,,,0,,None,6707
73244092,Melbourne,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,6707
73244092,London,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,-0.127758,51.5074,No best estimate,0,0,1,100,exact,6707
73244092,England,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,6707
73244092,Victoria,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,148.1344444,-33.93027778,NSW,4.494904881,3.929359113,11,63.63636364,exact,6707
73244092,England,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,6707
73244092,England,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,6707
73244092,Victoria,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,148.1344444,-33.93027778,NSW,4.494904881,3.929359113,11,63.63636364,exact,6707
73244092,Black Range,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,147.7511111,-35.565,NSW,1.765854691,2.111608129,32,46.875,exact,6707
73244092,Beechworth,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,146.6890259,-32.877885,Ambiguous,2.846997171,2.6926976,8,,exact,6707
73244092,Victoria,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,148.1344444,-33.93027778,NSW,4.494904881,3.929359113,11,63.63636364,exact,6707
73244092,Queensland Gulf,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,,,None,,,0,,None,6707
73244092,Gulf,6707_26_12_1891_3_I_THE PROSPECTORS' CAMP._73244092.txt,,,None,,,0,,None,6707
139993499,Mount Reuban,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,147.8500061,-42.72999954,TAS,0,0,1,100,fuzzy,6684
139993499,Boban Creek,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,152.2261111,-30.04833333,NSW,0,0,1,100,exact,6684
139993499,Peaven,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,,,None,,,0,,None,6684
139993499,Newfoundland,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,144.7011111,-30.82361111,NSW,2.13854016,0.036666667,3,100,exact,6684
139993499,Marranga,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,,,None,,,0,,None,6684
139993499,Marranga,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,,,None,,,0,,None,6684
139993499,Marranga,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,,,None,,,0,,None,6684
139993499,Australia,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,6684
139993499,Ireland,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,,,None,,,0,,None,6684
139993499,St. Hqrrick,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,,,None,,,0,,None,6684
139993499,Boban Creek,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,152.2261111,-30.04833333,NSW,0,0,1,100,exact,6684
139993499,Mount Reuban,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,147.8500061,-42.72999954,TAS,0,0,1,100,fuzzy,6684
139993499,Marranga,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,,,None,,,0,,None,6684
139993499,Marranga,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,,,None,,,0,,None,6684
139993499,Tady,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,,,None,,,0,,None,6684
139993499,Marranga,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,,,None,,,0,,None,6684
139993499,Ireland,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,,,None,,,0,,None,6684
139993499,Marranga,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,,,None,,,0,,None,6684
139993499,St. Herrioks,6684_29_11_1884_2_I_RESIGNATION._139993499.txt,,,None,,,0,,None,6684
82599837,Mount Boban,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,148.9872222,-35.80055556,ACT,0,0,1,100,fuzzy,6681
82599837,Jittla,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,,,None,,,0,,None,6681
82599837,Newfoundland,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,144.7011111,-30.82361111,NSW,2.13854016,0.036666667,3,100,exact,6681
82599837,Marranga,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,,,None,,,0,,None,6681
82599837,St. Ilwrick,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,,,None,,,0,,None,6681
82599837,Marranga,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,,,None,,,0,,None,6681
82599837,Marranga,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,,,None,,,0,,None,6681
82599837,Australia,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,6681
82599837,Buf,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,,,None,,,0,,None,6681
82599837,Ireland,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,,,None,,,0,,None,6681
82599837,Boban Creek,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,152.2261111,-30.04833333,NSW,0,0,1,100,exact,6681
82599837,Mount Boban,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,148.9872222,-35.80055556,ACT,0,0,1,100,fuzzy,6681
82599837,Miirrarga,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,,,None,,,0,,None,6681
82599837,Marranga,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,,,None,,,0,,None,6681
82599837,Marranga,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,,,None,,,0,,None,6681
82599837,Marranga,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,,,None,,,0,,None,6681
82599837,St. Ilerriok,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,,,None,,,0,,None,6681
82599837,Ireland,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,,,None,,,0,,None,6681
82599837,St. Herrick,6681_6_12_1884_1_I. _RESIGNATION._82599837.txt,,,None,,,0,,None,6681
63512629,Denisher,6634_16_10_1865_11_XII_BIRDS OF A FEATHER_63512629.txt,,,None,,,0,,None,6634
63512629,Woonoona,6634_16_10_1865_11_XII_BIRDS OF A FEATHER_63512629.txt,150.8844444,-34.33166667,NSW,0.013596197,0.016666667,3,100,fuzzy,6634
63512629,Hooney,6634_16_10_1865_11_XII_BIRDS OF A FEATHER_63512629.txt,,,None,,,0,,None,6634
63512629,Tidney,6634_16_10_1865_11_XII_BIRDS OF A FEATHER_63512629.txt,,,None,,,0,,None,6634
63512629,Denisher,6634_16_10_1865_11_XII_BIRDS OF A FEATHER_63512629.txt,,,None,,,0,,None,6634
63512629,Hooney,6634_16_10_1865_11_XII_BIRDS OF A FEATHER_63512629.txt,,,None,,,0,,None,6634
63512629,Woonboha,6634_16_10_1865_11_XII_BIRDS OF A FEATHER_63512629.txt,,,None,,,0,,None,6634
63512629,Sydney,6634_16_10_1865_11_XII_BIRDS OF A FEATHER_63512629.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,6634
63512629,Sydney,6634_16_10_1865_11_XII_BIRDS OF A FEATHER_63512629.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,6634
59440662,Melbourne,6486_20_05_1898_1_XXIII__59440662.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,6486
59440662,England,6486_20_05_1898_1_XXIII__59440662.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,6486
59440662,England,6486_20_05_1898_1_XXIII__59440662.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,6486
59440662,England,6486_20_05_1898_1_XXIII__59440662.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,6486
59440662,Brindisi,6486_20_05_1898_1_XXIII__59440662.txt,,,None,,,0,,None,6486
59440662,Hylda,6486_20_05_1898_1_XXIII__59440662.txt,,,None,,,0,,None,6486
59440662,Brindisi,6486_20_05_1898_1_XXIII__59440662.txt,,,None,,,0,,None,6486
59440662,Turin,6486_20_05_1898_1_XXIII__59440662.txt,,,None,,,0,,None,6486
59440662,Australia,6486_20_05_1898_1_XXIII__59440662.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,6486
59440662,Turin,6486_20_05_1898_1_XXIII__59440662.txt,,,None,,,0,,None,6486
59440662,Zurich,6486_20_05_1898_1_XXIII__59440662.txt,,,None,,,0,,None,6486
59440662,Strasbourg,6486_20_05_1898_1_XXIII__59440662.txt,146.0166667,-23.08333333,QLD,0,0,1,100,fuzzy,6486
59440662,Strasbourg,6486_20_05_1898_1_XXIII__59440662.txt,146.0166667,-23.08333333,QLD,0,0,1,100,fuzzy,6486
59440662,Frankfort,6486_20_05_1898_1_XXIII__59440662.txt,,,None,,,0,,None,6486
59440662,Namur,6486_20_05_1898_1_XXIII__59440662.txt,,,None,,,0,,None,6486
59440662,Brussels,6486_20_05_1898_1_XXIII__59440662.txt,,,None,,,0,,None,6486
59440662,Brussels,6486_20_05_1898_1_XXIII__59440662.txt,,,None,,,0,,None,6486
59440662,England,6486_20_05_1898_1_XXIII__59440662.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,6486
59440662,Brussels,6486_20_05_1898_1_XXIII__59440662.txt,,,None,,,0,,None,6486
59440662,England,6486_20_05_1898_1_XXIII__59440662.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,6486
59440662,Brussels,6486_20_05_1898_1_XXIII__59440662.txt,,,None,,,0,,None,6486
59440662,St. Gudule,6486_20_05_1898_1_XXIII__59440662.txt,,,None,,,0,,None,6486
59440662,England,6486_20_05_1898_1_XXIII__59440662.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,6486
59440662,England,6486_20_05_1898_1_XXIII__59440662.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,6486
59440662,Brussels,6486_20_05_1898_1_XXIII__59440662.txt,,,None,,,0,,None,6486
133806905,Western Plains Station,6072_20_5_1896_4_XVII_A MYSTERIOUS TRACK._133806905.txt,,,None,,,0,,None,6072
133806905,Western Plains,6072_20_5_1896_4_XVII_A MYSTERIOUS TRACK._133806905.txt,142.0205979,-36.96617516,Ambiguous,6.604015274,6.604015274,2,,exact,6072
88826186,Salathiel.,6244_28_6_1913_50_XXVIII_A LETTER FOR BETSY._88826186.txt,,,None,,,0,,None,6244
88826186,Mtirley,6244_28_6_1913_50_XXVIII_A LETTER FOR BETSY._88826186.txt,,,None,,,0,,None,6244
88826186,Sala,6244_28_6_1913_50_XXVIII_A LETTER FOR BETSY._88826186.txt,,,None,,,0,,None,6244
88826186,Sala,6244_28_6_1913_50_XXVIII_A LETTER FOR BETSY._88826186.txt,,,None,,,0,,None,6244
88826186,Ind,6244_28_6_1913_50_XXVIII_A LETTER FOR BETSY._88826186.txt,,,None,,,0,,None,6244
88826186,Arater,6244_28_6_1913_50_XXVIII_A LETTER FOR BETSY._88826186.txt,,,None,,,0,,None,6244
88826186,Sydney,6244_28_6_1913_50_XXVIII_A LETTER FOR BETSY._88826186.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,6244
88826186,Sala,6244_28_6_1913_50_XXVIII_A LETTER FOR BETSY._88826186.txt,,,None,,,0,,None,6244
88826186,Btffliain,6244_28_6_1913_50_XXVIII_A LETTER FOR BETSY._88826186.txt,,,None,,,0,,None,6244
63937428,Western Plains,6071_3_06_1896_4_XVII_A MYSTERIOUS TRACK._63937428.txt,142.0205979,-36.96617516,Ambiguous,6.604015274,6.604015274,2,,exact,6071
63937428,Western Plains Station,6071_3_06_1896_4_XVII_A MYSTERIOUS TRACK._63937428.txt,,,None,,,0,,None,6071
63937428,Western Plains,6071_3_06_1896_4_XVII_A MYSTERIOUS TRACK._63937428.txt,142.0205979,-36.96617516,Ambiguous,6.604015274,6.604015274,2,,exact,6071
63937428,Holdfast,6071_3_06_1896_4_XVII_A MYSTERIOUS TRACK._63937428.txt,150.7511111,-28.80666667,NSW,0.04544045,0.040367974,4,100,exact,6071
108875843,Bennington,6488_27_12_1897_7_XXII__108875843.txt,145.6190758,-34.434967,NSW,2.709565438,2.709565438,2,100,fuzzy,6488
108875843,Bennington,6488_27_12_1897_7_XXII__108875843.txt,145.6190758,-34.434967,NSW,2.709565438,2.709565438,2,100,fuzzy,6488
108875843,Hylda,6488_27_12_1897_7_XXII__108875843.txt,,,None,,,0,,None,6488
108875843,Hylda,6488_27_12_1897_7_XXII__108875843.txt,,,None,,,0,,None,6488
108875843,Weston,6488_27_12_1897_7_XXII__108875843.txt,150.9177778,-32.81263889,NSW,1.117984823,1.001592305,6,66.66666667,exact,6488
108875843,Melbourne,6488_27_12_1897_7_XXII__108875843.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,6488
108875843,Melbourne,6488_27_12_1897_7_XXII__108875843.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,6488
108875843,Melbourne,6488_27_12_1897_7_XXII__108875843.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,6488
108875843,England,6488_27_12_1897_7_XXII__108875843.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,6488
108875843,England,6488_27_12_1897_7_XXII__108875843.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,6488
108875843,Brindisi,6488_27_12_1897_7_XXII__108875843.txt,,,None,,,0,,None,6488
108875843,Brindisi,6488_27_12_1897_7_XXII__108875843.txt,,,None,,,0,,None,6488
108875843,Turin,6488_27_12_1897_7_XXII__108875843.txt,,,None,,,0,,None,6488
108875843,Australia,6488_27_12_1897_7_XXII__108875843.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,6488
108875843,Turin,6488_27_12_1897_7_XXII__108875843.txt,,,None,,,0,,None,6488
108875843,Zurich,6488_27_12_1897_7_XXII__108875843.txt,,,None,,,0,,None,6488
108875843,Zurich,6488_27_12_1897_7_XXII__108875843.txt,,,None,,,0,,None,6488
108875843,Strasbourg,6488_27_12_1897_7_XXII__108875843.txt,146.0166667,-23.08333333,QLD,0,0,1,100,fuzzy,6488
108875843,Strasbourg,6488_27_12_1897_7_XXII__108875843.txt,146.0166667,-23.08333333,QLD,0,0,1,100,fuzzy,6488
108875843,Frankfort,6488_27_12_1897_7_XXII__108875843.txt,,,None,,,0,,None,6488
108875843,Frankfort,6488_27_12_1897_7_XXII__108875843.txt,,,None,,,0,,None,6488
108875843,Namur,6488_27_12_1897_7_XXII__108875843.txt,,,None,,,0,,None,6488
108875843,Brussels,6488_27_12_1897_7_XXII__108875843.txt,,,None,,,0,,None,6488
108875843,Brussels,6488_27_12_1897_7_XXII__108875843.txt,,,None,,,0,,None,6488
108875843,England,6488_27_12_1897_7_XXII__108875843.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,6488
108875843,Brussels,6488_27_12_1897_7_XXII__108875843.txt,,,None,,,0,,None,6488
63933449,Australia,6071_24_06_1896_4_XXV_A MOUNTAIN STORM._63933449.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,6071
127951236,Marranga,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Mount Reuban,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,147.8500061,-42.72999954,TAS,0,0,1,100,fuzzy,6686
127951236,St. Ilerrick,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Bhip,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Newfoundland,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,144.7011111,-30.82361111,NSW,2.13854016,0.036666667,3,100,exact,6686
127951236,Marranga,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,St. Horrick,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Loonard,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Marranga,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Marranga,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Marranga,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Australia,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,6686
127951236,Bince,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Marranga,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Buf,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Iroland,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,St. Herrick,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Btately Mount,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Marranga,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Marranga,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Colonol St. Herriok,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Tady,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Marranga,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Marranga,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Iroland,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Marranga,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Marranga,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
127951236,Marranga,6686_25_12_1884_1_I_RESIGNATION._127951236.txt,,,None,,,0,,None,6686
39797313,Hobart,5814_13_03_1899_2_III__39797313.txt,147.3200073,-42.88000107,TAS,0.053560692,0.036720958,4,75,exact,5814
39797313,Myrtle Creek,5814_13_03_1899_2_III__39797313.txt,150.4594444,-34.21916667,NSW,2.106848782,2.047627378,44,50,exact,5814
39797313,Hobart,5814_13_03_1899_2_III__39797313.txt,147.3200073,-42.88000107,TAS,0.053560692,0.036720958,4,75,exact,5814
39797313,Hobart,5814_13_03_1899_2_III__39797313.txt,147.3200073,-42.88000107,TAS,0.053560692,0.036720958,4,75,exact,5814
39797313,Hobart,5814_13_03_1899_2_III__39797313.txt,147.3200073,-42.88000107,TAS,0.053560692,0.036720958,4,75,exact,5814
39797313,Possum Creek,5814_13_03_1899_2_III__39797313.txt,145.1166667,-24.23333333,QLD,6.934441222,6.487138421,11,45.45454545,exact,5814
39797313,Port Phillip,5814_13_03_1899_2_III__39797313.txt,144.8913889,-38.1072222,VIC,0,0,1,100,exact,5814
39797313,Sealer's Creek,5814_13_03_1899_2_III__39797313.txt,146.4006958,-39.01152802,VIC,0,0,1,100,fuzzy,5814
39797313,Briton,5814_13_03_1899_2_III__39797313.txt,,,None,,,0,,None,5814
70805343,Boban Creek,6678_28_11_1884_1_I_RESIGNATION_70805343.txt,152.2261111,-30.04833333,NSW,0,0,1,100,exact,6678
70805343,Newfoundland,6678_28_11_1884_1_I_RESIGNATION_70805343.txt,144.7011111,-30.82361111,NSW,2.13854016,0.036666667,3,100,exact,6678
70805343,Marrrniga,6678_28_11_1884_1_I_RESIGNATION_70805343.txt,,,None,,,0,,None,6678
70805343,Marranga,6678_28_11_1884_1_I_RESIGNATION_70805343.txt,,,None,,,0,,None,6678
70805343,Marranga,6678_28_11_1884_1_I_RESIGNATION_70805343.txt,,,None,,,0,,None,6678
70805343,Marranga,6678_28_11_1884_1_I_RESIGNATION_70805343.txt,,,None,,,0,,None,6678
70805343,Australia,6678_28_11_1884_1_I_RESIGNATION_70805343.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,6678
70805343,Ireland,6678_28_11_1884_1_I_RESIGNATION_70805343.txt,,,None,,,0,,None,6678
70805343,St. Herrick,6678_28_11_1884_1_I_RESIGNATION_70805343.txt,,,None,,,0,,None,6678
70805343,St. Herrick,6678_28_11_1884_1_I_RESIGNATION_70805343.txt,,,None,,,0,,None,6678
70805343,Creek,6678_28_11_1884_1_I_RESIGNATION_70805343.txt,,,None,,,0,,None,6678
70805343,Mount Reuban,6678_28_11_1884_1_I_RESIGNATION_70805343.txt,147.8500061,-42.72999954,TAS,0,0,1,100,fuzzy,6678
70805343,Tady,6678_28_11_1884_1_I_RESIGNATION_70805343.txt,,,None,,,0,,None,6678
70805343,Marranga,6678_28_11_1884_1_I_RESIGNATION_70805343.txt,,,None,,,0,,None,6678
70805343,Ireland,6678_28_11_1884_1_I_RESIGNATION_70805343.txt,,,None,,,0,,None,6678
70805343,Marranga,6678_28_11_1884_1_I_RESIGNATION_70805343.txt,,,None,,,0,,None,6678
62373495,Manilla,6061_24_02_1898_4_VIII.-CONTINUED.__62373495.txt,149.5261111,-30.74833333,NSW,2.326461167,1.338966804,9,88.88888889,exact,6061
62373495,Manilla,6061_24_02_1898_4_VIII.-CONTINUED.__62373495.txt,149.5261111,-30.74833333,NSW,2.326461167,1.338966804,9,88.88888889,exact,6061
62373495,drc,6061_24_02_1898_4_VIII.-CONTINUED.__62373495.txt,,,None,,,0,,None,6061
62373495,Manilla,6061_24_02_1898_4_VIII.-CONTINUED.__62373495.txt,149.5261111,-30.74833333,NSW,2.326461167,1.338966804,9,88.88888889,exact,6061
62373495,Olive,6061_24_02_1898_4_VIII.-CONTINUED.__62373495.txt,141.8705556,-29.08777778,NSW,3.454582409,0.053333333,4,75,exact,6061
62373495,Spanish,6061_24_02_1898_4_VIII.-CONTINUED.__62373495.txt,,,None,,,0,,None,6061
62373495,Curlotta,6061_24_02_1898_4_VIII.-CONTINUED.__62373495.txt,,,None,,,0,,None,6061
62373495,Australia,6061_24_02_1898_4_VIII.-CONTINUED.__62373495.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,6061
33519511,Port Denison,5657_6_5_1905_82_XVI__33519511.txt,114.92475,-29.281405,WA,0.008164283,0.008164283,3,66.66666667,exact,5657
33519511,Marumbah,5657_6_5_1905_82_XVI__33519511.txt,,,None,,,0,,None,5657
33519511,Kaburie,5657_6_5_1905_82_XVI__33519511.txt,,,None,,,0,,None,5657
33519511,Port Denison,5657_6_5_1905_82_XVI__33519511.txt,114.92475,-29.281405,WA,0.008164283,0.008164283,3,66.66666667,exact,5657
33519511,Gibraltar,5657_6_5_1905_82_XVI__33519511.txt,150.4261111,-30.915,NSW,2.026841604,2.218708559,15,73.33333333,exact,5657
33519511,Melbourne,5657_6_5_1905_82_XVI__33519511.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,5657
33519511,Brisbane,5657_6_5_1905_82_XVI__33519511.txt,151.9229167,-29.82472222,Ambiguous,2.603174807,2.603174807,2,,exact,5657
33519511,Somerset,5657_6_5_1905_82_XVI__33519511.txt,148.409538,-32.4915885,NSW,2.777186209,3.160793061,21,61.9047619,exact,5657
33519511,Kaburie,5657_6_5_1905_82_XVI__33519511.txt,,,None,,,0,,None,5657
33519511,Sebastopol,5657_6_5_1905_82_XVI__33519511.txt,147.5261111,-33.94375,NSW,2.540306332,2.10946058,10,60,exact,5657
