,0,1,2,mappify_suburb,mappify_state,mappify_location_lat,mappify_location_lon,partial ratio
8289,MELBOURNE,LOCATION,18650302-74-38658298 (5 of 6).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8290,SANDHURST,LOCATION,18650302-74-38658298 (5 of 6).txt,SANDHURST,VIC,-38.08599133,145.2095392,100
8291,SANDHURST,LOCATION,18650302-74-38658298 (5 of 6).txt,SANDHURST,VIC,-38.08599133,145.2095392,100
8292,DONCASTER,LOCATION,18830914-966-198382089 (1 of 1).txt,DONCASTER,VIC,-37.78881546,145.1045203,100
8293,WINDSOR,LOCATION,18950921-192-66447916 (1 of 1).txt,WINDSOR,SA,-34.43202712,138.3667316,100
8295,HAMILTON,LOCATION,18630805-13-6487950 (2 of 2).txt,HAMILTON,VIC,-37.7622476,142.0785145,100
8296,FRANCE,LOCATION,18811229-367-117443749 (1 of 1).txt,FRANCES,SA,-36.72960118,140.947075,100
8298,INDIA,LOCATION,18510225-24-8768801 (7 of 10).txt,INDI,NSW,-36.24170576,148.0454677,100
8299,KILMORE,LOCATION,18510225-24-8768801 (7 of 10).txt,KILMORE,VIC,-37.29427363,144.9338648,100
8300,VIOLET TOWN,LOCATION,18510225-24-8768801 (7 of 10).txt,VIOLET TOWN,VIC,-36.59642856,145.7313928,100
8302,MELBOURNE,LOCATION,18980516-492-123685326 (1 of 3).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8303,LIVERPOOL,LOCATION,18460303-35-12885636 (1 of 3).txt,LIVERPOOL,NSW,-33.93365749,150.9056878,100
8304,ADELAIDE,LOCATION,18800124-964-195863516 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
8305,KINGSTON,LOCATION,18800124-964-195863516 (1 of 1).txt,KINGSTON,QLD,-27.66052291,153.1176323,100
8306,WOODVILLE,LOCATION,18800124-964-195863516 (1 of 1).txt,WOODVILLE,SA,-34.87581042,138.534497,100
8307,SANDHURST,LOCATION,18650302-1324-240653748 (2 of 6).txt,SANDHURST,VIC,-38.08599133,145.2095392,100
8308,SANDHURST,LOCATION,18650302-1324-240653748 (2 of 6).txt,SANDHURST,VIC,-38.08599133,145.2095392,100
8311,BRIDGEWATER,LOCATION,18850206-346-88532810 (1 of 1).txt,BRIDGEWATER,VIC,-36.63652937,143.90895,100
8313,NORTHAM,LOCATION,18771016-29-2978233 (2 of 2).txt,NORTHAM,WA,-31.65293969,116.6829514,100
8314,ADELAIDE,LOCATION,18940127-821-161798707 (2 of 3).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
8317,PORT ALBERT,LOCATION,18690109-13-5821999 (1 of 2).txt,PORT ALBERT,VIC,-38.65290554,146.6969286,100
8321,TAHARA,LOCATION,18800203-558-150413886 (2 of 3).txt,TAHARA,VIC,-37.73866809,141.6793001,100
8322,AVOCA,LOCATION,18560308-13-4832681 (1 of 3).txt,AVOCA,QLD,-24.87872961,152.3054074,100
8323,AVOCA,LOCATION,18560308-13-4832681 (1 of 3).txt,AVOCA,QLD,-24.87872961,152.3054074,100
8324,FINGAL,LOCATION,18560308-13-4832681 (1 of 3).txt,FINGAL,TAS,-41.68826699,147.9953561,100
8333,MELBOURNE,LOCATION,18881229-460-142434272 (1 of 6).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8334,MELBOURNE,LOCATION,18861218-1190-241223098 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8335,SPRINGWOOD,LOCATION,18960114-35-14033182 (12 of 14).txt,SPRINGWOOD,QLD,-27.62695025,153.1476448,100
8339,PORT FAIRY,LOCATION,18880201-43-18915601 (2 of 2).txt,PORT FAIRY,VIC,-38.3794971,142.219906,100
8340,MOUNT NAPIER,LOCATION,18880201-43-18915601 (2 of 2).txt,MOUNT NAPIER,VIC,-37.88615448,142.0703487,100
8341,MACARTHUR,LOCATION,18880201-43-18915601 (2 of 2).txt,MACARTHUR,VIC,-38.01007573,141.9668931,100
8342,DULACCA,LOCATION,18700806-42-27261974 (1 of 1).txt,DULACCA,QLD,-26.77035445,149.7867816,100
8343,DARNUM,LOCATION,18930211-319-198029788 (4 of 12).txt,DARNUM,VIC,-38.20019143,146.0017037,100
8344,YORK,LOCATION,18821216-621-221749982 (2 of 2).txt,YORK,WA,-31.87259029,116.7833291,100
8345,YORK,LOCATION,18821216-621-221749982 (2 of 2).txt,YORK,WA,-31.87259029,116.7833291,100
8346,YORK,LOCATION,18821216-621-221749982 (2 of 2).txt,YORK,WA,-31.87259029,116.7833291,100
8348,INDIA,LOCATION,18870430-326-199474120 (2 of 2).txt,INDI,NSW,-36.24170576,148.0454677,100
8349,INDIA,LOCATION,18870430-326-199474120 (2 of 2).txt,INDI,NSW,-36.24170576,148.0454677,100
8351,AFRION,LOCATION,18990322-492-123624266 (1 of 1).txt,MARION,SA,-35.01651656,138.558435,91
8353,GLENORCHY,LOCATION,18710301-185-197560816 (1 of 1).txt,GLENORCHY,VIC,-36.90159494,142.6876964,100
8356,TARADALE,LOCATION,18650318-103-63170016 (13 of 23).txt,TARADALE,NSW,-35.66639414,147.9528403,100
8357,ELPHINSTONE,LOCATION,18650318-103-63170016 (13 of 23).txt,ELPHINSTONE,QLD,-27.95898358,151.9116039,100
8358,YORK,LOCATION,18690224-180-66031796 (1 of 1).txt,YORK,WA,-31.87259029,116.7833291,100
8359,TARADALE,LOCATION,18650318-103-63170016 (13 of 23).txt,TARADALE,NSW,-35.66639414,147.9528403,100
8361,PERTH,LOCATION,18690224-180-66031796 (1 of 1).txt,PERTH,TAS,-41.56450256,147.1841337,100
8365,BALLAIAT EAST,LOCATION,18860226-185-206307840 (1 of 1).txt,BALLARAT EAST,VIC,-37.56180018,143.8681214,92
8366,BALLARAT EAST,LOCATION,18860226-185-206307840 (1 of 1).txt,BALLARAT EAST,VIC,-37.56180018,143.8681214,100
8368,MELBOURNE,LOCATION,18860226-185-206307840 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8370,ADELAIDE,LOCATION,18881128-180-66088341 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
8371,ADELAIDE,LOCATION,18881128-180-66088341 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
8374,MELBOURNE,LOCATION,18820216-8-847865 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8377,SPRINGFIELD,LOCATION,18870118-985-192878983 (3 of 3).txt,SPRINGFIELD,QLD,-27.6591356,152.9134941,100
8378,TOCUMWAL,LOCATION,18870118-985-192878983 (3 of 3).txt,TOCUMWAL,NSW,-35.84294648,145.6476409,100
8379,SPRINGFIELD,LOCATION,18870118-985-192878983 (3 of 3).txt,SPRINGFIELD,QLD,-27.6591356,152.9134941,100
8380,WODONGA,LOCATION,18720316-1605-258898690 (2 of 2).txt,WODONGA,VIC,-36.11402495,146.8943462,100
8381,CARCOAR,LOCATION,18720316-1605-258898690 (2 of 2).txt,CARCOAR,NSW,-33.5710048,149.1547593,100
8382,MACOLESFIELD,LOCATION,18930218-319-198032478 (8 of 10).txt,MACCLESFIELD,VIC,-37.909463,145.469042,92
8384,WELSHPOOL,LOCATION,18930218-319-198032478 (8 of 10).txt,WELSHPOOL,WA,-32.00265396,115.9769497,100
8385,TOORA,LOCATION,18930218-319-198032478 (8 of 10).txt,TOORA,SA,-35.09230669,139.2952373,100
8386,PERTH,LOCATION,18820222-180-65935763 (1 of 1).txt,PERTH,TAS,-41.56450256,147.1841337,100
8388,MELBOURNE,LOCATION,18980120-30-3193092 (1 of 4).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8389,MAFFRA,LOCATION,18980120-30-3193092 (1 of 4).txt,MAFFRA,NSW,-36.50954675,148.9778332,100
8390,BEECHWORTH,LOCATION,18991227-34-29525093 (1 of 5).txt,BEECHWORTH,VIC,-36.34129804,146.6902532,100
8391,MELBOURNE,LOCATION,18991227-34-29525093 (1 of 5).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8392,ADELAIDE,LOCATION,18820211-289-91290065 (1 of 2).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
8393,ADELAIDE,LOCATION,18820211-289-91290065 (1 of 2).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
8394,MELBOURNE,LOCATION,18901204-10-12708939 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8395,COBRAM,LOCATION,18901204-10-12708939 (1 of 1).txt,COBRAM,VIC,-35.93942975,145.6315062,100
8396,MELBOURNE,LOCATION,18970408-701-145696672 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8401,WOONONA,LOCATION,18950914-52-71222902 (16 of 21).txt,WOONONA,NSW,-34.34183193,150.9021584,100
8402,LAWSON,LOCATION,18950914-52-71222902 (16 of 21).txt,LAWSON,NSW,-33.72409947,150.424129,100
8403,MELBOURNE,LOCATION,18910117-464-115566072 (2 of 4).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8405,MELBOURNE,LOCATION,18710422-412-103918896 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8406,ECHUCA,LOCATION,18740101-185-201609072 (1 of 1).txt,ECHUCA,VIC,-36.18245189,144.7112403,100
8407,MELBOURNE,LOCATION,18811126-891-183954496 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8408,FARM CREEK,LOCATION,18901018-42-20286895 (1 of 1).txt,MAROM CREEK,NSW,-28.89983931,153.3704541,90
8411,FORBES,LOCATION,18981209-459-112290866 (1 of 1).txt,FORBES,NSW,-33.38547409,148.0114451,100
8412,MELBOURNE,LOCATION,18980205-186-68180357 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8413,NEERIM,LOCATION,18980205-186-68180357 (1 of 1).txt,NEERIM,VIC,-37.9483799,145.9737559,100
8416,PYMBLE,LOCATION,18931104-698-164367888 (1 of 1).txt,PYMBLE,NSW,-33.74558583,151.139835,100
8417,PYMBLE,LOCATION,18931104-698-164367888 (1 of 1).txt,PYMBLE,NSW,-33.74558583,151.139835,100
8418,WARRAGUL,LOCATION,18980120-53-44204896 (1 of 1).txt,WARRAGUL,VIC,-38.17078632,145.9137527,100
8419,INVERLOCH,LOCATION,18980120-53-44204896 (1 of 1).txt,INVERLOCH,VIC,-38.6285943,145.7349139,100
8420,MAFFRA,LOCATION,18980120-53-44204896 (1 of 1).txt,MAFFRA,NSW,-36.50954675,148.9778332,100
8421,HOREHAM,LOCATION,18790205-232-232166231 (1 of 3).txt,SHOREHAM,VIC,-38.4194643,145.0428737,100
8422,CLARENDON,LOCATION,18790205-232-232166231 (1 of 3).txt,CLARENDON,QLD,-27.4445299,152.5515778,100
8423,SCARSDALE,LOCATION,18790205-232-232166231 (1 of 3).txt,SCARSDALE,VIC,-37.67475547,143.6547765,100
8425,LINTON,LOCATION,18750130-319-197935178 (8 of 21).txt,FLINTON,QLD,-27.88514028,149.5539146,100
8427,LANCEFIELD,LOCATION,18750130-319-197935178 (8 of 21).txt,LANCEFIELD,VIC,-37.28646525,144.7802809,100
8429,LIMA,LOCATION,18980212-821-162388995 (9 of 11).txt,LIMA,VIC,-36.7142153,145.9646838,100
8432,MOUNT PLEASANT,LOCATION,18980211-714-148070917 (1 of 1).txt,MOUNT PLEASANT,QLD,-27.16367768,152.7880887,100
8433,LOBETHAL,LOCATION,18980211-714-148070917 (1 of 1).txt,LOBETHAL,SA,-34.91187274,138.8556714,100
8435,MELBOURNE,LOCATION,18920123-185-204321182 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8437,COROWA,LOCATION,18840229-436-254369263 (2 of 2).txt,COROWA,NSW,-35.97347729,146.3468727,100
8438,COONAMBLE,LOCATION,18880131-35-13674189 (1 of 3).txt,COONAMBLE,NSW,-30.94977099,148.3939328,100
8439,COWRA,LOCATION,18880131-35-13674189 (1 of 3).txt,COWRA,NSW,-33.83208066,148.6610691,100
8441,ADELAIDE,LOCATION,18910204-356-141007254 (2 of 2).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
8442,ADELAIDE,LOCATION,18910204-356-141007254 (2 of 2).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
8444,ADELAIDE,LOCATION,18860323-508-111190224 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
8446,ADELAIDE,LOCATION,18860323-508-111190224 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
8447,ADELAIDE,LOCATION,18860323-508-111190224 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
8454,AVOCA,LOCATION,18881228-13-6914254 (2 of 4).txt,AVOCA,QLD,-24.87872961,152.3054074,100
8456,HOMEBUSH,LOCATION,18881228-13-6914254 (2 of 4).txt,HOMEBUSH,QLD,-21.28566507,149.0573732,100
8457,CLARENDON,LOCATION,18881228-13-6914254 (2 of 4).txt,CLARENDON,QLD,-27.4445299,152.5515778,100
8458,INDIA,LOCATION,18661201-460-138050470 (1 of 1).txt,INDI,NSW,-36.24170576,148.0454677,100
8459,KILMORE,LOCATION,18980101-413-101866211 (1 of 1).txt,KILMORE,VIC,-37.29427363,144.9338648,100
8460,INDIA,LOCATION,18980101-413-101866211 (1 of 1).txt,INDI,NSW,-36.24170576,148.0454677,100
8461,DUBLIN,LOCATION,18681209-366-101477514 (2 of 2).txt,DUBLIN,SA,-34.44989984,138.3951084,100
8463,CHESTER,LOCATION,18951027-699-167956136 (1 of 1).txt,HESTER,WA,-33.91034334,116.1620642,100
8464,COOMA,LOCATION,18951027-699-167956136 (1 of 1).txt,COOMA,VIC,-36.39167155,145.0680589,100
8468,MELBOURNE,LOCATION,18980211-101-33150385 (3 of 14).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8469,WOOLSTHORPE,LOCATION,18980211-101-33150385 (3 of 14).txt,WOOLSTHORPE,VIC,-38.14810956,142.3692307,100
8470,KOROIT,LOCATION,18980211-101-33150385 (3 of 14).txt,KOROIT,VIC,-38.27827343,142.3701488,100
8472,MELBOURNE,LOCATION,18620303-67-60509178 (2 of 5).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8473,CAPE OTWAY,LOCATION,18700224-185-219306428 (1 of 1).txt,CAPE OTWAY,VIC,-38.83503627,143.5302245,100
8479,CORAKI,LOCATION,18950903-225-75262366 (2 of 6).txt,CORAKI,NSW,-28.957825,153.2785217,100
8480,LISMORE,LOCATION,18950903-225-75262366 (2 of 6).txt,LISMORE,VIC,-37.98092293,143.3228212,100
8483,WINGHAM,LOCATION,18950903-225-75262366 (2 of 6).txt,WINGHAM,NSW,-31.8706195,152.3702734,100
8485,KINGOWER,LOCATION,18940124-346-88941056 (5 of 7).txt,KINGOWER,VIC,-36.59960986,143.7643089,100
8486,BRIDGEWATER,LOCATION,18940124-346-88941056 (5 of 7).txt,BRIDGEWATER,VIC,-36.63652937,143.90895,100
8488,PRAWBELLE,LOCATION,18880609-698-164358892 (1 of 1).txt,RAWBELLE,QLD,-25.03435891,150.8466003,100
8491,BENDIGO,LOCATION,18961230-346-88994913 (3 of 8).txt,BENDIGO,VIC,-36.76552472,144.280931,100
8492,OXFORD,LOCATION,18961230-346-88994913 (3 of 8).txt,OXFORD,QLD,-21.88052257,148.8239596,100
8493,PORT FAIRY,LOCATION,18961230-346-88994913 (3 of 8).txt,PORT FAIRY,VIC,-38.3794971,142.219906,100
8494,RICHMOND,LOCATION,18860903-656-139995465 (1 of 1).txt,RICHMOND,SA,-34.94201162,138.5672635,100
8495,CHEWTON,LOCATION,18710302-558-148762188 (1 of 1).txt,CHEWTON,VIC,-37.10655654,144.2528999,100
8497,ADELAIDE,LOCATION,18980204-714-148070827 (2 of 2).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
8498,BRIDGEWATER,LOCATION,18980204-714-148070827 (2 of 2).txt,BRIDGEWATER,VIC,-36.63652937,143.90895,100
8499,BRIDGEWATER,LOCATION,18980204-714-148070827 (2 of 2).txt,BRIDGEWATER,VIC,-36.63652937,143.90895,100
8500,ALDGATE,LOCATION,18980204-714-148070827 (2 of 2).txt,ALDGATE,SA,-35.0273356,138.743294,100
8501,KOROIT,LOCATION,18770210-567-226042514 (1 of 1).txt,KOROIT,VIC,-38.27827343,142.3701488,100
8502,KOROIT,LOCATION,18770210-567-226042514 (1 of 1).txt,KOROIT,VIC,-38.27827343,142.3701488,100
8503,KOROIT,LOCATION,18770210-567-226042514 (1 of 1).txt,KOROIT,VIC,-38.27827343,142.3701488,100
8505,BALLAN,LOCATION,18750125-809-202134431 (7 of 9).txt,BALLAN,VIC,-37.587273,144.237012,100
8508,MELBOURNE,LOCATION,18651215-484-109909424 (2 of 3).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8510,TARADALE,LOCATION,18650324-346-87930992 (10 of 11).txt,TARADALE,NSW,-35.66639414,147.9528403,100
8511,TARADALE,LOCATION,18650324-346-87930992 (10 of 11).txt,TARADALE,NSW,-35.66639414,147.9528403,100
8512,ELPHINSTONE,LOCATION,18650324-346-87930992 (10 of 11).txt,ELPHINSTONE,QLD,-27.95898358,151.9116039,100
8513,TARADALE,LOCATION,18650324-346-87930992 (10 of 11).txt,TARADALE,NSW,-35.66639414,147.9528403,100
8514,ADELAIDE,LOCATION,18780201-35-13406872 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
8515,ADELAIDE,LOCATION,18780201-35-13406872 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
8517,BALMORAL,LOCATION,18780201-35-13406872 (1 of 1).txt,BALMORAL,VIC,-37.24482851,141.7267961,100
8518,HUGHENDEN,LOCATION,18780201-35-13406872 (1 of 1).txt,HUGHENDEN,QLD,-20.85224377,144.1996211,100
8519,WINDSOR,LOCATION,18780201-35-13406872 (1 of 1).txt,WINDSOR,SA,-34.43202712,138.3667316,100
8521,CAMPERDOWN,LOCATION,18860203-16-4492776 (1 of 2).txt,CAMPERDOWN,VIC,-38.24335818,143.1359488,100
8522,PORT CAMPBELL,LOCATION,18860203-16-4492776 (1 of 2).txt,PORT CAMPBELL,VIC,-38.607527,142.9837639,100
8525,STRATFORD,LOCATION,18860108-966-197808212 (1 of 1).txt,STRATFORD,VIC,-37.97924467,147.0517444,100
8526,MELBOURNE,LOCATION,18860108-966-197808212 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8529,BRIGHTON,LOCATION,18540104-41-48554288 (1 of 1).txt,BRIGHTON,SA,-35.01643158,138.5236609,100
8530,BRIGHTON,LOCATION,18540104-41-48554288 (1 of 1).txt,BRIGHTON,SA,-35.01643158,138.5236609,100
8534,MACCLESFIELD,LOCATION,18590211-41-49897244 (1 of 1).txt,MACCLESFIELD,VIC,-37.909463,145.469042,100
8537,RICHMOND,LOCATION,18920113-1606-260598923 (2 of 4).txt,RICHMOND,SA,-34.94201162,138.5672635,100
8540,PATERSON,LOCATION,18881106-35-13702594 (4 of 4).txt,PATERSON,QLD,-25.89633904,152.5280994,100
8545,MELBOURNE,LOCATION,18810120-558-149038715 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8548,COWRA,LOCATION,18840105-698-164383093 (2 of 4).txt,COWRA,NSW,-33.83208066,148.6610691,100
8549,COWRA,LOCATION,18840105-698-164383093 (2 of 4).txt,COWRA,NSW,-33.83208066,148.6610691,100
8550,MELBOURNE,LOCATION,18750206-232-191558563 (1 of 4).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8551,MELBOURNE,LOCATION,18750206-232-191558563 (1 of 4).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8552,RICHMOND,LOCATION,18981022-335-165313402 (2 of 2).txt,RICHMOND,SA,-34.94201162,138.5672635,100
8555,RICHMOND,LOCATION,18981022-335-165313402 (2 of 2).txt,RICHMOND,SA,-34.94201162,138.5672635,100
8556,RICHMOND,LOCATION,18981022-335-165313402 (2 of 2).txt,RICHMOND,SA,-34.94201162,138.5672635,100
8557,ASCOT,LOCATION,18981022-335-165313402 (2 of 2).txt,ASCOT,WA,-31.93287,115.92941,100
8558,DUBBO,LOCATION,18711109-8-18758671 (1 of 1).txt,DUBBO,NSW,-32.37824209,148.6914051,100
8559,DUBBO,LOCATION,18711109-8-18758671 (1 of 1).txt,DUBBO,NSW,-32.37824209,148.6914051,100
8560,BONDI,LOCATION,18751103-185-200185410 (2 of 2).txt,BONDI,NSW,-33.89408836,151.2633937,100
8561,FAIRFIELD,LOCATION,18751103-185-200185410 (2 of 2).txt,FAIRFIELD,QLD,-27.50672928,153.0253778,100
8562,ADELAIDE,LOCATION,18751103-185-200185410 (2 of 2).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
8563,MELBOURNE,LOCATION,18751103-185-200185410 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8564,ADELAIDE,LOCATION,18751103-185-200185410 (2 of 2).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
8567,ADELAIDE,LOCATION,18920219-714-147622113 (2 of 2).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
8568,GOOLWA,LOCATION,18920219-714-147622113 (2 of 2).txt,GOOLWA,SA,-35.50263835,138.7850643,100
8569,CLARENDON,LOCATION,18920219-714-147622113 (2 of 2).txt,CLARENDON,QLD,-27.4445299,152.5515778,100
8570,GOOLWA,LOCATION,18920219-714-147622113 (2 of 2).txt,GOOLWA,SA,-35.50263835,138.7850643,100
8571,GOOLWA,LOCATION,18920219-714-147622113 (2 of 2).txt,GOOLWA,SA,-35.50263835,138.7850643,100
8572,KURRAJONG,LOCATION,18950914-192-66447846 (2 of 3).txt,KURRAJONG,NSW,-33.55283232,150.6697908,100
8574,MELBOURNE,LOCATION,18650302-74-38658298 (2 of 6).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8575,MELBOURN,LOCATION,18650302-74-38658298 (2 of 6).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8579,SANDHURST,LOCATION,18650302-74-38658298 (2 of 6).txt,SANDHURST,VIC,-38.08599133,145.2095392,100
8581,MELBOURNE,LOCATION,18881201-698-161888468 (1 of 8).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8582,MOLONG,LOCATION,18881201-698-161888468 (1 of 8).txt,MOLONG,NSW,-33.09581659,148.8696276,100
8584,TARCUTTA,LOCATION,18881201-698-161888468 (1 of 8).txt,TARCUTTA,NSW,-35.2260459,147.7583005,100
8587,IVANHOE,LOCATION,18881201-698-161888468 (1 of 8).txt,IVANHOE,VIC,-37.76789961,145.0445319,100
8590,COWRA,LOCATION,18881201-698-161888468 (1 of 8).txt,COWRA,NSW,-33.83208066,148.6610691,100
8591,MULWALA,LOCATION,18881201-698-161888468 (1 of 8).txt,MULWALA,NSW,-35.94645903,145.9362665,100
8595,MELBOURNE,LOCATION,18960204-240-84823160 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8596,PYALONG,LOCATION,18960204-240-84823160 (1 of 1).txt,PYALONG,VIC,-37.14203611,144.9026345,100
8597,LANCEFIELD,LOCATION,18960204-240-84823160 (1 of 1).txt,LANCEFIELD,VIC,-37.28646525,144.7802809,100
8598,HUON,LOCATION,18540201-8-679739 (1 of 2).txt,HUON,VIC,-36.21994853,147.0679002,100
8599,MELBOURNE,LOCATION,18980209-736-149945506 (9 of 11).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8600,CAPE OTWAY,LOCATION,18980209-736-149945506 (9 of 11).txt,CAPE OTWAY,VIC,-38.83503627,143.5302245,100
8601,KEW,LOCATION,18981118-891-187457758 (1 of 2).txt,KEW,VIC,-37.802238,145.038366,100
8603,BARATTA,LOCATION,18641221-189-66350640 (1 of 1).txt,BARATTA,SA,-31.98833437,139.1996418,100
8607,YASS,LOCATION,18880329-368-98452041 (2 of 2).txt,YASS,NSW,-34.82423811,148.9088449,100
8609,YASS,LOCATION,18880329-368-98452041 (2 of 2).txt,YASS,NSW,-34.82423811,148.9088449,100
8611,LAURA,LOCATION,18740613-821-159477433 (6 of 6).txt,LAURA,SA,-33.1862213,138.3067421,100
8612,MARYBOROUGH,LOCATION,18801230-346-88641150 (1 of 1).txt,MARYBOROUGH,VIC,-37.01051733,143.7563917,100
8613,AVOCA,LOCATION,18801230-346-88641150 (1 of 1).txt,AVOCA,QLD,-24.87872961,152.3054074,100
8614,LAMPLOUGH,LOCATION,18801230-346-88641150 (1 of 1).txt,LAMPLOUGH,VIC,-37.17136103,143.5297948,100
8615,CAPE PATTERSON,LOCATION,18700622-567-196304174 (1 of 1).txt,CAPE PATERSON,VIC,-38.65011249,145.611232,92
8616,CAPE PATTERSON,LOCATION,18700622-567-196304174 (1 of 1).txt,CAPE PATERSON,VIC,-38.65011249,145.611232,92
8617,ALBANY,LOCATION,18860403-101-32698560 (1 of 1).txt,ALBANY,WA,-35.02040905,117.8823542,100
8618,ALBANY,LOCATION,18860403-101-32698560 (1 of 1).txt,ALBANY,WA,-35.02040905,117.8823542,100
8620,MOOROOBARK,LOCATION,18670503-28-3749440 (3 of 3).txt,MOOROOLBARK,VIC,-37.76345661,145.3336381,90
8621,MELBOURNE,LOCATION,18450125-1018-228248545 (1 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8623,MELBOURNE,LOCATION,18980212-16-3666344 (1 of 3).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8624,DUNOLLY,LOCATION,18690217-67-60832000 (1 of 1).txt,DUNOLLY,NSW,-32.55920402,151.1686612,100
8626,WHOROULY,LOCATION,18991227-34-29525093 (5 of 5).txt,WHOROULY,VIC,-36.48653081,146.5659954,100
8627,ECHUCA,LOCATION,18650307-10-8831483 (3 of 5).txt,ECHUCA,VIC,-36.18245189,144.7112403,100
8628,GOORNONG,LOCATION,18650307-10-8831483 (3 of 5).txt,GOORNONG,VIC,-36.62280943,144.5191222,100
8629,RUNNYMEDE,LOCATION,18650307-10-8831483 (3 of 5).txt,RUNNYMEDE,QLD,-26.60565237,152.0615971,100
8630,SANDHURST,LOCATION,18840115-232-262612952 (1 of 1).txt,SANDHURST,VIC,-38.08599133,145.2095392,100
8632,SMYTHESDALE,LOCATION,18840115-232-262612952 (1 of 1).txt,SMYTHESDALE,VIC,-37.6427433,143.702877,100
8633,LANCEFIELD,LOCATION,18820201-108-61919085 (2 of 2).txt,LANCEFIELD,VIC,-37.28646525,144.7802809,100
8635,LANCEFIELD,LOCATION,18820201-108-61919085 (2 of 2).txt,LANCEFIELD,VIC,-37.28646525,144.7802809,100
8636,MELBOURNE,LOCATION,18790222-821-160118366 (1 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8638,KORUMBURRA,LOCATION,18980205-806-184288733 (1 of 1).txt,KORUMBURRA,VIC,-38.41565421,145.7948012,100
8639,MELBOURNE,LOCATION,18790226-1190-246227219 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8640,MELBOURNE,LOCATION,18871217-460-143304600 (4 of 4).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8642,CARRITHOOL,LOCATION,18871217-460-143304600 (4 of 4).txt,CARRATHOOL,NSW,-34.26862036,145.4876883,90
8643,MELBOURNE,LOCATION,18871217-460-143304600 (4 of 4).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
8644,ALBANY,LOCATION,18980214-275-82073870 (1 of 1).txt,ALBANY,WA,-35.02040905,117.8823542,100
8646,DUBBO,LOCATION,18750206-108-61909753 (1 of 1).txt,DUBBO,NSW,-32.37824209,148.6914051,100
8647,HAY,LOCATION,18750206-108-61909753 (1 of 1).txt,HAY,WA,-34.936218,117.471688,100
