0,1,2,mappify_buildingName,mappify_numberFirst,mappify_numberFirstPrefix,mappify_numberFirstSuffix,mappify_numberLast,mappify_numberLastPrefix,mappify_numberLastSuffix,mappify_streetName,mappify_streetType,mappify_streetSuffixCode,mappify_suburb,mappify_state,mappify_postCode,mappify_location_lat,mappify_location_lon,mappify_streetAddress
PORCUPINE RIDGE,LOCATION,18990211-621-221142853 (1 of 2).txt,null,385,null,null,null,null,null,PORCUPINE RIDGE,ROAD,null,PORCUPINE RIDGE,VIC,3461,-37.30347273,144.1877007,"385 PORCUPINE RIDGE ROAD, PORCUPINE RIDGE VIC 3461"
Porcupine Ridge,LOCATION,18990211-621-221142853 (1 of 2).txt,null,385,null,null,null,null,null,PORCUPINE RIDGE,ROAD,null,PORCUPINE RIDGE,VIC,3461,-37.30347273,144.1877007,"385 PORCUPINE RIDGE ROAD, PORCUPINE RIDGE VIC 3461"
Arizona,LOCATION,18980121-436-99971758 (1 of 1).txt,null,150,null,null,null,null,null,ARDMONA,ROAD,null,ARDMONA,VIC,3629,-36.38950235,145.2957255,"150 ARDMONA ROAD, ARDMONA VIC 3629"
DUBBO,LOCATION,18881201-698-161888468 (4 of 8).txt,null,149,null,null,null,null,null,OLD DUBBO,ROAD,null,DUBBO,NSW,2830,-32.37824209,148.6914051,"149 OLD DUBBO ROAD, DUBBO NSW 2830"
Rockley,LOCATION,18720104-8-18760114 (3 of 3).txt,HILLVIEW,2333,null,null,null,null,null,ROCKLEY,ROAD,null,ROCKLEY,NSW,2795,-33.68178318,149.5626508,"HILLVIEW, 2333 ROCKLEY ROAD, ROCKLEY NSW 2795"
Talbot,LOCATION,18720104-8-18760114 (3 of 3).txt,null,null,null,null,null,null,null,TALBOT,ROAD,null,TALBOT,WA,6302,-31.98748585,116.6658191,"TALBOT ROAD, TALBOT WA 6302"
Chiltern,LOCATION,18720104-8-18760114 (3 of 3).txt,COOKHAM,1309,null,null,null,null,null,BEECHWORTH-CHILTERN,ROAD,null,CHILTERN,VIC,3683,-36.23636699,146.6299499,"COOKHAM, 1309 BEECHWORTH-CHILTERN ROAD, CHILTERN VIC 3683"
Branxholme,LOCATION,18961230-346-88994913 (6 of 8).txt,null,null,null,null,null,null,null,BANGHOLME,ROAD,null,BANGHOLME,VIC,3175,-38.037178,145.1941979,"BANGHOLME ROAD, BANGHOLME VIC 3175"
Glenrowan,LOCATION,18961230-346-88994913 (6 of 8).txt,null,31,null,null,null,null,null,GLENLOGAN,COURT,null,GLENLOGAN,QLD,4280,-27.83160115,152.9941332,"31 GLENLOGAN COURT, GLENLOGAN QLD 4280"
Coonamble,LOCATION,18840109-232-262612545 (1 of 1).txt,null,4,null,null,null,null,null,COONAMBLE,TERRACE,null,COONAMBLE,NSW,2829,-30.94977099,148.3939328,"4 COONAMBLE TERRACE, COONAMBLE NSW 2829"
Gulgong,LOCATION,18840109-232-262612545 (1 of 1).txt,null,null,null,null,null,null,null,BULONG,ROAD,null,BULONG,WA,6431,-30.74836884,121.7690848,"BULONG ROAD, BULONG WA 6431"
Sugarloaf,LOCATION,18700115-8-18742689 (3 of 5).txt,null,null,null,null,null,null,null,SUGARLOAF,ROAD,null,SUGARLOAF,QLD,4380,-28.70296231,152.0625514,"SUGARLOAF ROAD, SUGARLOAF QLD 4380"
Tongio,LOCATION,18840126-326-198970048 (1 of 1).txt,null,165,null,null,null,null,null,CAMP TONGIO,ROAD,null,TONGIO,VIC,3896,-37.17857705,147.7483637,"165 CAMP TONGIO ROAD, TONGIO VIC 3896"
Bethanga,LOCATION,18810122-436-254362257 (1 of 2).txt,null,null,null,null,null,null,null,CETHANA,ROAD,null,CETHANA,TAS,7306,-41.47280127,146.1495095,"CETHANA ROAD, CETHANA TAS 7306"
Adelaide,LOCATION,18910228-464-115569494 (1 of 1).txt,null,149,null,null,null,null,null,ADELAIDE,ARCADE,null,ADELAIDE,SA,5000,-34.92373985,138.6038839,"149 ADELAIDE ARCADE, ADELAIDE SA 5000"
Mount Morgan,LOCATION,18940721-493-126610278 (1 of 2).txt,null,361,null,null,null,null,null,MOUNT DORAN,ROAD,null,MOUNT DORAN,VIC,3334,-37.72170693,144.0410598,"361 MOUNT DORAN ROAD, MOUNT DORAN VIC 3334"
Kearny,LOCATION,18650318-103-63170016 (20 of 23).txt,null,7,null,null,null,null,null,KEARNS,AVENUE,null,KEARNS,NSW,2558,-34.0200864,150.8093063,"7 KEARNS AVENUE, KEARNS NSW 2558"
Kearny,LOCATION,18650318-103-63170016 (20 of 23).txt,null,7,null,null,null,null,null,KEARNS,AVENUE,null,KEARNS,NSW,2558,-34.0200864,150.8093063,"7 KEARNS AVENUE, KEARNS NSW 2558"
Kurrajong,LOCATION,18970320-192-72551351 (1 of 1).txt,null,6,null,null,null,null,null,KURRAJONG,ROAD,null,KURRAJONG,NSW,2758,-33.55283232,150.6697908,"6 KURRAJONG ROAD, KURRAJONG NSW 2758"
Penrith,LOCATION,18970320-192-72551351 (1 of 1).txt,PENRICE SODA QUARRY,null,null,null,null,null,null,PENRICE,ROAD,null,PENRICE,SA,5353,-34.48162207,139.0436863,"PENRICE SODA QUARRY, PENRICE ROAD, PENRICE SA 5353"
Lachlan,LOCATION,18931213-508-112931958 (2 of 5).txt,ANDORRA,810,null,null,null,null,null,LACHLAN,ROAD,null,LACHLAN,TAS,7140,-42.85241971,147.026628,"ANDORRA, 810 LACHLAN ROAD, LACHLAN TAS 7140"
Springwood,LOCATION,18931213-650-156674668 (3 of 3).txt,null,null,null,null,null,null,null,SPRINGWOOD,ROAD,null,SPRINGWOOD,QLD,4127,-27.62695025,153.1476448,"SPRINGWOOD ROAD, SPRINGWOOD QLD 4127"
Cowra,LOCATION,18931213-650-156674668 (3 of 3).txt,null,null,null,null,null,null,null,COWRA,ROAD,null,COWRA,NSW,2794,-33.83208066,148.6610691,"COWRA ROAD, COWRA NSW 2794"
York,LOCATION,18620219-180-69136194 (3 of 3).txt,null,6,null,null,null,null,null,NORTHAM-YORK,ROAD,null,YORK,WA,6302,-31.87259029,116.7833291,"6 NORTHAM-YORK ROAD, YORK WA 6302"
Beverley,LOCATION,18620219-180-69136194 (3 of 3).txt,null,3,null,null,null,null,null,BEVERLEY,CRESCENT,null,BEVERLEY,SA,5009,-34.8960518,138.5506228,"3 BEVERLEY CRESCENT, BEVERLEY SA 5009"
Englehawk,LOCATION,18840119-240-84701747 (2 of 3).txt,null,376,null,null,null,null,null,EAGLEHAWK,ROAD,null,EAGLEHAWK,VIC,3556,-36.72405858,144.2582756,"376 EAGLEHAWK ROAD, EAGLEHAWK VIC 3556"
Berrimna,LOCATION,18840119-240-84701747 (2 of 3).txt,null,null,null,null,null,null,null,BERRIMA,DRIVE,null,BERRIMA,NSW,2577,-34.47472967,150.330976,"BERRIMA DRIVE, BERRIMA NSW 2577"
Beoral,LOCATION,18840119-240-84701747 (2 of 3).txt,null,null,null,null,null,null,null,BOORAL,ROAD,null,BOORAL,QLD,4655,-25.34543888,152.8641983,"BOORAL ROAD, BOORAL QLD 4655"
Nossvale,LOCATION,18840119-240-84701747 (2 of 3).txt,null,null,null,null,null,null,null,ROSSVALE,ROAD,E,ROSSVALE,QLD,4356,-27.62971883,151.5967664,"ROSSVALE ROAD, ROSSVALE QLD 4356"
Richmond,LOCATION,18520218-21-2959457 (1 of 2).txt,null,149,null,null,null,null,null,RICHMOND,ROAD,null,RICHMOND,SA,5033,-34.94201162,138.5672635,"149 RICHMOND ROAD, RICHMOND SA 5033"
Huon,LOCATION,18520218-21-2959457 (1 of 2).txt,null,7,null,null,null,null,null,HUON,LANE,null,HUON,VIC,3695,-36.21994853,147.0679002,"7 HUON LANE, HUON VIC 3695"
Mount Egerton,LOCATION,18820328-185-200668998 (1 of 2).txt,null,206,null,null,null,null,null,EGERTON-BALLARK,ROAD,null,MOUNT EGERTON,VIC,3352,-37.651776,144.090626,"206 EGERTON-BALLARK ROAD, MOUNT EGERTON VIC 3352"
Russia,LOCATION,18820328-185-200668998 (1 of 2).txt,null,149,null,null,null,null,null,ROSSI,ROAD,null,ROSSI,NSW,2621,-35.46983882,149.5095617,"149 ROSSI ROAD, ROSSI NSW 2621"
Murray,LOCATION,18820328-185-200668998 (1 of 2).txt,null,992,null,null,null,null,null,MARRAH,ROAD,null,MARRAH,WA,6532,-28.44742207,114.9556836,"992 MARRAH ROAD, MARRAH WA 6532"
Carlton,LOCATION,18820328-185-200668998 (1 of 2).txt,ANNIE VILLA,22,null,null,null,null,null,CARLTON,STREET,null,CARLTON,VIC,3053,-37.800968,144.973457,"ANNIE VILLA, 22 CARLTON STREET, CARLTON VIC 3053"
Fitzroy,LOCATION,18820328-185-200668998 (1 of 2).txt,null,148,null,null,null,null,null,FITZROY,STREET,null,FITZROY,VIC,3065,-37.804306,144.976491,"148 FITZROY STREET, FITZROY VIC 3065"
Melbourne,LOCATION,18820328-185-200668998 (1 of 2).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Penshursta,LOCATION,18730308-567-194848417 (1 of 1).txt,null,216,null,null,null,null,null,PENSHURST-DUNKELD,ROAD,null,PENSHURST,VIC,3289,-37.84371314,142.2876373,"216 PENSHURST-DUNKELD ROAD, PENSHURST VIC 3289"
Melbourne,LOCATION,18550210-170-65718847 (1 of 2).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Melbourne,LOCATION,18550210-170-65718847 (1 of 2).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Geclong,LOCATION,18550210-170-65718847 (1 of 2).txt,null,null,null,null,null,null,null,BELCONG,ROAD,null,BELCONG,QLD,4723,-23.11367702,148.1559515,"BELCONG ROAD, BELCONG QLD 4723"
Bream Creek,LOCATION,18550210-170-65718847 (1 of 2).txt,null,null,null,null,null,null,null,BREAM CREEK,ROAD,null,BREAM CREEK,TAS,7175,-42.80088125,147.8363885,"BREAM CREEK ROAD, BREAM CREEK TAS 7175"
Maitlaud,LOCATION,18720115-67-60880075 (2 of 2).txt,null,null,null,null,null,null,null,MAITLAND,ROAD,null,MAITLAND,SA,5573,-34.40080404,137.7383771,"MAITLAND ROAD, MAITLAND SA 5573"
Angledool,LOCATION,18720115-67-60880075 (2 of 2).txt,null,1337,null,null,null,null,null,ANGLEDOOL,ROAD,null,ANGLEDOOL,NSW,2834,-29.14974208,148.0407573,"1337 ANGLEDOOL ROAD, ANGLEDOOL NSW 2834"
Bluo Mountains,LOCATION,18751012-1056-212667061 (1 of 1).txt,GLENCHESTER,null,null,null,null,null,null,BLUE MOUNTAIN,ROAD,null,BLUE MOUNTAIN,QLD,4737,-21.55815551,149.0424311,"GLENCHESTER, BLUE MOUNTAIN ROAD, BLUE MOUNTAIN QLD 4737"
Melbourne,LOCATION,18751012-1056-212667061 (1 of 1).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Dubbo,LOCATION,18711218-67-60879207 (2 of 2).txt,null,149,null,null,null,null,null,OLD DUBBO,ROAD,null,DUBBO,NSW,2830,-32.37824209,148.6914051,"149 OLD DUBBO ROAD, DUBBO NSW 2830"
AVOCA,LOCATION,18881229-460-142434272 (4 of 6).txt,null,null,null,null,null,null,null,AVOCA,ROAD,null,AVOCA,QLD,4670,-24.87872961,152.3054074,"AVOCA ROAD, AVOCA QLD 4670"
Avoca,LOCATION,18881229-460-142434272 (4 of 6).txt,null,null,null,null,null,null,null,AVOCA,ROAD,null,AVOCA,QLD,4670,-24.87872961,152.3054074,"AVOCA ROAD, AVOCA QLD 4670"
Clifden,LOCATION,18800918-8-812130 (1 of 1).txt,null,205,null,null,null,null,null,CLIFDEN,ROAD,null,CLIFDEN,NSW,2460,-29.53507422,152.9815262,"205 CLIFDEN ROAD, CLIFDEN NSW 2460"
Adelaide,LOCATION,18500215-41-38440554 (2 of 2).txt,null,149,null,null,null,null,null,ADELAIDE,ARCADE,null,ADELAIDE,SA,5000,-34.92373985,138.6038839,"149 ADELAIDE ARCADE, ADELAIDE SA 5000"
Subiaco,LOCATION,18900131-30-3131707 (1 of 3).txt,null,null,null,null,null,null,null,SUBIACO,ROAD,null,SUBIACO,WA,6008,-31.94378243,115.8371126,"SUBIACO ROAD, SUBIACO WA 6008"
Cape Otway,LOCATION,18821213-41-43333585 (1 of 1).txt,null,6,null,null,null,null,null,OTWAY,PARK,null,CAPE OTWAY,VIC,3233,-38.83503627,143.5302245,"6 OTWAY PARK, CAPE OTWAY VIC 3233"
Lome,LOCATION,18810704-1052-212695602 (1 of 1).txt,null,null,null,null,null,null,null,NOME,ROAD,null,NOME,QLD,4816,-19.37712019,146.9248368,"NOME ROAD, NOME QLD 4816"
Edina,LOCATION,18710127-558-150655845 (1 of 1).txt,null,148,null,null,null,null,null,MEDINA,AVENUE,null,MEDINA,WA,6167,-32.23942,115.8068,"148 MEDINA AVENUE, MEDINA WA 6167"
Melbourne,LOCATION,18710127-558-150655845 (1 of 1).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Lai Lai,LOCATION,18881228-185-209452794 (3 of 3).txt,null,149,null,null,null,null,null,LAL LAL FALLS,ROAD,null,LAL LAL,VIC,3352,-37.669529,144.029043,"149 LAL LAL FALLS ROAD, LAL LAL VIC 3352"
Ballarat,LOCATION,18881228-185-209452794 (3 of 3).txt,null,148,null,null,null,null,null,BELLARA,STREET,null,BELLARA,QLD,4507,-27.0593373,153.1531408,"148 BELLARA STREET, BELLARA QLD 4507"
Clarendon,LOCATION,18881228-185-209452794 (3 of 3).txt,null,null,null,null,null,null,null,CLARENDON,ROAD,null,CLARENDON,QLD,4311,-27.4445299,152.5515778,"CLARENDON ROAD, CLARENDON QLD 4311"
Marongo,LOCATION,18720103-366-100871762 (1 of 2).txt,null,1332,null,null,null,null,null,MARENGO,ROAD,null,MARENGO,NSW,2453,-30.20335991,152.3793701,"1332 MARENGO ROAD, MARENGO NSW 2453"
Eurola,LOCATION,18720103-366-100871762 (1 of 2).txt,null,148,null,null,null,null,null,EUROKA,ROAD,null,EUROKA,NSW,2440,-31.07562809,152.8126709,"148 EUROKA ROAD, EUROKA NSW 2440"
Forboes,LOCATION,18720103-366-100871762 (1 of 2).txt,null,3,null,null,null,null,null,SIR FRANCIS FORBES,DRIVE,null,FORBES,NSW,2871,-33.38547409,148.0114451,"3 SIR FRANCIS FORBES DRIVE, FORBES NSW 2871"
Perth,LOCATION,18920608-180-66306761 (1 of 1).txt,null,240,null,null,null,null,null,PERTH MILL,ROAD,null,PERTH,TAS,7300,-41.56450256,147.1841337,"240 PERTH MILL ROAD, PERTH TAS 7300"
Echuca,LOCATION,18860112-8-18881661 (5 of 12).txt,null,155,null,null,null,null,null,ECHUCA-MITIAMO,ROAD,null,ECHUCA,VIC,3564,-36.18245189,144.7112403,"155 ECHUCA-MITIAMO ROAD, ECHUCA VIC 3564"
Goornong,LOCATION,18860112-8-18881661 (5 of 12).txt,null,null,null,null,null,null,null,GOORNONG-BARNADOWN,ROAD,null,GOORNONG,VIC,3557,-36.62280943,144.5191222,"GOORNONG-BARNADOWN ROAD, GOORNONG VIC 3557"
Sandhurst,LOCATION,18860112-8-18881661 (5 of 12).txt,null,148,null,null,null,null,null,SANDHURST,BOULEVARD,null,SANDHURST,VIC,3977,-38.08599133,145.2095392,"148 SANDHURST BOULEVARD, SANDHURST VIC 3977"
London,LOCATION,18840124-326-198970693 (4 of 4).txt,null,null,null,null,null,null,null,FINDON,ROAD,null,FINDON,SA,5023,-34.90336679,138.5314217,"FINDON ROAD, FINDON SA 5023"
Windsor,LOCATION,18971204-192-72553595 (2 of 2).txt,null,null,null,null,null,null,null,WINDSOR,ROAD,null,WINDSOR,SA,5501,-34.43202712,138.3667316,"WINDSOR ROAD, WINDSOR SA 5501"
Maroota,LOCATION,18971204-192-72553595 (2 of 2).txt,null,null,null,null,null,null,null,BAROOTA,ROAD,null,BAROOTA,SA,5495,-32.93192078,138.0189992,"BAROOTA ROAD, BAROOTA SA 5495"
Cape,LOCATION,18710610-698-164372088 (1 of 3).txt,COPE SPRINGS PARK,1138,null,null,null,null,null,COPE,ROAD,null,COPE,NSW,2852,-32.29757807,149.6336624,"COPE SPRINGS PARK, 1138 COPE ROAD, COPE NSW 2852"
Albury,LOCATION,18820310-185-200667983 (1 of 1).txt,null,null,null,null,null,null,null,AUBURN,ROAD,null,AUBURN,QLD,4413,-26.13030279,150.6517194,"AUBURN ROAD, AUBURN QLD 4413"
Herne Hill,LOCATION,18820310-185-200667983 (1 of 1).txt,null,17,null,null,null,null,null,HERNE,STREET,null,HERNE HILL,WA,6056,-31.83873672,116.005032,"17 HERNE STREET, HERNE HILL WA 6056"
Iriverleighv,LOCATION,18630110-319-197290636 (6 of 21).txt,null,null,null,null,null,null,null,RIVERLEIGH,ROAD,null,RIVERLEIGH,QLD,4626,-25.59126776,151.2207048,"RIVERLEIGH ROAD, RIVERLEIGH QLD 4626"
Melbourne,LOCATION,18590316-7-790406 (1 of 1).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
BRIGHTON,LOCATION,18590316-7-790406 (1 of 1).txt,null,null,null,null,null,null,null,BRIGHTON,ROAD,null,BRIGHTON,SA,5048,-35.01643158,138.5236609,"BRIGHTON ROAD, BRIGHTON SA 5048"
Brighton,LOCATION,18590316-7-790406 (1 of 1).txt,null,null,null,null,null,null,null,BRIGHTON,ROAD,null,BRIGHTON,SA,5048,-35.01643158,138.5236609,"BRIGHTON ROAD, BRIGHTON SA 5048"
Salisbury,LOCATION,18500131-41-38445956 (1 of 1).txt,null,null,null,null,null,null,null,SALISBURY,HIGHWAY,null,SALISBURY,SA,5108,-34.75959569,138.642014,"SALISBURY HIGHWAY, SALISBURY SA 5108"
Barrata,LOCATION,18641224-287-92260907 (1 of 1).txt,null,null,null,null,null,null,null,BARGARA,ROAD,null,BARGARA,QLD,4670,-24.82172896,152.4432162,"BARGARA ROAD, BARGARA QLD 4670"
Baroga,LOCATION,18641224-287-92260907 (1 of 1).txt,null,null,null,null,null,null,null,MULWALA-BAROOGA,ROAD,null,BAROOGA,NSW,3644,-35.92147427,145.7344753,"MULWALA-BAROOGA ROAD, BAROOGA NSW 3644"
Biddell,LOCATION,18650325-103-63169589 (3 of 22).txt,null,null,null,null,null,null,null,BIDWILL,ROAD,null,BIDWILL,QLD,4650,-25.63979018,152.6979487,"BIDWILL ROAD, BIDWILL QLD 4650"
Cardigan,LOCATION,18650325-103-63169589 (3 of 22).txt,DEL-BARN,1871,null,null,null,null,null,BARIGAN,ROAD,null,BARIGAN,NSW,2850,-32.51266711,149.9824445,"DEL-BARN, 1871 BARIGAN ROAD, BARIGAN NSW 2850"
Inglewood,LOCATION,18750126-74-52897349 (3 of 4).txt,null,6,null,null,null,null,null,INGLEWOOD,LANE,null,INGLEWOOD,WA,6052,-31.92163145,115.8843477,"6 INGLEWOOD LANE, INGLEWOOD WA 6052"
Ararat,LOCATION,18750126-74-52897349 (3 of 4).txt,null,8970,null,null,null,null,null,MORTLAKE-ARARAT,ROAD,null,ARARAT,VIC,3377,-37.30897256,142.9230965,"8970 MORTLAKE-ARARAT ROAD, ARARAT VIC 3377"
Woodoed,LOCATION,18750126-74-52897349 (3 of 4).txt,null,148,null,null,null,null,null,WOODEND,ROAD,null,WOODEND,QLD,4305,-27.59871257,152.7516739,"148 WOODEND ROAD, WOODEND QLD 4305"
Lome,LOCATION,18810625-1052-212692879 (1 of 1).txt,null,null,null,null,null,null,null,NOME,ROAD,null,NOME,QLD,4816,-19.37712019,146.9248368,"NOME ROAD, NOME QLD 4816"
Balmoral,LOCATION,18941201-558-150139952 (1 of 3).txt,null,881,null,null,null,null,null,HARROW-BALMORAL,ROAD,null,BALMORAL,VIC,3407,-37.24482851,141.7267961,"881 HARROW-BALMORAL ROAD, BALMORAL VIC 3407"
Inglewood,LOCATION,18790114-185-199347171 (1 of 1).txt,null,6,null,null,null,null,null,INGLEWOOD,LANE,null,INGLEWOOD,WA,6052,-31.92163145,115.8843477,"6 INGLEWOOD LANE, INGLEWOOD WA 6052"
Boyal,LOCATION,18790114-185-199347171 (1 of 1).txt,null,861,null,null,null,null,null,BOKAL,ROAD,N,BOKAL,WA,6392,-33.41075727,116.8768545,"861 BOKAL ROAD, BOKAL WA 6392"
Carisbrook,LOCATION,18650414-35-13103165 (1 of 2).txt,null,163,null,null,null,null,null,CARISBROOK-BARINGHUP,ROAD,null,CARISBROOK,VIC,3464,-37.01159555,143.8607659,"163 CARISBROOK-BARINGHUP ROAD, CARISBROOK VIC 3464"
England,LOCATION,18650414-35-13103165 (1 of 2).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
Sandhurst,LOCATION,18650414-35-13103165 (1 of 2).txt,null,148,null,null,null,null,null,SANDHURST,BOULEVARD,null,SANDHURST,VIC,3977,-38.08599133,145.2095392,"148 SANDHURST BOULEVARD, SANDHURST VIC 3977"
White Gum,LOCATION,18790221-582-198858338 (5 of 5).txt,null,null,null,null,null,null,null,LOWER WHITE HUT,ROAD,null,WHITE HUT,SA,5575,-35.0515877,137.0348435,"LOWER WHITE HUT ROAD, WHITE HUT SA 5575"
Ravenswood,LOCATION,18790221-582-198858338 (5 of 5).txt,null,null,null,null,null,null,null,RAVENSWOOD,ROAD,null,RAVENSWOOD,QLD,4816,-20.11564703,146.9274798,"RAVENSWOOD ROAD, RAVENSWOOD QLD 4816"
Egerton,LOCATION,18790131-185-199347622 (4 of 5).txt,null,457,null,null,null,null,null,MARKWOOD-EVERTON,ROAD,null,EVERTON,VIC,3678,-36.43403454,146.5322817,"457 MARKWOOD-EVERTON ROAD, EVERTON VIC 3678"
GOOLWA,LOCATION,18720308-41-39272332 (1 of 1).txt,null,null,null,null,null,null,null,GOOLWA,TERRACE,null,GOOLWA,SA,5214,-35.50263835,138.7850643,"GOOLWA TERRACE, GOOLWA SA 5214"
KINGSTON,LOCATION,18720308-41-39272332 (1 of 1).txt,null,null,null,null,null,null,null,KINGSTON,ROAD,null,KINGSTON,QLD,4114,-27.66052291,153.1176323,"KINGSTON ROAD, KINGSTON QLD 4114"
Pinehurst,LOCATION,18881120-8-18966369 (1 of 1).txt,null,216,null,null,null,null,null,PENSHURST-DUNKELD,ROAD,null,PENSHURST,VIC,3289,-37.84371314,142.2876373,"216 PENSHURST-DUNKELD ROAD, PENSHURST VIC 3289"
Melbourne,LOCATION,18991227-34-29525093 (4 of 5).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Melbourne,LOCATION,18991227-34-29525093 (4 of 5).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Beechworth,LOCATION,18991227-34-29525093 (4 of 5).txt,null,243,null,null,null,null,null,BEECHWORTH-WODONGA,ROAD,null,BEECHWORTH,VIC,3747,-36.34129804,146.6902532,"243 BEECHWORTH-WODONGA ROAD, BEECHWORTH VIC 3747"
Wooragee,LOCATION,18991227-34-29525093 (4 of 5).txt,null,null,null,null,null,null,null,WOORREE,LANE,null,WOORREE,WA,6530,-28.77246443,114.6540519,"WOORREE LANE, WOORREE WA 6530"
First Creek,LOCATION,18991227-34-29525093 (4 of 5).txt,null,null,null,null,null,null,null,FISH CREEK-WALKERVILLE,ROAD,null,FISH CREEK,VIC,3959,-38.78342204,146.0381963,"FISH CREEK-WALKERVILLE ROAD, FISH CREEK VIC 3959"
Whorouly,LOCATION,18991227-34-29525093 (4 of 5).txt,null,155,null,null,null,null,null,WHOROULY,ROAD,null,WHOROULY,VIC,3735,-36.48653081,146.5659954,"155 WHOROULY ROAD, WHOROULY VIC 3735"
Maffra,LOCATION,18980120-30-3193092 (4 of 4).txt,CARINGO,3498,null,null,null,null,null,MAFFRA,ROAD,null,MAFFRA,NSW,2630,-36.50954675,148.9778332,"CARINGO, 3498 MAFFRA ROAD, MAFFRA NSW 2630"
Neerim,LOCATION,18980120-30-3193092 (4 of 4).txt,null,150,null,null,null,null,null,NEERIM EAST,ROAD,null,NEERIM,VIC,3831,-37.9483799,145.9737559,"150 NEERIM EAST ROAD, NEERIM VIC 3831"
Gordon,LOCATION,18980120-30-3193092 (4 of 4).txt,null,null,null,null,null,null,null,GORDON-EGERTON,ROAD,null,GORDON,VIC,3345,-37.59498252,144.10153,"GORDON-EGERTON ROAD, GORDON VIC 3345"
Grafton,LOCATION,18890119-52-71114066 (2 of 2).txt,null,18,null,null,null,null,null,GRANTON HEIGHTS,ROAD,null,GRANTON,TAS,7030,-42.76587796,147.2196843,"18 GRANTON HEIGHTS ROAD, GRANTON TAS 7030"
Grafton,LOCATION,18890119-52-71114066 (2 of 2).txt,null,18,null,null,null,null,null,GRANTON HEIGHTS,ROAD,null,GRANTON,TAS,7030,-42.76587796,147.2196843,"18 GRANTON HEIGHTS ROAD, GRANTON TAS 7030"
Sandhurst,LOCATION,18650307-10-8831483 (2 of 5).txt,null,148,null,null,null,null,null,SANDHURST,BOULEVARD,null,SANDHURST,VIC,3977,-38.08599133,145.2095392,"148 SANDHURST BOULEVARD, SANDHURST VIC 3977"
Clarendon,LOCATION,18780119-185-199283653 (1 of 1).txt,null,null,null,null,null,null,null,CLARENDON,ROAD,null,CLARENDON,QLD,4311,-27.4445299,152.5515778,"CLARENDON ROAD, CLARENDON QLD 4311"
COWRA,LOCATION,18880204-698-164361803 (1 of 3).txt,null,null,null,null,null,null,null,COWRA,ROAD,null,COWRA,NSW,2794,-33.83208066,148.6610691,"COWRA ROAD, COWRA NSW 2794"
Koorawatha,LOCATION,18880204-698-164361803 (1 of 3).txt,null,null,null,null,null,null,null,KOORAWATHA,ROAD,null,KOORAWATHA,NSW,2807,-34.02924234,148.4978728,"KOORAWATHA ROAD, KOORAWATHA NSW 2807"
COONAMBLE,LOCATION,18880204-698-164361803 (1 of 3).txt,null,4,null,null,null,null,null,COONAMBLE,TERRACE,null,COONAMBLE,NSW,2829,-30.94977099,148.3939328,"4 COONAMBLE TERRACE, COONAMBLE NSW 2829"
Melbourne,LOCATION,18860227-43-22097327 (1 of 3).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Melbourne,LOCATION,18860227-43-22097327 (1 of 3).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Garden,LOCATION,18680111-42-20316878 (2 of 3).txt,null,4,null,null,null,null,null,GARDEN,SQUARE,null,GORDON,NSW,2072,-33.75210643,151.1553033,"4 GARDEN SQUARE, GORDON NSW 2072"
