UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,Inidgenous,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,STATE,VERIFICATION_STATUS,NF/NB,INDIGENOUS NAME OR STATION
e0f38d27-77e0-408b-bfd9-8b59cf0391a0,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Pierson,char-offset:178,PERSON,,,,,,,,,,
a5616071-bac5-40ec-855e-13a37c8465ab,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:253,PERSON,,,,,,,,,,
a38c9c79-3953-47ab-8ec8-b720edb9d50d,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:304,PERSON,,,,,,,,,,
2fb7b69e-f2de-4d79-abf3-6a5b71d2e10b,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:350,PERSON,,,,,,,,,,
6bfd5596-c57c-4f7e-8382-7bc2fd8ce357,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:532,PERSON,,,,,,,,,,
6dae9094-6c39-46fc-ba19-b11a5db7178d,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Dorothy,char-offset:679,PERSON,,,,,,,,,,
d548e935-ba12-41e9-b0a4-988e1619e0c1,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Whai,char-offset:772,PERSON,,,,,,,,,,
80f0f881-39c2-4a30-b9d8-72bf7346ed27,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Dorothy,char-offset:778,PERSON,,,,,,,,,,
16c9424c-62a6-4dfa-8e67-3f1d9a7f2f52,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Pierson,char-offset:865,PERSON,,,,,,,,,,
da426b7c-360d-4da2-80b3-d508e3bec698,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:1051,PERSON,,,,,,,,,,
a5c464e3-a797-427e-ad08-5502a40e53bf,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Dorothy,char-offset:1072,PERSON,,,,,,,,,,
17a93248-e40b-4382-82df-eb58e9723ce0,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:1184,PLACE,,,,,,,,UNVERIFIED,,
0e9c58c9-961e-432d-8cbf-ba37b84f10d9,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:1393,PERSON,,,,,,,,,,
00bc6712-a079-4736-ab17-233752576a0b,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Lijah,char-offset:1498,PERSON,,,,,,,,,,
25f893ae-9a88-461f-934b-941dc1c2813f,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Starks,char-offset:1814,PERSON,,,,,,,,,,
d532e746-4ca9-4136-b91d-4f9e6c1b130f,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:1853,PERSON,,,,,,,,,,
68350792-896d-4642-8587-faabdbf81858,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:2305,PERSON,,,,,,,,,,
54f54d89-f565-4411-bd1a-835c58188df1,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Dorothy,char-offset:2339,PERSON,,,,,,,,,,
8e02730b-6e64-432e-b819-a6e80c1543bb,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:2422,PERSON,,,,,,,,,,
65dd7b8f-c5d5-4e76-b3f5-91db728cc870,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Dorothy,char-offset:2562,PERSON,,,,,,,,,,
a4de8e08-8796-4312-8b72-1a746b99bc35,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Miller,char-offset:2634,PERSON,,,,,,,,,,
ee326976-9688-44ba-bc82-c6b42cd55e61,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Dorothy,char-offset:2763,PERSON,,,,,,,,,,
5a26f895-16cc-4341-abd7-86dc7df1ae5b,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:3157,PERSON,,,,,,,,,,
1e820437-f92a-428f-b6a1-5ac5e229cb59,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexleys,char-offset:3428,PERSON,,,,,,,,,,
9b815bcd-43d5-4568-8507-7e380c5c55bc,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:3646,PERSON,,,,,,,,,,
51b7df08-65fb-497a-8330-2d702f8470a4,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Silas Pierson,char-offset:3787,PERSON,,,,,,,,,,
1ac02279-8f8c-4032-9a44-e7e0fdb5e8b2,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Miss,char-offset:3883,PLACE,,,,,,,,UNVERIFIED,,
9e09c101-f4bc-40a4-8ccd-7824e8d32d77,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:3888,PERSON,,,,,,,,,,
e00bb9bb-30ff-4f89-bddb-173752c187c1,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Dorothy,char-offset:4298,PERSON,,,,,,,,,,
4d161907-7301-4443-a8eb-c53eec8dfbbb,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Jim Blexley,char-offset:4332,PERSON,,,,,,,,,,
a4a473cd-f11d-4180-a360-0e430fb3d65b,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Mrs Blexley,char-offset:4502,PERSON,,,,,,,,,,
8eb6a3af-a87a-4099-b293-5d534c3789fe,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Jim,char-offset:4543,PERSON,,,,,,,,,,
8dc25f80-a48b-46bf-9b86-eb4e4d0ff63e,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Jim,char-offset:4719,PERSON,,,,,,,,,,
59e37c28-57cf-4a79-a424-23640b87a23d,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Dorothy,char-offset:4760,PERSON,,,,,,,,,,
54b90eb2-12f4-4ddf-a838-34f36e45c4a8,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:4910,PERSON,,,,,,,,,,
6a49b6c8-cc5f-4289-9995-4fa3ebce7cd4,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Dorothy,char-offset:4976,PERSON,,,,,,,,,,
0025d5c2-5b4b-4ae9-8614-60d356876986,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Daboll,char-offset:5237,PERSON,,,,,,,,,,
50bc05df-1e33-4356-8e85-78e2b24c04cc,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:5545,PERSON,,,,,,,,,,
f2b94627-6d4f-4a27-8283-f1371ca8abaa,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Miller,char-offset:5760,PERSON,,,,,,,,,,
017e540d-f793-41b3-9a2c-5b7c83962f1f,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Polly,char-offset:5836,PERSON,,,,,,,,,,
f0aee5af-1373-4206-9ab6-0cd81153c14d,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Lijah,char-offset:5949,PERSON,,,,,,,,,,
4c8df912-3ec7-4f42-95b2-710d9cd52fc5,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Jim,char-offset:6175,PERSON,,,,,,,,,,
fdc3460e-37b2-4a5b-9076-ec25a2dfc22e,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:6355,PERSON,,,,,,,,,,
1814aa6e-ff71-40d5-aa8e-a25b8786169c,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Wank,char-offset:6374,PERSON,,,,,,,,,,
b9220f37-3453-43c8-8cf4-589606975bd9,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Dorothy,char-offset:6406,PERSON,,,,,,,,,,
7755c4a9-6934-4f9f-93be-c6acb59d80c4,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:6590,PERSON,,,,,,,,,,
38f8ca57-d50f-4121-b1bb-9e6457ac3ffe,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Dorothy,char-offset:6610,PERSON,,,,,,,,,,
0452714b-5643-4f25-8612-55da8bde3f04,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:6796,PERSON,,,,,,,,,,
c50b615b-c2fc-4777-96dd-12dbe35d4b46,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexleys,char-offset:6894,PERSON,,,,,,,,,,
6dc2b694-c8c0-48ba-a5c6-5e264e0fb40d,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Dorothy,char-offset:6923,PERSON,,,,,,,,,,
ae472e38-e4f5-41d3-868f-ef5391c65bae,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Mrs Blexley,char-offset:6945,PERSON,,,,,,,,,,
ec8c0a17-6285-470d-9ccc-a6f92be5d745,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:7008,PERSON,,,,,,,,,,
33df3e7b-1a11-4acd-a6e9-14ed9baf8fb5,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Dorothy,char-offset:7084,PERSON,,,,,,,,,,
8db26dd6-c188-447a-ada8-fe4f640ff177,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Dorothy,char-offset:7247,PERSON,,,,,,,,,,
06a01fe9-cacb-48f0-9abc-4cbd135138e3,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Pierson,char-offset:7270,PERSON,,,,,,,,,,
eb86ec8c-a0e8-454b-9a10-5eb3f12a2b8f,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:7295,PLACE,,,,,,,,UNVERIFIED,,
e9ae5c2b-60af-4988-8e9f-3577d280db3e,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:7387,PERSON,,,,,,,,,,
165492c6-6960-4c03-bdcf-ef67d3aba6ec,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Dorothy,char-offset:7685,PERSON,,,,,,,,,,
483436b4-b894-4834-983a-41a2b8f4bc60,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Jim,char-offset:7700,PERSON,,,,,,,,,,
3c2a48ec-827a-4bcd-803e-813c7d7e9210,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Dorothy,char-offset:7973,PERSON,,,,,,,,,,
d8e5d459-b6e0-4fb5-8c95-8d1b7444984a,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:8026,PERSON,,,,,,,,,,
0325f0a1-6d7b-40c0-818f-1ad26604fc07,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Billy,char-offset:8499,PERSON,,,,,,,,,,
ee174b32-e8c7-4d57-b1f9-597f53864ddc,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Weston,char-offset:8560,PLACE,,http://sws.geonames.org/4178003,Weston,,26.10037,-80.39977,,UNVERIFIED,,
f0073056-002f-4b10-9fa2-0fc03ded8a70,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Billy,char-offset:8688,PERSON,,,,,,,,,,
bef6ea37-9744-4c48-bd23-5a79e85c378c,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Pierson,char-offset:8832,PERSON,,,,,,,,,,
605aaedf-a9b4-4f20-9c7d-52285fa9d60b,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Jason Starks,char-offset:8888,PERSON,,,,,,,,,,
7fca2a01-7996-4dcb-8be6-e03972b0290e,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Ab Blexley,char-offset:8977,PERSON,,,,,,,,,,
1579868a-027b-49f9-8652-9d36f7fad859,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Banfield Pierson,char-offset:9128,PERSON,,,,,,,,,,
e479acb7-25a5-4acc-b948-9109633ab3ce,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Joel Blexley,char-offset:9155,PERSON,,,,,,,,,,
409a3b04-a3a4-46cb-890e-5747510e3d54,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Joel,char-offset:9278,PERSON,,,,,,,,,,
0f1efbe3-5d9b-461a-88ad-da28de4015fa,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Joel,char-offset:9316,PERSON,,,,,,,,,,
48f5c47b-79f3-4601-9750-a7fd13a473f2,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Blexley,char-offset:9700,PERSON,,,,,,,,,,
bac5afad-9e2f-480a-8a62-d0dcef2be1da,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Behool,char-offset:9752,PLACE,,,,,,,,UNVERIFIED,,
7908bd35-7437-4706-9533-fe16b37525c9,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,Pierson,char-offset:10585,PERSON,,,,,,,,,,
5714bc96-2bcb-402d-9781-40ad857e2138,5013_30_03_1901_597_VII_On the March._21255174.txt,BULLOO,char-offset:81,PERSON,,,,,,,,,,
a0cbe057-7248-41fd-a42d-126c472f07ce,5013_30_03_1901_597_VII_On the March._21255174.txt,George,char-offset:173,PERSON,,,,,,,,,,
a7081349-51b0-4ec8-aca5-93524f8a104e,5013_30_03_1901_597_VII_On the March._21255174.txt,Harry,char-offset:426,PERSON,,,,,,,,,,
c27df6f5-b38a-4102-a9a6-728d666fcead,5013_30_03_1901_597_VII_On the March._21255174.txt,Bedourie,char-offset:522,PLACE,NAME,,,,,,,UNVERIFIED,,Y
b032dc38-e49b-41b5-96d8-e2ae449c966e,5013_30_03_1901_597_VII_On the March._21255174.txt,George,char-offset:1034,PERSON,,,,,,,,,,
2c2e2356-5a50-46b0-8b7d-88745f6d1829,5013_30_03_1901_597_VII_On the March._21255174.txt,Harry,char-offset:1123,PERSON,,,,,,,,,,
489bc3c1-a728-4d90-ac85-169f05c8a514,5013_30_03_1901_597_VII_On the March._21255174.txt,George,char-offset:1182,PERSON,,,,,,,,,,
e7775d63-a91f-4e8a-b6df-0715a943875e,5013_30_03_1901_597_VII_On the March._21255174.txt,Harry,char-offset:1356,PERSON,,,,,,,,,,
c19070d5-1fb2-4a8f-95c4-4802ae84e7bd,5013_30_03_1901_597_VII_On the March._21255174.txt,Sampson,char-offset:1487,PERSON,,,,,,,,,,
3fe7c154-da9a-426e-b3d6-7aa47c679556,5013_30_03_1901_597_VII_On the March._21255174.txt,Sampson,char-offset:1854,PERSON,,,,,,,,,,
f777ad68-8745-433c-bc7f-8d5957294f5a,5013_30_03_1901_597_VII_On the March._21255174.txt,Sampson,char-offset:1969,PERSON,,,,,,,,,,
103470fb-3a02-4b0b-9316-b3fc3a4b18d6,5013_30_03_1901_597_VII_On the March._21255174.txt,Sampson,char-offset:2439,PERSON,,,,,,,,,,
22b4f00a-e54e-4c1d-976c-491453939e2f,5013_30_03_1901_597_VII_On the March._21255174.txt,Canando,char-offset:2561,PERSON,,,,,,,,,,
477a929d-31d8-41ff-b82a-c22c314f1ee0,5013_30_03_1901_597_VII_On the March._21255174.txt,Gurramon,char-offset:2667,PERSON,,,,,,,,,,
1d8f0756-a6d2-4970-9151-5c16038c2067,5013_30_03_1901_597_VII_On the March._21255174.txt,English,char-offset:2783,PLACE,,http://sws.geonames.org/4257173,English,,38.3345,-86.46415,,UNVERIFIED,,
961d1792-e01e-4bc1-bfac-93492f92b40e,5013_30_03_1901_597_VII_On the March._21255174.txt,Harry,char-offset:2796,PERSON,,,,,,,,,,
af96a4fe-8e79-4a95-9184-5a71b79666a3,5013_30_03_1901_597_VII_On the March._21255174.txt,Harry,char-offset:3091,PERSON,,,,,,,,,,
62013a3b-463d-4749-af7a-c116889ae7c1,5013_30_03_1901_597_VII_On the March._21255174.txt,V `` Bogung,char-offset:3112,PERSON,,,,,,,,,,
1f7c698b-b60f-4e0c-bd3d-9bdabad01b2a,5013_30_03_1901_597_VII_On the March._21255174.txt,Longa Gurramon,char-offset:3199,PERSON,,,,,,,,,,
f907b1f5-0163-4e7f-b5f3-e2d34e8e76f1,5013_30_03_1901_597_VII_On the March._21255174.txt,Whaf,char-offset:3218,PERSON,,,,,,,,,,
72cb50ea-41b6-4a29-a869-4026fdf54cd9,5013_30_03_1901_597_VII_On the March._21255174.txt,Bay,char-offset:3355,PERSON,,,,,,,,,,
3a1eb51b-ae30-4bba-9b31-40ae547b786f,5013_30_03_1901_597_VII_On the March._21255174.txt,Sampson,char-offset:3422,PERSON,,,,,,,,,,
c2107a85-7cad-4824-b21f-d265143f499b,5013_30_03_1901_597_VII_On the March._21255174.txt,George,char-offset:3438,PERSON,,,,,,,,,,
fcb42b14-0cb7-43e7-9eb7-1940155d005f,5013_30_03_1901_597_VII_On the March._21255174.txt,Gurramon,char-offset:3461,PERSON,,,,,,,,,,
3e92061a-2f10-4adb-a364-dafe2398e869,5013_30_03_1901_597_VII_On the March._21255174.txt,Gurramon,char-offset:3582,PERSON,,,,,,,,,,
cb9e1c4a-1efd-4c7d-9e59-34756fd26172,5013_30_03_1901_597_VII_On the March._21255174.txt,Harry,char-offset:3613,PERSON,,,,,,,,,,
64060401-6aa6-4af7-b62c-58f8b0bb3342,5013_30_03_1901_597_VII_On the March._21255174.txt,Hany,char-offset:3696,PERSON,,,,,,,,,,
1f5ffb7e-5781-4f49-adcd-bc28311f1ac6,5013_30_03_1901_597_VII_On the March._21255174.txt,Harry,char-offset:3813,PERSON,,,,,,,,,,
fb82783b-fe79-4534-a4ef-7729e1e4841d,5013_30_03_1901_597_VII_On the March._21255174.txt,Gurramon,char-offset:3931,PERSON,,,,,,,,,,
07726a9d-67a7-4145-80e8-9dcd31eeb1a5,5013_30_03_1901_597_VII_On the March._21255174.txt,Bogung,char-offset:4044,PERSON,,,,,,,,,,
13538dfa-2fa2-4af6-8ee7-41c039984d76,5013_30_03_1901_597_VII_On the March._21255174.txt,Harry,char-offset:4063,PERSON,,,,,,,,,,
4448e1e6-6ba9-4463-8bb6-bc40a4ebbb22,5013_30_03_1901_597_VII_On the March._21255174.txt,George,char-offset:4227,PERSON,,,,,,,,,,
464a59fb-2977-4747-9637-7cb14c2e4d08,5013_30_03_1901_597_VII_On the March._21255174.txt,Harry,char-offset:4326,PERSON,,,,,,,,,,
43ff3930-de8b-4fa5-a7a9-dfee90b72931,5013_30_03_1901_597_VII_On the March._21255174.txt,Harry,char-offset:4529,PERSON,,,,,,,,,,
826d8b09-da73-4226-b58a-12035471f276,5013_30_03_1901_597_VII_On the March._21255174.txt,George,char-offset:4543,PERSON,,,,,,,,,,
cc6ce784-57ab-44ca-9e67-75c90620a3e8,5013_30_03_1901_597_VII_On the March._21255174.txt,Sammy,char-offset:4621,PERSON,,,,,,,,,,
48c4ab88-311f-494c-a44e-4f6585826830,5013_30_03_1901_597_VII_On the March._21255174.txt,George,char-offset:5059,PERSON,,,,,,,,,,
c7486d40-9be9-4781-a22c-7e34fd8fe1ee,5013_30_03_1901_597_VII_On the March._21255174.txt,Dever,char-offset:5161,PERSON,,,,,,,,,,
8aa5dbcf-817b-4099-8133-538ad7dd9686,5013_30_03_1901_597_VII_On the March._21255174.txt,Summi,char-offset:5228,PERSON,,,,,,,,,,
add5271a-3729-4f6a-9358-46d33c2d2e29,5013_30_03_1901_597_VII_On the March._21255174.txt,Harry,char-offset:5445,PERSON,,,,,,,,,,
fbb63b4f-d8e7-4693-a2f6-a095aa37434c,5013_30_03_1901_597_VII_On the March._21255174.txt,Bogung You,char-offset:5464,PERSON,,,,,,,,,,
66310ec6-49b7-4cbf-9e0f-ca9d4483198d,5013_30_03_1901_597_VII_On the March._21255174.txt,Bogung,char-offset:5815,PERSON,,,,,,,,,,
fe938a34-717c-4776-bb77-bffba851f927,5013_30_03_1901_597_VII_On the March._21255174.txt,Sampson,char-offset:5879,PERSON,,,,,,,,,,
2dcb4af9-8659-480e-9f3e-deabbb024927,5013_30_03_1901_597_VII_On the March._21255174.txt,Harry,char-offset:5920,PERSON,,,,,,,,,,
f7ef7927-e26f-4577-933c-0b504605e38a,5013_30_03_1901_597_VII_On the March._21255174.txt,Sampson,char-offset:6181,PERSON,,,,,,,,,,
d353d41c-17c8-4b2e-9ac1-830c7f781dcc,5013_30_03_1901_597_VII_On the March._21255174.txt,George,char-offset:7134,PERSON,,,,,,,,,,
8069bef7-e3a2-44f7-bddf-b45e02a26e61,5013_30_03_1901_597_VII_On the March._21255174.txt,Bedourie,char-offset:7220,PERSON,,,,,,,,,,
1e21f0e5-0a9e-42a5-b5b4-9ae39a4c39ce,5013_30_03_1901_597_VII_On the March._21255174.txt,Harry,char-offset:7293,PERSON,,,,,,,,,,
57f65f38-290d-435d-9800-f9698c02e58f,5013_30_03_1901_597_VII_On the March._21255174.txt,Bedourie,char-offset:7358,PERSON,,,,,,,,,,
ac69fc14-69a1-48c9-a93b-72aa70b841a5,5013_30_03_1901_597_VII_On the March._21255174.txt,Miss,char-offset:7372,PLACE,,,,,,,,UNVERIFIED,,
320444a9-636b-4930-99fa-e90a9681192a,5013_30_03_1901_597_VII_On the March._21255174.txt,Watson,char-offset:7377,PERSON,,,,,,,,,,
6050b8d1-60c1-4476-b4c5-e916369cd4b5,5013_30_03_1901_597_VII_On the March._21255174.txt,Boko,char-offset:7394,PLACE,,http://sws.geonames.org/1525223,Priisk Boko,,49.06028,81.64528,,UNVERIFIED,,
c6f309ec-7c22-4015-8341-e95306fe13d1,5013_30_03_1901_597_VII_On the March._21255174.txt,Bogung,char-offset:8113,PERSON,,,,,,,,,,
e4af54d4-e84a-42b0-88e9-b3f684f6297c,5013_30_03_1901_597_VII_On the March._21255174.txt,Sneepul,char-offset:8212,PERSON,,,,,,,,,,
b30f5f22-b44f-45b5-8d40-6bd1ee2f5897,5013_30_03_1901_597_VII_On the March._21255174.txt,Hogung,char-offset:8394,PERSON,,,,,,,,,,
1d88ebf2-4c73-40f6-b61d-06bad0c63fd4,5013_30_03_1901_597_VII_On the March._21255174.txt,Moonda,char-offset:8581,PERSON,,,,,,,,,,
43f3cb44-7180-4bec-a492-a11abc18e68a,5013_30_03_1901_597_VII_On the March._21255174.txt,turkey,char-offset:8669,PLACE,,http://sws.geonames.org/298795,Turkey,,39.06129507,35.1701292,,UNVERIFIED,,
7759d5da-5744-455b-854b-f3ac92658d0a,5013_30_03_1901_597_VII_On the March._21255174.txt,Bogung,char-offset:9179,PERSON,,,,,,,,,,
fd5adb35-610a-4a10-8c20-62d459f7bda5,5013_30_03_1901_597_VII_On the March._21255174.txt,Bo gung,char-offset:9530,PERSON,,,,,,,,,,
f3ad89f1-e7c8-43aa-80ca-ba92bd1982b2,5013_30_03_1901_597_VII_On the March._21255174.txt,Harry,char-offset:9546,PERSON,,,,,,,,,,
b5d6e9e7-5d20-4629-ada9-a6dad9cb7ac2,5013_30_03_1901_597_VII_On the March._21255174.txt,Wannerin,char-offset:9566,PERSON,,,,,,,,,,
df28cfa4-0f8c-4381-be69-7689b0a9de20,5013_30_03_1901_597_VII_On the March._21255174.txt,Bilgandra,char-offset:9611,PERSON,,,,,,,,,,
1ee2546d-2287-4b8c-89f8-1bd8265610ae,5013_30_03_1901_597_VII_On the March._21255174.txt,Bogung,char-offset:9680,PERSON,,,,,,,,,,
c468dc65-9090-4e2a-9a22-7e6ce4d79877,5013_30_03_1901_597_VII_On the March._21255174.txt,Wauuerln,char-offset:9745,PERSON,,,,,,,,,,
957fcf20-4305-499d-a0e4-38f8dc76e2be,5013_30_03_1901_597_VII_On the March._21255174.txt,Hllgandra,char-offset:9758,PERSON,,,,,,,,,,
030e83f8-6107-4710-9b2b-a62fbc49e54a,5013_30_03_1901_597_VII_On the March._21255174.txt,Wannerin,char-offset:9834,PLACE,NAME,,,,,,,UNVERIFIED,,Y
7f343545-807c-43e7-9334-3ea04a394ef3,5013_30_03_1901_597_VII_On the March._21255174.txt,Wannerin,char-offset:9911,PLACE,NAME,,,,,,,UNVERIFIED,,Y
2101b051-cfe2-4262-808a-059ea690aa46,5013_30_03_1901_597_VII_On the March._21255174.txt,Australian,char-offset:10218,PLACE,,http://sws.geonames.org/2177478,ACT,,-35.49847481,149.0065762,,UNVERIFIED,,
e48772aa-710e-4f74-98ad-621a973c8e07,5013_30_03_1901_597_VII_On the March._21255174.txt,Billgander,char-offset:10315,PERSON,,,,,,,,,,
faa6171f-dff1-46b6-a522-43a39929578e,5013_30_03_1901_597_VII_On the March._21255174.txt,Sampson,char-offset:10666,PERSON,,,,,,,,,,
3dabf9d4-9374-4ea4-a579-33647507c4ee,5013_30_03_1901_597_VII_On the March._21255174.txt,Bo gung,char-offset:10703,PERSON,,,,,,,,,,
2447c99b-8989-493e-bd75-65ec70f465f7,5013_30_03_1901_597_VII_On the March._21255174.txt,Gurramon,char-offset:10743,PERSON,,,,,,,,,,
ff6da7b3-1acf-4f5c-bd8a-3d51f55cf5ae,5013_30_03_1901_597_VII_On the March._21255174.txt,Sam.yson,char-offset:10860,PERSON,,,,,,,,,,
add10056-f39b-49ab-af7f-64d8d91353d1,5013_30_03_1901_597_VII_On the March._21255174.txt,George,char-offset:10970,PERSON,,,,,,,,,,
aa38d257-c26f-4308-b05c-40850a3c6f49,5013_30_03_1901_597_VII_On the March._21255174.txt,Moouda,char-offset:11477,PERSON,,,,,,,,,,
72d78463-2d02-46b9-8c1f-e77a77f4ded3,5013_30_03_1901_597_VII_On the March._21255174.txt,Canando,char-offset:11634,PERSON,,,,,,,,,,
2dbfb243-d966-44e0-b8bb-360279f953b4,5013_30_03_1901_597_VII_On the March._21255174.txt,Canado,char-offset:11715,PERSON,,,,,,,,,,
439908d6-ec43-490d-9f76-760bafb3db85,5013_30_03_1901_597_VII_On the March._21255174.txt,Bogung,char-offset:11866,PERSON,,,,,,,,,,
2b47cf9b-542e-43b4-a44e-6d0f539ef934,5013_30_03_1901_597_VII_On the March._21255174.txt,Mbonda,char-offset:12843,PERSON,,,,,,,,,,
0762b09b-1275-4a07-b81a-e8647b407a0f,5013_30_03_1901_597_VII_On the March._21255174.txt,Canando,char-offset:12854,PERSON,,,,,,,,,,
bcd7242a-3277-455e-8b33-ad152d207c08,5013_30_03_1901_597_VII_On the March._21255174.txt,Moonda,char-offset:14063,PERSON,,,,,,,,,,
005198e2-19ac-489c-9421-40f475f378df,5013_30_03_1901_597_VII_On the March._21255174.txt,Mcondst,char-offset:14967,PERSON,,,,,,,,,,
5dd30237-3e69-4c4e-9586-0e72b63f2202,5013_30_03_1901_597_VII_On the March._21255174.txt,Bast,char-offset:15119,PERSON,,,,,,,,,,
ef2d6935-2050-4b4e-8370-db255361bbe2,5013_30_03_1901_597_VII_On the March._21255174.txt,Sampson,char-offset:15366,PERSON,,,,,,,,,,
0c5b332f-d851-4377-a29f-efe88f72be1d,5013_30_03_1901_597_VII_On the March._21255174.txt,George,char-offset:15382,PERSON,,,,,,,,,,
5b394dde-acb3-4b84-81c0-48dc95192f24,5013_30_03_1901_597_VII_On the March._21255174.txt,Harry,char-offset:15551,PERSON,,,,,,,,,,
6e301ba6-54e3-412f-a595-5ad95a7d2ffc,5013_30_03_1901_597_VII_On the March._21255174.txt,Judt,char-offset:15615,PERSON,,,,,,,,,,
094114cc-3175-45cf-82a8-51846c674969,5013_30_03_1901_597_VII_On the March._21255174.txt,Sampson,char-offset:16153,PERSON,,,,,,,,,,
5f6bee15-3bdd-4068-b5b5-a26f7c7b2869,5013_30_03_1901_597_VII_On the March._21255174.txt,Sampson,char-offset:16360,PERSON,,,,,,,,,,
