UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,Inidgenous,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,STATE,VERIFICATION_STATUS,NF/NB,INDIGENOUS NAME OR STATION
76214b9e-670e-4a8f-a945-c9e7eeb88c12,23622_1_01_1899_19___76967030.txt,li - king,char-offset:2372,PERSON,,,,,,,,,,
74ad1cb9-89fa-4ad4-8d88-2c25d02187f9,23622_1_01_1899_19___76967030.txt,Pearlie,char-offset:2482,PERSON,,,,,,,,,,
fa234722-05ab-4655-b93e-8c218a2740d6,23622_1_01_1899_19___76967030.txt,Letty,char-offset:2581,PERSON,,,,,,,,,,
4ba4269a-c7a4-4012-963b-c5d2d2ce8f63,23622_1_01_1899_19___76967030.txt,Brideson,char-offset:2724,PERSON,,,,,,,,,,
b044d7db-2d2a-4b19-b3a9-a6f1a981194a,23622_1_01_1899_19___76967030.txt,Letty,char-offset:2734,PERSON,,,,,,,,,,
bd252fcb-df31-48cc-adf4-37ace7ccb54a,23622_1_01_1899_19___76967030.txt,Dick,char-offset:2745,PERSON,,,,,,,,,,
48e15249-d305-4d7c-8e1c-3a96a62be6f6,23622_1_01_1899_19___76967030.txt,Jim,char-offset:3303,PERSON,,,,,,,,,,
4fa80ad9-e070-45d8-b543-daf087df45e1,23622_1_01_1899_19___76967030.txt,Jim,char-offset:3331,PERSON,,,,,,,,,,
4ce820d7-feed-4166-af51-91343427fd3e,23622_1_01_1899_19___76967030.txt,Brideson,char-offset:3778,PERSON,,,,,,,,,,
a5e22142-95f7-4d08-b0b0-d1686903cfa5,23622_1_01_1899_19___76967030.txt,Dick,char-offset:3837,PERSON,,,,,,,,,,
e005a0a0-435f-4f4d-82ee-e590bc7e1f30,23622_1_01_1899_19___76967030.txt,Letty,char-offset:3846,PERSON,,,,,,,,,,
6939b5d5-1a08-4e77-a5d1-9e6eac68d119,23622_1_01_1899_19___76967030.txt,Letty,char-offset:4108,PERSON,,,,,,,,,,
4a827561-d771-4a09-a86f-0fc0dfb13247,23622_1_01_1899_19___76967030.txt,Dick,char-offset:4145,PERSON,,,,,,,,,,
483bc062-5e19-4a43-bcde-ec3633266ebe,23622_1_01_1899_19___76967030.txt,Australia,char-offset:4246,PLACE,,http://sws.geonames.org/2077456,Australia,,-25.73650334,134.48623,,UNVERIFIED,,
ec91ab41-81c2-4df0-9fdf-63c85a2e95de,23622_1_01_1899_19___76967030.txt,Letty,char-offset:4262,PERSON,,,,,,,,,,
544d1be5-0141-493f-908f-a853d0dbe734,23622_1_01_1899_19___76967030.txt,Austra - lia,char-offset:4313,PERSON,,,,,,,,,,
62e182c7-cc86-487c-8629-b4a0e2d479ef,23622_1_01_1899_19___76967030.txt,Brideson,char-offset:4658,PERSON,,,,,,,,,,
f7723de5-fa96-4b46-ab9d-b5e2e8d3c4ee,23622_1_01_1899_19___76967030.txt,Dick,char-offset:4670,PERSON,,,,,,,,,,
df3cf53a-393e-4cc7-9962-cfd57ed1f8e7,23622_1_01_1899_19___76967030.txt,Letty,char-offset:4781,PERSON,,,,,,,,,,
79ed11d7-5573-4672-87b0-576b7309e0c5,23622_1_01_1899_19___76967030.txt,Brideson,char-offset:5267,PERSON,,,,,,,,,,
3eac856a-3b6d-4c27-9b8d-fa6e21b1c3b4,23622_1_01_1899_19___76967030.txt,Dick,char-offset:5483,PERSON,,,,,,,,,,
6253c611-7d6d-42dd-b3eb-a4b970be5300,23622_1_01_1899_19___76967030.txt,Letty,char-offset:5496,PERSON,,,,,,,,,,
4e36d964-c333-4dff-950c-a31374e8ed2f,23622_1_01_1899_19___76967030.txt,Brideson,char-offset:6137,PERSON,,,,,,,,,,
de1df3ca-9ccf-4712-9051-2ce854efc1d2,23622_1_01_1899_19___76967030.txt,Brideson,char-offset:6619,PERSON,,,,,,,,,,
b1a60ffc-63c7-41c1-bf83-83f55bff6f60,23622_1_01_1899_19___76967030.txt,Brideson,char-offset:7330,PERSON,,,,,,,,,,
cdee1dc6-a144-471d-baaf-f55fe365de84,23622_1_01_1899_19___76967030.txt,Letty,char-offset:7512,PERSON,,,,,,,,,,
dba78183-9a22-426a-9460-5259c1037a3b,23622_1_01_1899_19___76967030.txt,Dick,char-offset:7615,PERSON,,,,,,,,,,
866042eb-2586-4b9b-890f-abb5de5c0810,23622_1_01_1899_19___76967030.txt,Brideson,char-offset:8282,PERSON,,,,,,,,,,
93469e71-8184-4f02-9031-351a0ae8fa70,23622_1_01_1899_19___76967030.txt,Bobbie,char-offset:8380,PERSON,,,,,,,,,,
63da2b31-eb40-4e2f-b8f5-aca966bd72ab,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,ByKtra Keith,char-offset:20,PERSON,,,,,,,,,,
997a28d8-14b4-4691-8f00-29c9ed95f9a1,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Bosh,char-offset:172,PERSON,,,,,,,,,,
b943526e-fdf9-46f0-9bcb-b6dc915a6a71,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Longfellow,char-offset:331,PERSON,,,,,,,,,,
247a63ca-9e1d-4e27-aca6-3b4f3cf5ccbc,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Norham,char-offset:758,PLACE,,,,,,,,UNVERIFIED,,
74666ae5-6d4b-45c2-a50d-70bf7740db0b,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Australian,char-offset:1372,PLACE,,http://sws.geonames.org/2177478,ACT,,-35.49847481,149.0065762,,UNVERIFIED,,
36321f1a-36e8-4843-aa28-669e148023ab,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Ji,char-offset:2198,PERSON,,,,,,,,,,
58d64b47-25d6-4fec-9f78-be3157a1eedd,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Baiph Emerson,char-offset:4086,PERSON,,,,,,,,,,
19f7e2ee-e3b9-4cbf-989d-293ad1ff7ec5,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,John Gilbert,char-offset:4104,PERSON,,,,,,,,,,
a5b6e925-c19a-40ed-9e2b-a2080e3ac5b2,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Mabel Forester,char-offset:5145,PERSON,,,,,,,,,,
e3da6370-6175-427a-bcec-a4802c2317e3,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Ralph,char-offset:5556,PERSON,,,,,,,,,,
61ce9c0e-58dd-4971-985b-f0609c3418ed,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Mabel,char-offset:5744,PERSON,,,,,,,,,,
892c8243-b19f-41cb-a450-2b7104075ba5,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Ralph,char-offset:6260,PERSON,,,,,,,,,,
8a26457d-9b6c-4e8d-ade1-7b9fec46532e,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Hfe,char-offset:6697,PERSON,,,,,,,,,,
d9862b7b-db84-4242-a9bc-13fee5ae96a1,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Mabel,char-offset:6897,PERSON,,,,,,,,,,
f4cec750-b3e8-4d16-a5ff-6734ceb13ced,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Eric,char-offset:7067,PERSON,,,,,,,,,,
595aaa1c-8db0-4085-98b9-a03ccb736e52,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Ralph,char-offset:7278,PERSON,,,,,,,,,,
ec955254-245b-447b-9f9d-d29654f5de6a,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,John Gilbert,char-offset:7409,PERSON,,,,,,,,,,
679da300-57e4-438b-a565-a30e157355c4,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,John,char-offset:7648,PERSON,,,,,,,,,,
f416184f-79bf-4137-8e29-577a40a092fc,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Mabel,char-offset:8066,PERSON,,,,,,,,,,
65ebfeb2-f4c6-45d9-b42f-abb2516794cd,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Mabel,char-offset:8947,PERSON,,,,,,,,,,
fb19c4ed-d188-4eff-a1ad-2d629ea5cf94,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,American,char-offset:9351,PLACE,,http://sws.geonames.org/5880801,American Samoa,,,,,UNVERIFIED,,
2f0bee9a-2d09-43bd-854d-da7a90d6c1b0,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Shakespeare,char-offset:9810,PERSON,,,,,,,,,,
c2162417-a665-4a31-b04a-5b9f195e5997,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,John,char-offset:9823,PERSON,,,,,,,,,,
7bb0b115-d0a4-4f27-91c6-23d5bebd508e,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Gilbert,char-offset:9830,PERSON,,,,,,,,,,
e5f81c54-46ee-4124-82d3-26be6aafe529,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Ralph,char-offset:10410,PERSON,,,,,,,,,,
a9c404a6-e096-44cd-961a-e35352e9df11,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Mabel,char-offset:10559,PERSON,,,,,,,,,,
c32b76a7-c31d-4d9e-bd31-1f24d8314311,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Boberts,char-offset:10620,PERSON,,,,,,,,,,
53a22607-7bca-4c0c-a09c-596efe127f23,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Ralph,char-offset:10779,PERSON,,,,,,,,,,
461da92a-a0d1-42fc-930f-d4c35164550f,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,John Gilbert,char-offset:10834,PERSON,,,,,,,,,,
8ab65e35-1b78-45b0-bc18-70205e9405a2,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,John Gilbert,char-offset:11163,PERSON,,,,,,,,,,
ef8f39ec-12f4-41d2-ba82-e15d004ab1f4,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Ralph,char-offset:11285,PERSON,,,,,,,,,,
5df3490c-0b4b-4b00-a6ff-8f7ef1470225,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,John Gilbert,char-offset:11679,PERSON,,,,,,,,,,
0f3adbc0-7af0-48a9-ab5d-a51d395610c5,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Jqha,char-offset:12172,PERSON,,,,,,,,,,
d53aea6e-f190-44f9-bcd2-c5674407a8d3,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Miss,char-offset:12250,PLACE,,,,,,,,UNVERIFIED,,
785affb6-71b6-4ce5-8339-2baecba19c2c,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Roberts,char-offset:12282,PERSON,,,,,,,,,,
bb4a5c05-ba1b-441b-be58-e05c1a81d331,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,John,char-offset:12467,PERSON,,,,,,,,,,
bde80e8b-ae53-4550-8a19-01f048143cd8,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,John,char-offset:12621,PERSON,,,,,,,,,,
5a3d6f17-7ecc-484c-b031-9b11a4fd0b04,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Ralph,char-offset:12988,PERSON,,,,,,,,,,
f30eb89d-7c95-405d-a29e-76a0969870dc,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,John,char-offset:13074,PERSON,,,,,,,,,,
7853759b-f694-49c9-a0c2-51b9d708f6f5,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Eric Forester,char-offset:13866,PERSON,,,,,,,,,,
3ed92c08-c558-4be8-940b-ce7b0e547e66,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Trie,char-offset:14024,PERSON,,,,,,,,,,
c07c9427-43c2-4641-ab92-28d71ade3942,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,Ealph,char-offset:14917,PERSON,,,,,,,,,,
e1b37ed4-1ac1-492e-bc30-a0ae3f0be914,11571_11_10_1900_3_XIX_A Bash Fire._96946978.txt,John,char-offset:15082,PERSON,,,,,,,,,,
d84f2221-7ab7-4396-88bc-35c3a8ec7ceb,13336_2_6_1883_1015_LI__162080148.txt,Bolt Boldbewood,char-offset:26,PERSON,,,,,,,,,,
01d58cb6-e080-424c-a3d9-33204e853117,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:68,PERSON,,,,,,,,,,
3ebc6345-627b-4627-a0fd-1c992b1afcda,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:889,PERSON,,,,,,,,,,
234f1f66-df7b-4e95-a878-5cb8cbcd140e,13336_2_6_1883_1015_LI__162080148.txt,Moran,char-offset:976,PERSON,,,,,,,,,,
1f95d76a-cd84-4e7a-88fd-0a30882c3349,13336_2_6_1883_1015_LI__162080148.txt,Englishman,char-offset:1523,PLACE,,,,,,,,UNVERIFIED,,
a9e8ea30-bd72-4af1-9968-b8ea856773e1,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:1669,PERSON,,,,,,,,,,
b313f8f6-b415-4be6-920a-15f4abfc8b0b,13336_2_6_1883_1015_LI__162080148.txt,Moran,char-offset:1848,PERSON,,,,,,,,,,
ca214d40-6677-419a-bef6-f7f34b91f7d6,13336_2_6_1883_1015_LI__162080148.txt,Daly,char-offset:1987,PERSON,,,,,,,,,,
be0adc05-cb78-4b97-938d-5c89059f05f2,13336_2_6_1883_1015_LI__162080148.txt,Moran,char-offset:2178,PERSON,,,,,,,,,,
f6dc786d-2324-4e1d-801d-690a189924f4,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:2197,PERSON,,,,,,,,,,
551486c3-c45d-436e-97cd-11ba5c4d3e07,13336_2_6_1883_1015_LI__162080148.txt,George,char-offset:2245,PERSON,,,,,,,,,,
5b5c5b6d-e404-49e2-b2dc-0b3d210da271,13336_2_6_1883_1015_LI__162080148.txt,Lowe,char-offset:2400,PERSON,,,,,,,,,,
72dee5b3-fa36-4d8d-a470-606f85bd2f26,13336_2_6_1883_1015_LI__162080148.txt,Henry,char-offset:2443,PERSON,,,,,,,,,,
ec8e3f00-a948-41ad-a4b3-8237aadd1fd5,13336_2_6_1883_1015_LI__162080148.txt,Daly,char-offset:2649,PERSON,,,,,,,,,,
6e4760ad-9a33-4eaf-8555-66dd791fdd14,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:2981,PERSON,,,,,,,,,,
905bb398-9b6d-498f-8dd1-d975ef37dae2,13336_2_6_1883_1015_LI__162080148.txt,Bathurst,char-offset:3014,PLACE,,http://sws.geonames.org/2176632,Bathurst,,-33.41665,149.5806,,UNVERIFIED,,
0e43eee6-1b1a-4259-b719-0c67bdcaf974,13336_2_6_1883_1015_LI__162080148.txt,Moran,char-offset:3098,PERSON,,,,,,,,,,
507206f6-8210-4b4a-8d5d-4197a127e2ae,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:3309,PERSON,,,,,,,,,,
8d15aa33-9c0e-426d-a245-91ee15594316,13336_2_6_1883_1015_LI__162080148.txt,Baid,char-offset:3392,PERSON,,,,,,,,,,
34d942b6-a9f9-447d-adaf-d38cc5b88bf2,13336_2_6_1883_1015_LI__162080148.txt,Moran,char-offset:3544,PERSON,,,,,,,,,,
7f250829-32e0-429e-9a61-214e434f02ad,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:3561,PERSON,,,,,,,,,,
d3deb4f9-26d1-4d2c-9791-f28596665ea5,13336_2_6_1883_1015_LI__162080148.txt,Daly,char-offset:3814,PERSON,,,,,,,,,,
19526bdb-9f7e-4719-9ffc-26b1fdd1a252,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:4016,PERSON,,,,,,,,,,
1f6cca28-7d8c-4cdb-9b80-e49b2cc1a76e,13336_2_6_1883_1015_LI__162080148.txt,Ivor,char-offset:4100,PERSON,,,,,,,,,,
1ea6ba45-6eba-4de3-993d-0fc900029dea,13336_2_6_1883_1015_LI__162080148.txt,Fatscy,char-offset:4242,PERSON,,,,,,,,,,
04fc979c-6329-415c-8dcc-19c6e4fd0a55,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:4294,PERSON,,,,,,,,,,
9d1f187f-3d19-4325-bcc6-b872e29e3b0b,13336_2_6_1883_1015_LI__162080148.txt,Turon,char-offset:4488,PERSON,,,,,,,,,,
3696ef89-c3db-4a57-bb56-6aaa6e50132f,13336_2_6_1883_1015_LI__162080148.txt,Dan Moran,char-offset:4683,PERSON,,,,,,,,,,
bc45f2c9-53e1-48c4-8e79-c9116a973575,13336_2_6_1883_1015_LI__162080148.txt,Hulbert,char-offset:4800,PERSON,,,,,,,,,,
ba5c5651-6441-43e0-8a40-4af6e25803d6,13336_2_6_1883_1015_LI__162080148.txt,Moran,char-offset:4882,PERSON,,,,,,,,,,
163e80dc-e7dc-4b6d-9d85-07e46fb96677,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:4992,PERSON,,,,,,,,,,
81025fa4-8841-4675-83c8-04da10ff7f01,13336_2_6_1883_1015_LI__162080148.txt,Jim,char-offset:5228,PERSON,,,,,,,,,,
80f750d1-62de-454f-b6d2-aeec938f65df,13336_2_6_1883_1015_LI__162080148.txt,Knight,char-offset:5422,PERSON,,,,,,,,,,
ced82dba-501e-471f-96fe-3bf282b22659,13336_2_6_1883_1015_LI__162080148.txt,Bernstein,char-offset:5815,PERSON,,,,,,,,,,
37012e9c-b681-4d9e-baa1-98cab926c010,13336_2_6_1883_1015_LI__162080148.txt,German,char-offset:5870,PLACE,,http://sws.geonames.org/9782171,German,,,,,UNVERIFIED,,
911d4c11-ae57-4c10-9f39-57a6d974d470,13336_2_6_1883_1015_LI__162080148.txt,Moran,char-offset:6246,PERSON,,,,,,,,,,
f0781696-7e4b-4deb-a524-d9b0acb7b69c,13336_2_6_1883_1015_LI__162080148.txt,Moran,char-offset:6406,PERSON,,,,,,,,,,
972ea0c0-725b-42f3-865c-228c289cf64a,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:6423,PERSON,,,,,,,,,,
c0916ec4-d02b-4872-b8cd-3fc47c0523ad,13336_2_6_1883_1015_LI__162080148.txt,Wall,char-offset:6564,PERSON,,,,,,,,,,
f6fbab27-1030-4c8f-b392-2839292bb96c,13336_2_6_1883_1015_LI__162080148.txt,Hulbert,char-offset:6573,PERSON,,,,,,,,,,
c0b849f7-5729-4fc8-a30e-00e37a704f47,13336_2_6_1883_1015_LI__162080148.txt,Moran,char-offset:6618,PERSON,,,,,,,,,,
cb718f42-888b-4168-877a-b8f4f628c68b,13336_2_6_1883_1015_LI__162080148.txt,Moran,char-offset:6894,PERSON,,,,,,,,,,
6119fa1b-259a-43b8-a87b-cb1316d295b9,13336_2_6_1883_1015_LI__162080148.txt,Dan,char-offset:6958,PERSON,,,,,,,,,,
e8ff4633-1fa2-4ddd-8a21-10f0f2b379ab,13336_2_6_1883_1015_LI__162080148.txt,Wall,char-offset:6991,PERSON,,,,,,,,,,
7bc8b30a-ce45-4c72-b3e4-6564e869e45b,13336_2_6_1883_1015_LI__162080148.txt,Moran,char-offset:7150,PERSON,,,,,,,,,,
b0e835b0-506f-4d59-b1e2-de8ed9751948,13336_2_6_1883_1015_LI__162080148.txt,Daly,char-offset:7335,PERSON,,,,,,,,,,
0823fa98-c2ac-4cda-9f8b-0f039c550789,13336_2_6_1883_1015_LI__162080148.txt,Knigbtley,char-offset:7586,PERSON,,,,,,,,,,
7de182b1-0fed-460c-bcbd-2d21f564380a,13336_2_6_1883_1015_LI__162080148.txt,Moran,char-offset:7616,PERSON,,,,,,,,,,
37629f91-cad8-49a4-b7f3-5d3093c80868,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:7733,PERSON,,,,,,,,,,
f8a92c54-68cd-4127-860a-6715a49bcc0e,13336_2_6_1883_1015_LI__162080148.txt,Hulbert,char-offset:7967,PERSON,,,,,,,,,,
89757401-cc4e-4eac-ba04-275e06fa22f4,13336_2_6_1883_1015_LI__162080148.txt,Woran,char-offset:8187,PERSON,,,,,,,,,,
dddb8a05-5ae1-40a0-8944-6dea5bfd1801,13336_2_6_1883_1015_LI__162080148.txt,Hulbert,char-offset:8409,PERSON,,,,,,,,,,
2761bd5c-d3f8-4775-9999-ddf123bb272a,13336_2_6_1883_1015_LI__162080148.txt,Dan,char-offset:8477,PERSON,,,,,,,,,,
749e0605-1856-40d4-b4b1-456c45269559,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:8608,PERSON,,,,,,,,,,
53b1db7d-255b-4822-96b6-b15d014c9726,13336_2_6_1883_1015_LI__162080148.txt,Bathurst,char-offset:8651,PLACE,,http://sws.geonames.org/2176632,Bathurst,,-33.41665,149.5806,,UNVERIFIED,,
67084955-0b02-4aa3-afa3-5ead2500f3de,13336_2_6_1883_1015_LI__162080148.txt,Moran,char-offset:8791,PERSON,,,,,,,,,,
0bd69938-de00-45dd-94ce-f0ddabad7735,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:8959,PERSON,,,,,,,,,,
ba772c63-e018-40e0-b61c-f8e5ca33d06f,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:9290,PERSON,,,,,,,,,,
a2676674-fdb0-4b52-a64b-a4ee1b317ffa,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:9421,PERSON,,,,,,,,,,
d2c65893-2d5c-43cf-b2ef-622e9f6fe691,13336_2_6_1883_1015_LI__162080148.txt,Bhe,char-offset:9447,PERSON,,,,,,,,,,
e3d762fd-fc4c-4ccc-9b34-98280b6ec45f,13336_2_6_1883_1015_LI__162080148.txt,Wall,char-offset:9569,PERSON,,,,,,,,,,
08c33394-78b6-47bb-925e-a34ac1d3c18e,13336_2_6_1883_1015_LI__162080148.txt,JTnigbtley,char-offset:9585,PERSON,,,,,,,,,,
a7111323-44df-4518-94d4-69b50d3846b4,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:9739,PERSON,,,,,,,,,,
21552b27-bed9-4efd-aa32-1cffe8a415b9,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:10098,PERSON,,,,,,,,,,
9e4acce3-c196-496b-8e82-f947dd5f87d6,13336_2_6_1883_1015_LI__162080148.txt,Moran,char-offset:10531,PERSON,,,,,,,,,,
7662edeb-8087-4137-ba9f-116213938573,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:10886,PERSON,,,,,,,,,,
ed303c54-1d14-41eb-a5fe-471a67feb341,13336_2_6_1883_1015_LI__162080148.txt,Bathurst,char-offset:11191,PLACE,,http://sws.geonames.org/2176632,Bathurst,,-33.41665,149.5806,,UNVERIFIED,,
a4f784af-8162-4593-b28c-80bbf1b90053,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:11303,PERSON,,,,,,,,,,
fe9cea69-a2d6-4b55-b939-45564edac0dc,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:11744,PERSON,,,,,,,,,,
2cdcd7f5-6276-4d8f-b70f-d2770472c051,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:12366,PERSON,,,,,,,,,,
bee3ac79-d579-4d8e-8320-6c483f41d946,13336_2_6_1883_1015_LI__162080148.txt,Knightlev,char-offset:12783,PERSON,,,,,,,,,,
3576d454-c81c-48c0-b325-ee55670fa26b,13336_2_6_1883_1015_LI__162080148.txt,turkey,char-offset:12975,PLACE,,http://sws.geonames.org/298795,Turkey,,39.06129507,35.1701292,,UNVERIFIED,,
ddccf223-e3a4-4ed2-8109-b37ae4ca29d1,13336_2_6_1883_1015_LI__162080148.txt,turkey,char-offset:13104,PLACE,,http://sws.geonames.org/298795,Turkey,,39.06129507,35.1701292,,UNVERIFIED,,
1fd8214d-1b06-40e0-bd0b-5405476c44dd,13336_2_6_1883_1015_LI__162080148.txt,turkey,char-offset:13540,PLACE,,http://sws.geonames.org/298795,Turkey,,39.06129507,35.1701292,,UNVERIFIED,,
9eea7477-d063-4216-a5f3-7ed08b875398,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:13626,PERSON,,,,,,,,,,
0fcc216d-39b8-4ada-9a57-271a046fe78e,13336_2_6_1883_1015_LI__162080148.txt,Bafe,char-offset:13658,PERSON,,,,,,,,,,
68a78f66-e415-4243-a902-8a459fc9b463,13336_2_6_1883_1015_LI__162080148.txt,Bathurst,char-offset:13677,PLACE,,http://sws.geonames.org/2176632,Bathurst,,-33.41665,149.5806,,UNVERIFIED,,
e9de7be9-ec3e-4677-9785-317de31eacd7,13336_2_6_1883_1015_LI__162080148.txt,Hulbert,char-offset:13948,PERSON,,,,,,,,,,
295722bd-2fc7-4423-a2ee-95197350b0cb,13336_2_6_1883_1015_LI__162080148.txt,Moran,char-offset:14000,PERSON,,,,,,,,,,
a67d71a9-fd95-4133-b9b1-0f4b5ce893ce,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:14149,PERSON,,,,,,,,,,
909951ea-829b-40cb-9aee-1894f6548ed6,13336_2_6_1883_1015_LI__162080148.txt,Hulbert,char-offset:14200,PERSON,,,,,,,,,,
4ca93f53-34ff-48d2-b4bc-188a95b93e80,13336_2_6_1883_1015_LI__162080148.txt,Wall,char-offset:14212,PERSON,,,,,,,,,,
f59c451f-1cc3-4c84-9be1-62252586264c,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:14723,PERSON,,,,,,,,,,
81572c84-0e42-42a2-9d1b-30e852b0c749,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:15178,PERSON,,,,,,,,,,
b759199f-9885-431f-b21a-3e8d630bf595,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:16069,PERSON,,,,,,,,,,
fd2634fc-c70b-48be-b96d-edb45cbf2f9a,13336_2_6_1883_1015_LI__162080148.txt,turkey,char-offset:16356,PLACE,,http://sws.geonames.org/298795,Turkey,,39.06129507,35.1701292,,UNVERIFIED,,
47d1a3a5-5021-4319-82ff-3f1d10b79642,13336_2_6_1883_1015_LI__162080148.txt,Ferdinand,char-offset:16679,PERSON,,,,,,,,,,
be0896bc-554f-456c-a25e-b09f5ade1175,13336_2_6_1883_1015_LI__162080148.txt,Moran,char-offset:16837,PERSON,,,,,,,,,,
792d8f70-2f9e-49e4-ad33-cbf273cf8c19,13336_2_6_1883_1015_LI__162080148.txt,Knightly,char-offset:17044,PERSON,,,,,,,,,,
143b22d4-9cdd-42de-8d44-b9c80c860be4,13336_2_6_1883_1015_LI__162080148.txt,Black Stump,char-offset:17232,PLACE,,,,,,,,UNVERIFIED,,
436db24a-c03c-4034-b46e-1e3f50674703,13336_2_6_1883_1015_LI__162080148.txt,I. O. U.,char-offset:17591,PERSON,,,,,,,,,,
ea7bd845-00e5-45ed-a6b1-40cdbf6a4130,13336_2_6_1883_1015_LI__162080148.txt,Australian,char-offset:17656,PLACE,,http://sws.geonames.org/2177478,ACT,,-35.49847481,149.0065762,,UNVERIFIED,,
4706135a-dbdc-4877-8f59-ec84a6872157,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:17678,PERSON,,,,,,,,,,
3d032872-62e2-4a0e-a6da-207fec0761d3,13336_2_6_1883_1015_LI__162080148.txt,Moran,char-offset:17888,PERSON,,,,,,,,,,
4b604598-0d05-4814-8ee0-92ce99cfa667,13336_2_6_1883_1015_LI__162080148.txt,Knightley,char-offset:18111,PERSON,,,,,,,,,,
d247c49c-4ce4-41f2-bb85-b2dbea80b84f,11515_18_9_1909_49_XVIII__88312488.txt,PRANK T. BULLEN,char-offset:47,PERSON,,,,,,,,,,
