Birmingham,LOCATION,18850404-74-38298007.txt
E.,PERSON,18850404-74-38298007.txt
Forster,PERSON,18850404-74-38298007.txt
Federation,ORGANIZATION,18850404-74-38298007.txt
League,ORGANIZATION,18850404-74-38298007.txt
Forster,PERSON,18850404-74-38298007.txt
Federation,ORGANIZATION,18850404-74-38298007.txt
League,ORGANIZATION,18850404-74-38298007.txt
England,LOCATION,18850404-74-38298007.txt
Forster,PERSON,18850404-74-38298007.txt
Messrs,PERSON,18850404-74-38298007.txt
Forster,PERSON,18850404-74-38298007.txt
Australia,LOCATION,18850404-74-38298007.txt
Forster,PERSON,18850404-74-38298007.txt
United,LOCATION,18850404-74-38298007.txt
King-,LOCATION,18850404-74-38298007.txt
Imperial,ORGANIZATION,18850404-74-38298007.txt
Parliament,ORGANIZATION,18850404-74-38298007.txt
Legislatures,ORGANIZATION,18850404-74-38298007.txt
Forster,PERSON,18850404-74-38298007.txt
Forster,PERSON,18850404-74-38298007.txt
Forster,PERSON,18850404-74-38298007.txt
Earl,PERSON,18850404-74-38298007.txt
Grey,PERSON,18850404-74-38298007.txt
Imperial,ORGANIZATION,18850404-74-38298007.txt
Great,LOCATION,18850404-74-38298007.txt
Britain,LOCATION,18850404-74-38298007.txt
Forster,PERSON,18850404-74-38298007.txt
England,LOCATION,18850404-74-38298007.txt
Forster,PERSON,18850404-74-38298007.txt
Forster,PERSON,18850404-74-38298007.txt
England,LOCATION,18850404-74-38298007.txt
Cassandra,PERSON,18850404-74-38298007.txt
Pall,ORGANIZATION,18850404-74-38298007.txt
Mall,ORGANIZATION,18850404-74-38298007.txt
Gazette,ORGANIZATION,18850404-74-38298007.txt
Lessar,PERSON,18850404-74-38298007.txt
London,LOCATION,18850404-74-38298007.txt
Afghanistan,LOCATION,18850404-74-38298007.txt
Earl,PERSON,18850404-74-38298007.txt
Dufferin,PERSON,18850404-74-38298007.txt
India,LOCATION,18850404-74-38298007.txt
Afghanistan,LOCATION,18850404-74-38298007.txt
Herat,LOCATION,18850404-74-38298007.txt
Howard,PERSON,18850404-74-38298007.txt
Vincent,PERSON,18850404-74-38298007.txt
Pescadon,LOCATION,18850404-74-38298007.txt
China,LOCATION,18850404-74-38298007.txt
M.,PERSON,18850404-74-38298007.txt
Jules,PERSON,18850404-74-38298007.txt
Ferry,PERSON,18850404-74-38298007.txt
Langeon,LOCATION,18850404-74-38298007.txt
Bismarck,PERSON,18850404-74-38298007.txt
J.,PERSON,18850404-74-38298007.txt
F.,PERSON,18850404-74-38298007.txt
Garrick,PERSON,18850404-74-38298007.txt
Queensland,LOCATION,18850404-74-38298007.txt
Queensland,ORGANIZATION,18850404-74-38298007.txt
Judgeship,ORGANIZATION,18850404-74-38298007.txt
Central,LOCATION,18850404-74-38298007.txt
American,LOCATION,18850404-74-38298007.txt
States,LOCATION,18850404-74-38298007.txt
St.,LOCATION,18850404-74-38298007.txt
Helen,LOCATION,18850404-74-38298007.txt
Formby,LOCATION,18850404-74-38298007.txt
Railwany,LOCATION,18850404-74-38298007.txt
Station,LOCATION,18850404-74-38298007.txt
Leven,PERSON,18850404-74-38298007.txt
Kate,PERSON,18850404-74-38298007.txt
Somerset,LOCATION,18850404-74-38298007.txt
Orient,LOCATION,18850404-74-38298007.txt
Plymouth,LOCATION,18850404-74-38298007.txt
Adelaide,LOCATION,18850404-74-38298007.txt
Willianstown,LOCATION,18850404-74-38298007.txt
Melbourne,LOCATION,18850404-74-38298007.txt
Melbournre,LOCATION,18850404-74-38298007.txt
Mona,LOCATION,18850404-74-38298007.txt
Vale,LOCATION,18850404-74-38298007.txt
Hobart,LOCATION,18850404-74-38298007.txt
