0,1,2
Waratah,LOCATION,18840125-311-115070634.txt
Morwell,LOCATION,18900307-135-59202836.txt
Traralgon,LOCATION,18900307-135-59202836.txt
Taylor,PERSON,18900307-135-59202836.txt
Adams'and,PERSON,18900307-135-59202836.txt
Maxwell,PERSON,18900307-135-59202836.txt
Adams,PERSON,18900307-135-59202836.txt
Maxwell,PERSON,18900307-135-59202836.txt
Staley,PERSON,18900307-135-59202836.txt
E.,PERSON,18900307-135-59202836.txt
Roberts,PERSON,18900307-135-59202836.txt
Parer,PERSON,18900307-135-59202836.txt
Atkinson,PERSON,18900307-135-59202836.txt
St.,LOCATION,18821118-821-160163826.txt
Hilda,LOCATION,18821118-821-160163826.txt
Patrick,PERSON,18821118-821-160163826.txt
Keogh,PERSON,18821118-821-160163826.txt
Kyneton,LOCATION,18821118-821-160163826.txt
Northumberland,LOCATION,18821118-821-160163826.txt
Melbourne,ORGANIZATION,18821118-821-160163826.txt
Cricket,ORGANIZATION,18821118-821-160163826.txt
Club,ORGANIZATION,18821118-821-160163826.txt
Ivo,PERSON,18821118-821-160163826.txt
Bligh,PERSON,18821118-821-160163826.txt
Ministry,ORGANIZATION,18821118-821-160163826.txt
Committee,ORGANIZATION,18821118-821-160163826.txt
Watson,PERSON,18821118-821-160163826.txt
Crooke,PERSON,18821118-821-160163826.txt
Wimmera,LOCATION,18821118-821-160163826.txt
Progressive,ORGANIZATION,18940208-1086-211984588.txt
Political,ORGANIZATION,18940208-1086-211984588.txt
League,ORGANIZATION,18940208-1086-211984588.txt
E.,PERSON,18940208-1086-211984588.txt
T.,PERSON,18940208-1086-211984588.txt
Dunstan,PERSON,18940208-1086-211984588.txt
G.,PERSON,18940208-1086-211984588.txt
Chitty,PERSON,18940208-1086-211984588.txt
Baker,PERSON,18940208-1086-211984588.txt
Parliament,ORGANIZATION,18940208-1086-211984588.txt
Mullewa,LOCATION,18940208-1086-211984588.txt
Wolga,LOCATION,18940208-1086-211984588.txt
Estlewood,PERSON,18940208-1086-211984588.txt
Estlewood,PERSON,18940208-1086-211984588.txt
Sandhurst,LOCATION,18751019-108-61912059.txt
Campbell,ORGANIZATION,18751019-108-61912059.txt
G.,PERSON,18751019-108-61912059.txt
Wilkinson,PERSON,18751019-108-61912059.txt
Williamstown,LOCATION,18751019-108-61912059.txt
Bay,LOCATION,18751019-108-61912059.txt
Railway,LOCATION,18751019-108-61912059.txt
SYDNEY,LOCATION,18751019-108-61912059.txt
Henry,PERSON,18751019-108-61912059.txt
Lee,PERSON,18751019-108-61912059.txt
Bathurst,LOCATION,18751019-108-61912059.txt
Cooktown,LOCATION,18751019-108-61912059.txt
Brisbane,LOCATION,18751019-108-61912059.txt
Queens,LOCATION,18751019-108-61912059.txt
New,LOCATION,18751019-108-61912059.txt
Caledonia,LOCATION,18751019-108-61912059.txt
New,LOCATION,18751019-108-61912059.txt
Caledonia,LOCATION,18751019-108-61912059.txt
Fiji,LOCATION,18751019-108-61912059.txt
ADELAIDE,LOCATION,18751019-108-61912059.txt
Tea,LOCATION,18751019-108-61912059.txt
Tree,LOCATION,18751019-108-61912059.txt
Gully,LOCATION,18751019-108-61912059.txt
Cable,ORGANIZATION,18751019-108-61912059.txt
Company,ORGANIZATION,18751019-108-61912059.txt
Foster,PERSON,18740109-13-5879108.txt
Digby,LOCATION,18740109-13-5879108.txt
Foster,PERSON,18740109-13-5879108.txt
Scott,PERSON,18740109-13-5879108.txt
Portland,LOCATION,18740109-13-5879108.txt
Merin,LOCATION,18740109-13-5879108.txt
Cameron,PERSON,18740109-13-5879108.txt
Greenburg,PERSON,18740109-13-5879108.txt
Nolan,PERSON,18740109-13-5879108.txt
M'Mullen,PERSON,18740109-13-5879108.txt
Murray,PERSON,18740109-13-5879108.txt
Wallabadah,LOCATION,18680423-8-18717621.txt
Dogherty,PERSON,18680423-8-18717621.txt
Borambil,LOCATION,18680423-8-18717621.txt
Creek,LOCATION,18680423-8-18717621.txt
Joseph,PERSON,18790207-346-88223244.txt
Pall-Mall,PERSON,18790207-346-88223244.txt
Grubb,PERSON,18961212-1251-232578923.txt
Argent,LOCATION,18961212-1251-232578923.txt
Valley,LOCATION,18961212-1251-232578923.txt
Oolcbrook,ORGANIZATION,18961212-1251-232578923.txt
West,LOCATION,18961212-1251-232578923.txt
Oolcbrook,LOCATION,18961212-1251-232578923.txt
North,LOCATION,18961212-1251-232578923.txt
Colebrook,LOCATION,18961212-1251-232578923.txt
CIOOO,ORGANIZATION,18961212-1251-232578923.txt
Colebrook,LOCATION,18961212-1251-232578923.txt
J.,PERSON,18980303-108-62373563.txt
M'Carthy,PERSON,18980303-108-62373563.txt
Malira,PERSON,18980303-108-62373563.txt
Eugene,PERSON,18980303-108-62373563.txt
Allman,PERSON,18980303-108-62373563.txt
Seaton,PERSON,18980303-108-62373563.txt
Dawson,PERSON,18980303-108-62373563.txt
Seaton,PERSON,18980303-108-62373563.txt
Eugene,PERSON,18980303-108-62373563.txt
Allman,PERSON,18980303-108-62373563.txt
Seaton,PERSON,18980303-108-62373563.txt
Seaton,PERSON,18980303-108-62373563.txt
T.,PERSON,18980303-108-62373563.txt
Iharley,PERSON,18980303-108-62373563.txt
Seaton,PERSON,18980303-108-62373563.txt
E.,PERSON,18900208-1128-211271640.txt
W.,PERSON,18900208-1128-211271640.txt
Clarkison,PERSON,18900208-1128-211271640.txt
Rob,PERSON,18900208-1128-211271640.txt
Roy,PERSON,18900208-1128-211271640.txt
Fremantle,LOCATION,18900208-1128-211271640.txt
Dongarra,PERSON,18900208-1128-211271640.txt
S.,PERSON,18900208-1128-211271640.txt
J.,PERSON,18900208-1128-211271640.txt
Phillips,PERSON,18900208-1128-211271640.txt
Robert,PERSON,18900208-1128-211271640.txt
Cousin,PERSON,18900208-1128-211271640.txt
A.,PERSON,18881207-135-64426148.txt
Walker,PERSON,18881207-135-64426148.txt
Jeeraling,LOCATION,18881207-135-64426148.txt
Melbourne,LOCATION,18630114-10-8814422.txt
Adelaide,LOCATION,18630114-10-8814422.txt
Acclimatisation,ORGANIZATION,18630114-10-8814422.txt
Society,ORGANIZATION,18630114-10-8814422.txt
of,ORGANIZATION,18630114-10-8814422.txt
Victoria,ORGANIZATION,18630114-10-8814422.txt
TASMANIA,LOCATION,18811128-185-202596625.txt
Utnurg,LOCATION,18811128-185-202596625.txt
Heytesbury,LOCATION,18860728-43-22099200.txt
Forest,LOCATION,18860728-43-22099200.txt
Brisbane,LOCATION,18771124-42-19762985.txt
Bunya,ORGANIZATION,18771124-42-19762985.txt
Timber,ORGANIZATION,18771124-42-19762985.txt
Reserve,ORGANIZATION,18771124-42-19762985.txt
DARLINGTON,LOCATION,18791206-436-257959712.txt
KANGAROO,LOCATION,18680117-41-39174935.txt
ISLAND,LOCATION,18680117-41-39174935.txt
Buick,PERSON,18680117-41-39174935.txt
PENRITH,ORGANIZATION,18780205-8-18824997.txt
Orange,LOCATION,18780205-8-18824997.txt
Lyndon,PERSON,18780205-8-18824997.txt
Gully,PERSON,18780205-8-18824997.txt
Marong,ORGANIZATION,18720120-346-87971087.txt
Council,ORGANIZATION,18720120-346-87971087.txt
Edward,PERSON,18720120-346-87971087.txt
Barrow,PERSON,18720120-346-87971087.txt
Neilborough,LOCATION,18720120-346-87971087.txt
Council,ORGANIZATION,18720120-346-87971087.txt
Council,ORGANIZATION,18720120-346-87971087.txt
Simon,PERSON,18720120-346-87971087.txt
Henry,PERSON,18720120-346-87971087.txt
Newbridge,LOCATION,18720120-346-87971087.txt
Heffernan,PERSON,18720120-346-87971087.txt
John,PERSON,18720120-346-87971087.txt
Cain,PERSON,18720120-346-87971087.txt
John,PERSON,18720120-346-87971087.txt
Yarrayne'towoship,LOCATION,18720120-346-87971087.txt
Telegeaph,PERSON,18930217-650-156675419.txt
Sydney,LOCATION,18930217-650-156675419.txt
Wrigley,LOCATION,18930217-650-156675419.txt
Gilgandra,LOCATION,18930217-650-156675419.txt
Buch,PERSON,18810705-1052-212692977.txt
Henry,PERSON,18810705-1052-212692977.txt
Marks,PERSON,18810705-1052-212692977.txt
Elizabeth,PERSON,18810705-1052-212692977.txt
H.,PERSON,18810705-1052-212692977.txt
Marks,PERSON,18810705-1052-212692977.txt
Lorne,LOCATION,18810705-1052-212692977.txt
Edelsten,PERSON,18810705-1052-212692977.txt
Belzebub,PERSON,18510510-821-165043145.txt
Inman,PERSON,18510510-821-165043145.txt
Level-Rise,PERSON,18970304-10-9392626.txt
William,PERSON,18670105-13-5782877.txt
Don,PERSON,18670105-13-5782877.txt
Orr,PERSON,18670105-13-5782877.txt
Don,PERSON,18670105-13-5782877.txt
Racing,ORGANIZATION,18670105-13-5782877.txt
Club,ORGANIZATION,18670105-13-5782877.txt
Hogan,PERSON,18670105-13-5782877.txt
ADELAIDE,LOCATION,18670105-13-5782877.txt
Moun,LOCATION,18670105-13-5782877.txt
Gambier,LOCATION,18670105-13-5782877.txt
Mount,LOCATION,18670105-13-5782877.txt
Gambier,LOCATION,18670105-13-5782877.txt
PORT,PERSON,18790702-16-881785.txt
CURTIS,PERSON,18790702-16-881785.txt
Buch,PERSON,18790702-16-881785.txt
Coal,ORGANIZATION,18751207-669-135869716.txt
Company,ORGANIZATION,18751207-669-135869716.txt
Woonona,LOCATION,18751207-669-135869716.txt
Melbourne,LOCATION,18751207-669-135869716.txt
Woonona,LOCATION,18751207-669-135869716.txt
Bulli,PERSON,18751207-669-135869716.txt
George,PERSON,18820106-487-123471432.txt
Klein,PERSON,18820106-487-123471432.txt
Windowie,LOCATION,18820106-487-123471432.txt
Tumut,PERSON,18820106-487-123471432.txt
George,PERSON,18820106-487-123471432.txt
Klein,PERSON,18820106-487-123471432.txt
Windowie,LOCATION,18820106-487-123471432.txt
Tumut,PERSON,18820106-487-123471432.txt
Progress,ORGANIZATION,18820106-487-123471432.txt
Committee,ORGANIZATION,18820106-487-123471432.txt
Tumut,PERSON,18820106-487-123471432.txt
LIGENOE,ORGANIZATION,18710107-67-63114699.txt
TVogga,ORGANIZATION,18710107-67-63114699.txt
Express,ORGANIZATION,18710107-67-63114699.txt
Wagga,LOCATION,18660108-7-28783858.txt
Wagga,LOCATION,18660108-7-28783858.txt
Yabtree,LOCATION,18660108-7-28783858.txt
G.,PERSON,18660108-7-28783858.txt
Forsyth,PERSON,18660108-7-28783858.txt
Cunningham,PERSON,18660108-7-28783858.txt
Macredle,LOCATION,18660108-7-28783858.txt
McNieol,PERSON,18660108-7-28783858.txt
Guthrie,PERSON,18660108-7-28783858.txt
Wilkinson,PERSON,18660108-7-28783858.txt
Wagga,ORGANIZATION,18660108-7-28783858.txt
Wagga,ORGANIZATION,18660108-7-28783858.txt
Desailly,PERSON,18660108-7-28783858.txt
Blcketson,PERSON,18660108-7-28783858.txt
Blackwood,PERSON,18660108-7-28783858.txt
New,LOCATION,18660108-7-28783858.txt
England,LOCATION,18660108-7-28783858.txt
Queensland,LOCATION,18660108-7-28783858.txt
Ipswich,ORGANIZATION,18660108-7-28783858.txt
Keehan,LOCATION,18900215-742-150330770.txt
Mowbray,LOCATION,18900215-742-150330770.txt
Elwick,LOCATION,18900215-742-150330770.txt
London,LOCATION,18900215-742-150330770.txt
Stamboul,LOCATION,18900215-742-150330770.txt
Torquay,ORGANIZATION,18900215-742-150330770.txt
Formby,PERSON,18900215-742-150330770.txt
Devonport,LOCATION,18900215-742-150330770.txt
John,PERSON,18900215-742-150330770.txt
Jarman,PERSON,18900215-742-150330770.txt
Cambria,LOCATION,18900215-742-150330770.txt
Table,LOCATION,18900215-742-150330770.txt
Cape,LOCATION,18900215-742-150330770.txt
London,LOCATION,18900215-742-150330770.txt
Andrew,PERSON,18900215-742-150330770.txt
Town,PERSON,18900215-742-150330770.txt
Sydney,LOCATION,18900215-742-150330770.txt
Brown,PERSON,18891210-225-72863234.txt
Longerenong,LOCATION,18891210-225-72863234.txt
Sidney,PERSON,18891210-225-72863234.txt
Coromby,LOCATION,18891210-225-72863234.txt
Liedertafel,LOCATION,18891210-225-72863234.txt
Melbourne,LOCATION,18650228-13-5738103.txt
Geelong,LOCATION,18650228-13-5738103.txt
Ballarat,LOCATION,18650228-13-5738103.txt
Melbourne,LOCATION,18650228-13-5738103.txt
Ballarat,LOCATION,18650228-13-5738103.txt
Sandhurst,LOCATION,18650228-13-5738103.txt
Daylesford,LOCATION,18650228-13-5738103.txt
Victoria,LOCATION,18710301-185-197560816.txt
Wuoiera,LOCATION,18710301-185-197560816.txt
The,LOCATION,18710301-185-197560816.txt
Glenorchy,LOCATION,18710301-185-197560816.txt
Glenorchy,LOCATION,18710301-185-197560816.txt
Callawadda,LOCATION,18710301-185-197560816.txt
St,ORGANIZATION,18470421-181-65770213.txt
Parliament,LOCATION,18551203-809-154859810.txt
Gilmore,PERSON,18551203-809-154859810.txt
Sydney,LOCATION,18551203-809-154859810.txt
Hotel,LOCATION,18551203-809-154859810.txt
Coppin,LOCATION,18551203-809-154859810.txt
Melbourne,LOCATION,18551203-809-154859810.txt
BACKUS,ORGANIZATION,18551203-809-154859810.txt
MINSTRELS,ORGANIZATION,18551203-809-154859810.txt
BUSHFIRE,ORGANIZATION,18880505-41-47266736.txt
CLARENDON,LOCATION,18880505-41-47266736.txt
Clarendon,LOCATION,18880505-41-47266736.txt
George,PERSON,18880505-41-47266736.txt
Vickery,PERSON,18880505-41-47266736.txt
Meadows,LOCATION,18880505-41-47266736.txt
Hotel,LOCATION,18880505-41-47266736.txt
Thomas,PERSON,18880505-41-47266736.txt
Shipway,PERSON,18880505-41-47266736.txt
Charles,PERSON,18880505-41-47266736.txt
Nottage,PERSON,18880505-41-47266736.txt
Vickery,PERSON,18880505-41-47266736.txt
Wattle,ORGANIZATION,18880505-41-47266736.txt
Company,ORGANIZATION,18880505-41-47266736.txt
Henry,PERSON,18810704-1052-212695602.txt
Marks,PERSON,18810704-1052-212695602.txt
Elizabeth,PERSON,18810704-1052-212695602.txt
H.,PERSON,18810704-1052-212695602.txt
Marks,PERSON,18810704-1052-212695602.txt
Lome,LOCATION,18810704-1052-212695602.txt
Edelsten,PERSON,18810704-1052-212695602.txt
Bince,PERSON,18810704-1052-212695602.txt
GIPPSLAND,LOCATION,18980117-367-114427696.txt
Gippsluod,LOCATION,18980117-367-114427696.txt
Pooaoniwro,LOCATION,18980117-367-114427696.txt
Londozi,LOCATION,18980117-367-114427696.txt
SOUTH,LOCATION,18820125-185-200665460.txt
WALES,LOCATION,18820125-185-200665460.txt
SYDNEY,LOCATION,18820125-185-200665460.txt
P.,PERSON,18820125-185-200665460.txt
Hogan,PERSON,18820125-185-200665460.txt
Waratah,LOCATION,18820125-185-200665460.txt
Charleston,LOCATION,18820125-185-200665460.txt
Richardson,PERSON,18820125-185-200665460.txt
New,LOCATION,18820125-185-200665460.txt
South,LOCATION,18820125-185-200665460.txt
Wales,LOCATION,18820125-185-200665460.txt
England,LOCATION,18820125-185-200665460.txt
Blanoy,LOCATION,18820125-185-200665460.txt
Tamworlh,LOCATION,18820125-185-200665460.txt
Parramatta,LOCATION,18820125-185-200665460.txt
Northumberland,LOCATION,18820125-185-200665460.txt
London,LOCATION,18820125-185-200665460.txt
A,PERSON,18741231-361-101481317.txt
Hanlon,PERSON,18741231-361-101481317.txt
T.,PERSON,18741231-361-101481317.txt
Crawford,PERSON,18741231-361-101481317.txt
Saundera,PERSON,18891023-522-118279897.txt
Queanbeyan,LOCATION,18960117-367-101115337.txt
Pollack,PERSON,18960117-367-101115337.txt
Willard,PERSON,18960117-367-101115337.txt
Sydney,LOCATION,18960117-367-101115337.txt
Bleust,PERSON,18960117-367-101115337.txt
-New,LOCATION,18990706-669-132327397.txt
Zealand,LOCATION,18990706-669-132327397.txt
New,LOCATION,18990706-669-132327397.txt
South,LOCATION,18990706-669-132327397.txt
Wales,LOCATION,18990706-669-132327397.txt
State,ORGANIZATION,18990706-669-132327397.txt
Legislature,ORGANIZATION,18990706-669-132327397.txt
New,LOCATION,18990706-669-132327397.txt
South,LOCATION,18990706-669-132327397.txt
Wales,LOCATION,18990706-669-132327397.txt
Talbot,PERSON,18940219-185-206496510.txt
Avoca,LOCATION,18940219-185-206496510.txt
Talbot,PERSON,18940219-185-206496510.txt
Lex,PERSON,18940219-185-206496510.txt
John,PERSON,18940219-185-206496510.txt
Moylan,PERSON,18940219-185-206496510.txt
Glenlogie,PERSON,18940219-185-206496510.txt
Robert,PERSON,18940219-185-206496510.txt
Kettle,PERSON,18940219-185-206496510.txt
Ballarat,LOCATION,18940219-185-206496510.txt
Ballarat,LOCATION,18940219-185-206496510.txt
Lexton,LOCATION,18940219-185-206496510.txt
Campbell,PERSON,18940219-185-206496510.txt
McKinnon,PERSON,18840109-1093-208269902.txt
Port,ORGANIZATION,18840109-1093-208269902.txt
Macquarie,ORGANIZATION,18840109-1093-208269902.txt
McKenzie—were,PERSON,18840109-1093-208269902.txt
McKinnon,PERSON,18840109-1093-208269902.txt
McKinnon,PERSON,18840109-1093-208269902.txt
John,PERSON,18840109-1093-208269902.txt
Connery,PERSON,18840109-1093-208269902.txt
Taree,LOCATION,18840109-1093-208269902.txt
Deany,PERSON,18840109-1093-208269902.txt
Green,LOCATION,18840109-1093-208269902.txt
Cape,LOCATION,18840109-1093-208269902.txt
Cape,LOCATION,18840109-1093-208269902.txt
St.,LOCATION,18840109-1093-208269902.txt
George,LOCATION,18840109-1093-208269902.txt
Miller,PERSON,18840109-1093-208269902.txt
Mons,LOCATION,18840109-1093-208269902.txt
Victor,PERSON,18840109-1093-208269902.txt
Davis,PERSON,18840109-1093-208269902.txt
St.,LOCATION,18840109-1093-208269902.txt
Leger,LOCATION,18840109-1093-208269902.txt
Randwick,LOCATION,18840109-1093-208269902.txt
Davis,PERSON,18840109-1093-208269902.txt
S.,PERSON,18560305-180-66006342.txt
Burges,PERSON,18560305-180-66006342.txt
Esq.,LOCATION,18560305-180-66006342.txt
E.,PERSON,18560305-180-66006342.txt
Knott,PERSON,18560305-180-66006342.txt
York,LOCATION,18560305-180-66006342.txt
Burges,PERSON,18560305-180-66006342.txt
Knott,PERSON,18560305-180-66006342.txt
Horton,PERSON,18560305-180-66006342.txt
SOUTH,LOCATION,18881006-7-33441374.txt
WALES,LOCATION,18881006-7-33441374.txt
Sydney,LOCATION,18881006-7-33441374.txt
Potto,LOCATION,18881006-7-33441374.txt
Hill,LOCATION,18881006-7-33441374.txt
Lake,LOCATION,18881006-7-33441374.txt
Macqoarle,LOCATION,18881006-7-33441374.txt
Robertson,PERSON,18881006-7-33441374.txt
London,LOCATION,18881006-7-33441374.txt
Sydney,LOCATION,18881006-7-33441374.txt
Central,ORGANIZATION,18881006-7-33441374.txt
Police,ORGANIZATION,18881006-7-33441374.txt
Court,ORGANIZATION,18881006-7-33441374.txt
Walter,PERSON,18881006-7-33441374.txt
Alfred,PERSON,18881006-7-33441374.txt
Grieve,PERSON,18881006-7-33441374.txt
Macleay,LOCATION,18950828-1220-233887091.txt
Bush,PERSON,18950828-1220-233887091.txt
School,ORGANIZATION,18881129-1086-212687834.txt
of,ORGANIZATION,18881129-1086-212687834.txt
Mines,ORGANIZATION,18881129-1086-212687834.txt
Pamela,PERSON,18881129-1086-212687834.txt
H.,PERSON,18881129-1086-212687834.txt
Banfield,PERSON,18881129-1086-212687834.txt
Fremantle,LOCATION,18881129-1086-212687834.txt
Hart,PERSON,18881129-1086-212687834.txt
Alderman,PERSON,18881129-1086-212687834.txt
Shaw,PERSON,18881129-1086-212687834.txt
Adelaide,LOCATION,18881129-1086-212687834.txt
New,LOCATION,18881129-1086-212687834.txt
South,LOCATION,18881129-1086-212687834.txt
Wales,LOCATION,18881129-1086-212687834.txt
Queens,LOCATION,18881129-1086-212687834.txt
South,LOCATION,18881129-1086-212687834.txt
Australia,LOCATION,18881129-1086-212687834.txt
SYDNEY,LOCATION,18881129-1086-212687834.txt
H.,PERSON,18881129-1086-212687834.txt
Parkes,PERSON,18881129-1086-212687834.txt
Thornas,PERSON,18881129-1086-212687834.txt
M'llwraith,PERSON,18881129-1086-212687834.txt
Queensland,LOCATION,18881129-1086-212687834.txt
Henry,PERSON,18881129-1086-212687834.txt
Parkes,PERSON,18881129-1086-212687834.txt
House,ORGANIZATION,18881129-1086-212687834.txt
BRISBANE,LOCATION,18881129-1086-212687834.txt
Mount,ORGANIZATION,18881129-1086-212687834.txt
Morgan,ORGANIZATION,18881129-1086-212687834.txt
Gold,ORGANIZATION,18881129-1086-212687834.txt
Mining,ORGANIZATION,18881129-1086-212687834.txt
Company,ORGANIZATION,18881129-1086-212687834.txt
Windsor,ORGANIZATION,18620123-8-18686289.txt
Correspondent,ORGANIZATION,18620123-8-18686289.txt
Sydney,LOCATION,18620123-8-18686289.txt
Lowe,PERSON,18620123-8-18686289.txt
Wentworth,LOCATION,18620123-8-18686289.txt
Lamb,PERSON,18620123-8-18686289.txt
Martha,PERSON,18970101-346-88995000.txt
Mary,PERSON,18970101-346-88995000.txt
Skate,PERSON,18970101-346-88995000.txt
John,PERSON,18970101-346-88995000.txt
Moora,ORGANIZATION,18970101-346-88995000.txt
Racing,ORGANIZATION,18970101-346-88995000.txt
Club,ORGANIZATION,18970101-346-88995000.txt
Casey,PERSON,18970101-346-88995000.txt
Collins,PERSON,18970101-346-88995000.txt
Cappedie,PERSON,18970101-346-88995000.txt
Texas,LOCATION,18970101-346-88995000.txt
Moora,LOCATION,18970101-346-88995000.txt
Pointy,LOCATION,18970101-346-88995000.txt
Rosemont,LOCATION,18970101-346-88995000.txt
Nette,PERSON,18970101-346-88995000.txt
Mitchell,PERSON,18970101-346-88995000.txt
James,PERSON,18970101-346-88995000.txt
Jordon,PERSON,18970101-346-88995000.txt
Heeps,PERSON,18970101-346-88995000.txt
Pook,PERSON,18970101-346-88995000.txt
Satch,PERSON,18970101-346-88995000.txt
Jordon,PERSON,18970101-346-88995000.txt
GABRETT,PERSON,18880217-436-254577560.txt
Privy,ORGANIZATION,18880217-436-254577560.txt
Council,ORGANIZATION,18880217-436-254577560.txt
Bill,PERSON,18880217-436-254577560.txt
Walbundrie,LOCATION,18880217-436-254577560.txt
Burrumbuttock,LOCATION,18880217-436-254577560.txt
James,PERSON,18880217-436-254577560.txt
Devene,PERSON,18880217-436-254577560.txt
T.,PERSON,18880217-436-254577560.txt
A.,PERSON,18880217-436-254577560.txt
Browne,PERSON,18880217-436-254577560.txt
J.,PERSON,18880217-436-254577560.txt
Wilkinson,PERSON,18880217-436-254577560.txt
John,PERSON,18880217-436-254577560.txt
Scarlett,PERSON,18880217-436-254577560.txt
Bethanga,LOCATION,18880217-436-254577560.txt
Murray,PERSON,18880217-436-254577560.txt
Albury,LOCATION,18880217-436-254577560.txt
Mill,PERSON,18750102-698-162492736.txt
Jost.ua,PERSON,18750102-698-162492736.txt
James,PERSON,18750102-698-162492736.txt
Jewell,PERSON,18750102-698-162492736.txt
Mitiamo,LOCATION,18750102-698-162492736.txt
Goulbura,LOCATION,18750102-698-162492736.txt
Herald,ORGANIZATION,18750102-698-162492736.txt
George,PERSON,18750102-698-162492736.txt
Cole,PERSON,18750102-698-162492736.txt
Malton,LOCATION,18750102-698-162492736.txt
VICTORIA,PERSON,18710322-180-66034087.txt
Boad,ORGANIZATION,18710322-180-66034087.txt
Committee,ORGANIZATION,18710322-180-66034087.txt
Bay,PERSON,18710322-180-66034087.txt
Railway,LOCATION,18851212-1128-213980223.txt
Hotel,LOCATION,18851212-1128-213980223.txt
Patton,PERSON,18851212-1128-213980223.txt
Brook,LOCATION,18851212-1128-213980223.txt
L.,PERSON,18851212-1128-213980223.txt
C.,PERSON,18851212-1128-213980223.txt
Binges,PERSON,18851212-1128-213980223.txt
Arthur,PERSON,18851212-1128-213980223.txt
Johnson,PERSON,18851212-1128-213980223.txt
W.,PERSON,18851212-1128-213980223.txt
Thomas,PERSON,18851212-1128-213980223.txt
Shark,LOCATION,18851212-1128-213980223.txt
's,LOCATION,18851212-1128-213980223.txt
Bay,LOCATION,18851212-1128-213980223.txt
Murchison,ORGANIZATION,18851212-1128-213980223.txt
House,ORGANIZATION,18851212-1128-213980223.txt
Trevenson,LOCATION,18851212-1128-213980223.txt
J.,PERSON,18950912-240-86391975.txt
Ross,PERSON,18950912-240-86391975.txt
Bailey,LOCATION,18950912-240-86391975.txt
Itairnedale,LOCATION,18950912-240-86391975.txt
Albion,ORGANIZATION,18950912-240-86391975.txt
Hotel,ORGANIZATION,18950912-240-86391975.txt
Melbourne,LOCATION,18950912-240-86391975.txt
Elmore,PERSON,18950912-240-86391975.txt
Staniwell,LOCATION,18950912-240-86391975.txt
S.,ORGANIZATION,18950912-240-86391975.txt
Feilchenfeld,ORGANIZATION,18950912-240-86391975.txt
and,ORGANIZATION,18950912-240-86391975.txt
Co,ORGANIZATION,18950912-240-86391975.txt
S.,PERSON,18950912-240-86391975.txt
Feilchenfeld,PERSON,18950912-240-86391975.txt
Cao,PERSON,18950912-240-86391975.txt
Cirio,ORGANIZATION,18730916-8-18777396.txt
Uuvel,PERSON,18730916-8-18777396.txt
North,LOCATION,18730916-8-18777396.txt
Shore,LOCATION,18730916-8-18777396.txt
Tbe,LOCATION,18730916-8-18777396.txt
Tararu,LOCATION,18730916-8-18777396.txt
London,LOCATION,18701231-170-67114389.txt
London,LOCATION,18701231-170-67114389.txt
Biver,PERSON,18701231-170-67114389.txt
Murray,PERSON,18701231-170-67114389.txt
Cape,LOCATION,18701231-170-67114389.txt
Borda,LOCATION,18701231-170-67114389.txt
Ceylon,ORGANIZATION,18701231-170-67114389.txt
James,PERSON,18701231-170-67114389.txt
Lady,PERSON,18701231-170-67114389.txt
Edith,PERSON,18701231-170-67114389.txt
Fergusson,PERSON,18701231-170-67114389.txt
Kobe,LOCATION,18701231-170-67114389.txt
Kanga,LOCATION,18701231-170-67114389.txt
roo,LOCATION,18701231-170-67114389.txt
Island,LOCATION,18701231-170-67114389.txt
Adelaide,LOCATION,18701231-170-67114389.txt
Far,LOCATION,18701231-170-67114389.txt
North,LOCATION,18701231-170-67114389.txt
Port,PERSON,18701231-170-67114389.txt
Darwin,PERSON,18701231-170-67114389.txt
Peake,PERSON,18701231-170-67114389.txt
Bill,PERSON,18701231-170-67114389.txt
Bill,PERSON,18701231-170-67114389.txt
England,LOCATION,18600215-13-5677208.txt
Gillespie,PERSON,18600215-13-5677208.txt
WOOD,PERSON,18600215-13-5677208.txt
House,ORGANIZATION,18600215-13-5677208.txt
South,LOCATION,18980225-1495-255606383.txt
Australia,LOCATION,18980225-1495-255606383.txt
Intercolonial,LOCATION,18980225-1495-255606383.txt
Sydney,LOCATION,18980225-1495-255606383.txt
Austtalinn,LOCATION,18980225-1495-255606383.txt
Barton,PERSON,18980225-1495-255606383.txt
Isaacs,PERSON,18980225-1495-255606383.txt
Mrs,PERSON,18980225-1495-255606383.txt
Freeman,PERSON,18980225-1495-255606383.txt
Thomas,PERSON,18980225-1495-255606383.txt
England,LOCATION,18980225-1495-255606383.txt
Foy,PERSON,18980225-1495-255606383.txt
Gibson,PERSON,18980225-1495-255606383.txt
Smith,ORGANIZATION,18980225-1495-255606383.txt
Street,ORGANIZATION,18980225-1495-255606383.txt
Collingwood,ORGANIZATION,18980225-1495-255606383.txt
W.,PERSON,18790417-232-232168666.txt
Crockett,PERSON,18790417-232-232168666.txt
Messrs,PERSON,18790417-232-232168666.txt
Poynton,PERSON,18790417-232-232168666.txt
Stewart,PERSON,18790417-232-232168666.txt
Messrs,PERSON,18790417-232-232168666.txt
R.,PERSON,18790417-232-232168666.txt
Tonng,PERSON,18790417-232-232168666.txt
C.,PERSON,18790417-232-232168666.txt
Poynton,PERSON,18790417-232-232168666.txt
Savanaka,LOCATION,18790417-232-232168666.txt
Sydney,LOCATION,18790417-232-232168666.txt
